MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,63.0,8199,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,PConc,5,4,4,6,648,1,0,80,728,GasA,5,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,4,7,7,1,5,Attchd,new,3,2,410,4,4,3,36,18,0,0,0,0,1,0,NA,0,10,new,WD,Normal,189000
60,RL,107.0,13891,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,new,new,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,4,3,PConc,6,4,5,1,0,1,0,1734,1734,GasA,5,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,5,12,7,1,5,BuiltIn,new,2,3,1020,4,4,3,52,170,0,0,192,0,1,0,NA,0,1,new,New,Partial,582933
20,RL,75.0,9000,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,2,812,1,0,124,936,GasA,3,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,6,0,1,Attchd,old,1,1,286,4,4,3,0,0,0,0,0,0,1,2,NA,0,6,new,WD,Family,118000
20,RL,91.0,12274,2,0,IR1,Lvl,AllPub,FR2,2,Somerst,Norm,Norm,1Fam,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,3,3,PConc,5,4,2,1,0,1,0,1417,1417,GasA,5,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,7,0,1,Attchd,new,2,2,554,4,4,3,0,60,0,0,0,0,1,0,NA,0,7,new,New,Partial,227680
80,RL,75.0,9750,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,4,4,5,400,3,480,100,980,GasA,4,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,3,6,7,0,1,Attchd,old,3,1,384,4,4,3,68,0,0,0,0,0,1,0,NA,0,10,new,WD,Normal,135500
70,RL,144.0,21384,2,0,Reg,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,2Story,5,6,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,5,6,1309,1,0,15,1324,GasA,5,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,7,1,4,Attchd,old,2,2,528,4,4,3,0,312,0,0,0,0,1,0,NA,0,5,new,WD,Normal,223500
80,RL,85.0,13400,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,old,old,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,2,3,CBlock,4,4,4,5,516,4,128,380,1024,GasA,3,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,7,1,5,Attchd,old,2,2,484,4,4,3,0,0,0,0,0,0,1,2,NA,0,6,new,WD,Normal,159950
75,RM,90.0,8100,2,0,Reg,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,old,old,Hip,CompShg,AsbShng,AsbShng,None,0.0,2,3,PConc,4,4,2,1,0,1,0,849,849,GasA,3,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,3,11,7,0,1,Detchd,old,1,2,360,3,2,1,40,156,0,0,0,0,1,3,NA,0,11,new,WD,Normal,106000
20,RL,78.0,10140,2,0,Reg,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,old,mid,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,2,3,CBlock,4,4,2,5,663,2,377,0,1040,GasA,2,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,4,5,7,1,3,Attchd,old,2,2,484,4,4,3,265,0,0,0,0,648,2,4,NA,0,1,new,WD,Normal,181000
120,RM,0.0,4438,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,3,3,PConc,5,4,5,6,662,1,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,4,7,1,5,Attchd,new,3,2,420,4,4,3,140,0,0,0,0,0,1,0,NA,0,6,new,ConLD,Normal,144500
20,C (all),66.0,8712,1,0,Reg,Bnk,AllPub,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,5,old,old,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,4,4,4,1,0,1,0,540,540,GasA,3,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,2,4,7,0,1,Basment,old,1,2,504,4,4,1,0,0,0,0,0,0,1,0,Shed,54,6,new,WD,Alloca,55993
20,RL,75.0,9750,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,old,old,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,2,3,CBlock,4,4,2,3,608,1,0,834,1442,GasA,4,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,3,7,7,0,1,Attchd,old,2,1,301,4,4,3,0,0,275,0,0,0,1,0,Shed,500,4,new,COD,Normal,157900
50,RL,45.0,8248,2,1,Reg,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,old,old,Gable,CompShg,Stucco,Stucco,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,686,686,GasW,4,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,2,7,7,0,1,Detchd,old,1,1,280,4,4,2,207,0,96,0,0,0,1,0,NA,0,7,new,WD,Normal,116000
20,RL,48.0,12137,2,0,IR2,Lvl,AllPub,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,2,3,PConc,5,4,2,1,0,1,0,1649,1649,GasA,5,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,4,6,7,0,1,Attchd,mid,2,2,598,4,4,3,0,34,0,0,0,0,1,0,NA,0,5,new,WD,Normal,224900
20,RL,0.0,11425,2,0,IR1,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,6,old,old,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,3,CBlock,4,4,2,4,486,1,0,522,1008,GasA,4,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,3,4,7,1,5,Attchd,old,2,1,275,4,4,3,0,0,120,0,0,0,1,0,NA,0,7,new,WD,Normal,137000
20,RL,0.0,13265,2,0,IR1,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,1Story,8,5,new,new,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,3,3,PConc,5,4,2,6,1218,1,0,350,1568,GasA,5,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,4,7,7,2,5,Attchd,new,2,3,857,4,4,3,150,59,0,0,0,0,1,0,NA,0,7,new,WD,Normal,271000
80,RL,80.0,8816,2,0,Reg,Lvl,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,SLvl,6,7,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,2,3,CBlock,4,4,4,6,504,1,0,506,1010,GasA,4,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,2,440,4,4,3,0,0,0,0,0,0,1,3,NA,0,6,new,WD,Normal,155000
120,RL,44.0,6371,2,0,IR1,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,3,3,PConc,5,4,3,6,733,1,0,625,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,5,Attchd,new,2,2,484,4,4,3,192,35,0,0,0,0,1,0,NA,0,6,new,New,Partial,224000
60,RL,72.0,7226,2,0,IR1,Lvl,AllPub,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,798,798,GasA,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,7,0,1,Attchd,new,2,2,595,4,4,3,0,45,0,0,0,0,1,0,NA,0,6,new,WD,Normal,183000
20,RM,60.0,6000,2,2,Reg,Bnk,AllPub,Inside,1,OldTown,Norm,Norm,2fmCon,1Story,4,4,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,3,4,2,1,0,1,0,936,936,GasA,3,N,SBrkr,936,0,0,936,0,0,1,0,2,1,3,4,5,0,1,Detchd,old,1,2,576,4,4,3,0,32,112,0,0,0,1,0,NA,0,2,new,WD,Normal,93000
60,RL,0.0,12394,2,0,IR1,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,5,1,0,1,0,847,847,GasA,5,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,4,7,7,1,5,BuiltIn,new,3,2,433,4,4,3,100,48,0,0,0,0,1,0,NA,0,10,new,WD,Family,225000
50,RL,60.0,9900,2,0,Reg,Lvl,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,778,778,GasA,3,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,3,7,7,1,5,Detchd,old,1,1,240,4,4,3,335,0,0,0,0,0,1,2,NA,0,7,new,WD,Normal,139500
20,FV,81.0,11216,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,5,2,1,0,1,0,1489,1489,GasA,5,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,7,1,5,Attchd,new,2,2,776,4,4,3,0,140,0,0,0,0,1,0,NA,0,6,new,New,Partial,232600
20,RL,114.0,14803,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,PosN,PosN,1Fam,1Story,10,5,new,new,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,4,3,PConc,6,4,4,6,1636,1,0,442,2078,GasA,5,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,5,7,7,1,5,Attchd,new,3,3,1220,4,4,3,188,45,0,0,0,0,1,0,NA,0,6,new,New,Partial,385000
45,RM,50.0,6130,2,0,Reg,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,4,4,2,5,784,1,0,0,784,GasA,4,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,4,5,7,0,1,NA,old,0,0,0,1,1,3,0,0,116,0,0,0,1,0,NA,0,5,new,WD,Normal,109500
20,RL,65.0,8529,2,0,IR1,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,6,20,1,0,1434,1454,GasA,5,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,4,6,7,1,4,Attchd,new,2,2,527,4,4,3,290,39,0,0,0,0,1,0,NA,0,4,new,WD,Normal,189000
60,RL,0.0,28698,2,0,IR2,Low,AllPub,CulDSac,0,ClearCr,Norm,Norm,1Fam,2Story,5,5,old,old,Flat,Tar&Grv,Plywood,Plywood,None,0.0,2,3,PConc,4,5,5,2,249,5,764,0,1013,GasA,3,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,3,7,5,0,1,Attchd,old,3,2,538,4,4,3,486,0,0,0,225,0,1,0,NA,0,6,new,WD,Abnorml,185000
160,FV,24.0,2544,2,2,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,7,5,new,new,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,600,600,GasA,5,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,4,4,7,0,1,Detchd,new,2,2,480,4,4,3,0,166,0,0,0,0,1,0,NA,0,7,new,WD,Normal,147400
20,RL,80.0,11900,2,0,IR1,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,5,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,2,3,CBlock,4,4,2,3,1040,1,0,352,1392,GasA,3,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,3,6,7,2,5,Attchd,old,2,2,458,4,4,3,0,0,0,0,192,0,1,0,NA,0,6,new,WD,Normal,166000
160,FV,30.0,3180,2,2,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,new,new,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,5,4,2,1,0,1,0,600,600,GasA,5,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,4,4,7,0,1,Detchd,new,2,2,480,4,4,3,0,166,0,0,0,0,1,0,NA,0,6,new,WD,Normal,151000
60,RL,44.0,9548,2,0,IR1,Lvl,AllPub,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,6,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,3,3,PConc,5,4,2,6,483,1,0,458,941,GasA,5,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,4,7,7,1,4,Attchd,new,2,2,613,4,4,3,192,39,0,0,0,0,1,0,NA,0,1,new,WD,Normal,237000
20,RL,100.0,10004,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,old,old,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,2,3,CBlock,4,4,2,3,196,4,345,975,1516,GasA,3,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,3,6,7,0,1,Attchd,old,2,2,472,4,4,3,0,0,0,0,152,0,1,0,NA,0,2,new,WD,Normal,167000
20,RL,75.0,7875,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,old,old,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,2,3,CBlock,4,4,2,3,572,1,0,572,1144,GasA,4,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,2,456,4,4,3,0,0,0,0,0,0,1,2,NA,0,9,new,WD,Normal,139950
20,RL,60.0,9600,2,0,Reg,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,4,7,old,mid,Gable,CompShg,VinylSd,HdBoard,None,0.0,2,3,CBlock,5,4,2,4,442,1,0,625,1067,GasA,3,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,4,4,5,0,1,Attchd,mid,1,2,436,4,4,3,290,0,0,0,0,0,1,0,NA,0,2,new,WD,Normal,128000
30,RM,90.0,8100,2,2,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,4,4,2,3,338,1,0,1221,1559,GasA,4,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,1,3,5,5,0,1,Detchd,old,1,2,812,4,4,3,0,116,230,0,0,0,1,2,NA,0,6,new,COD,Normal,153500
160,RM,21.0,1680,2,0,Reg,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,2,3,CBlock,4,4,2,4,330,1,0,153,483,GasA,3,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,3,5,7,0,1,Detchd,old,1,1,264,4,4,3,0,0,0,0,0,0,1,0,NA,0,11,new,WD,Normal,100000
20,RL,75.0,9525,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,mid,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,2,1,0,1,0,1099,1099,GasA,5,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,4,6,7,0,1,Attchd,mid,1,1,352,4,4,3,278,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,144000
50,RL,70.0,11767,2,0,Reg,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,old,mid,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,4,352,1,0,416,768,GasA,5,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,3,6,7,0,1,Detchd,old,1,1,240,4,4,3,0,0,0,0,0,0,1,0,NA,0,5,new,WD,Normal,130500
70,RH,0.0,12155,2,0,IR1,Lvl,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,2Story,6,8,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,2,4,156,1,0,516,672,GasA,3,N,SBrkr,810,672,0,1482,0,0,2,0,4,1,2,7,7,0,1,Detchd,old,1,1,400,4,4,2,0,0,254,0,0,0,1,0,NA,0,3,new,WD,Normal,140000
70,RM,60.0,10440,2,1,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,8,old,new,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,4,4,2,1,0,1,0,650,650,GasA,4,Y,SBrkr,958,581,0,1539,0,0,2,0,3,1,4,8,7,1,2,Detchd,mid,1,2,686,5,4,2,70,78,68,0,0,0,1,0,NA,0,6,new,WD,Normal,157500
80,RL,82.0,9020,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,7,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,2,3,CBlock,4,4,5,3,312,5,539,276,1127,GasA,3,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,3,6,7,0,1,Attchd,old,2,2,490,5,5,3,0,129,0,0,0,0,1,4,NA,0,5,new,WD,Normal,174900
90,RL,80.0,8000,2,0,Reg,Lvl,AllPub,Corner,2,NAmes,Artery,Norm,Duplex,1Story,5,4,old,old,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,3,CBlock,4,4,2,1,0,1,0,1800,1800,GasA,5,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,3,10,7,0,1,NA,old,0,0,0,1,1,3,0,0,0,0,0,0,1,0,NA,0,7,new,WD,Normal,141000
50,RM,100.0,12665,2,1,IR1,Lvl,AllPub,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,3,1,0,1,0,876,876,GasA,4,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,3,7,7,1,5,Detchd,old,1,3,720,4,4,3,418,0,194,0,0,0,1,0,NA,0,6,new,WD,Normal,153900
85,RL,0.0,16647,2,0,IR1,Lvl,AllPub,CulDSac,2,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,old,mid,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,5,4,5,5,1390,1,0,0,1390,GasA,3,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,3,6,5,2,4,Basment,old,3,2,611,4,4,3,0,0,0,0,0,0,1,0,NA,0,1,new,WD,Normal,171000
60,RL,75.0,9317,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,3,3,PConc,5,4,2,5,513,1,0,227,740,GasA,5,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,4,7,7,1,4,Attchd,mid,1,2,425,4,4,3,234,72,192,0,0,0,1,0,NA,0,7,new,WD,Normal,213000
20,RL,36.0,15523,2,0,IR1,Lvl,AllPub,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,old,old,Gable,CompShg,HdBoard,Plywood,None,0.0,2,3,CBlock,4,4,4,4,460,1,0,404,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,5,7,1,3,Attchd,old,1,1,338,4,4,3,0,0,0,0,0,0,1,0,NA,0,8,new,WD,Normal,133500
50,RL,75.0,45600,2,0,IR2,Bnk,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,907,907,GasA,3,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,3,10,7,1,5,Detchd,old,1,2,360,3,4,3,486,40,0,0,175,0,1,0,NA,0,9,new,WD,Normal,240000
80,RL,80.0,9600,2,0,Reg,Lvl,AllPub,FR2,2,Veenker,Feedr,Norm,1Fam,SLvl,6,7,old,mid,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,3,4,CBlock,4,4,2,1,0,1,0,528,528,GasA,5,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,3,7,7,1,4,Attchd,old,2,2,512,4,4,3,113,100,0,0,0,0,1,0,NA,0,8,new,WD,Normal,187000
120,RM,36.0,4435,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,3,3,PConc,5,4,4,6,659,1,0,189,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,7,0,1,Attchd,new,3,2,420,4,4,3,140,0,0,0,0,0,1,0,NA,0,11,new,WD,Normal,131500
120,RL,0.0,3196,2,0,Reg,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,5,4,5,1,0,1,0,1273,1273,GasA,5,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,4,7,7,1,4,Attchd,new,3,2,400,4,4,3,143,20,0,0,0,0,1,0,NA,0,5,new,WD,Normal,215000
75,RL,53.0,7128,2,0,Reg,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,CBlock,4,4,2,3,364,1,0,554,918,GasA,4,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,3,7,7,2,5,Detchd,old,1,1,240,4,4,3,0,0,0,0,126,0,1,3,NA,0,8,new,WD,Normal,164000
80,RL,0.0,12095,2,0,IR1,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,SLvl,6,6,old,old,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,2,4,CBlock,4,4,5,3,564,1,0,563,1127,GasA,3,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,7,7,1,3,Attchd,old,2,2,645,4,4,3,180,0,0,0,0,0,1,3,NA,0,8,new,WD,Normal,158000
20,RL,102.0,17920,2,0,Reg,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,4,old,old,Hip,CompShg,Wd Sdng,Plywood,None,0.0,2,3,CBlock,4,4,3,5,306,3,1085,372,1763,GasA,3,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,7,1,5,Attchd,old,1,2,454,4,4,3,0,418,0,0,312,0,1,0,NA,0,7,new,WD,Abnorml,170000
20,RL,0.0,6897,2,0,IR1,Lvl,AllPub,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,8,old,new,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,CBlock,4,4,2,5,659,1,0,381,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,7,0,1,Detchd,old,1,1,260,4,4,3,0,104,0,0,0,0,1,0,NA,0,4,new,WD,Normal,127000
80,RL,0.0,10970,2,0,IR1,Low,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,6,old,old,Gable,CompShg,Plywood,HdBoard,None,0.0,2,3,CBlock,5,5,5,6,505,2,435,0,940,GasA,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,1,Detchd,mid,1,2,576,4,3,3,0,0,34,0,0,0,1,3,NA,0,10,new,WD,Normal,147000
60,RL,65.0,8125,2,0,Reg,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,PConc,5,4,2,1,0,1,0,702,702,GasA,4,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,7,1,4,Attchd,mid,3,2,343,4,4,3,0,36,0,0,0,0,1,0,NA,0,3,new,WD,Normal,174000
20,RL,80.0,10400,2,0,Reg,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,5,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,2,3,CBlock,5,4,2,1,0,1,0,1090,1090,GasA,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,7,1,4,Attchd,old,2,2,479,4,4,3,0,0,0,0,0,0,1,3,NA,0,6,new,WD,Family,152000
60,RL,0.0,11029,2,0,IR1,Lvl,AllPub,Corner,2,NWAmes,PosA,Norm,1Fam,2Story,6,7,old,mid,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,2,3,CBlock,4,4,3,4,619,1,0,435,1054,GasA,3,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,7,1,5,Attchd,old,1,2,619,4,4,3,0,65,0,0,222,0,1,0,NA,0,8,new,WD,Normal,250000
50,RL,55.0,7642,2,0,Reg,Lvl,AllPub,Corner,2,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,4,2,1,0,1,0,912,912,GasA,4,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,7,7,1,5,Detchd,old,1,1,216,4,4,3,0,240,0,0,0,0,1,4,NA,0,6,new,WD,Normal,189950
