,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
396,Travel_Rarely,1473,8,4,1,526,3,Female,74,3,2,3,4522,2227,4,Yes,14,3,4,80,0,8,3,3,5,2,0,2
397,Travel_Rarely,891,4,2,1,527,2,Female,99,2,2,4,4487,12090,1,Yes,11,3,2,80,0,5,3,3,5,4,1,3
398,Non-Travel,1063,25,5,1,529,2,Female,72,3,2,3,4449,23866,3,Yes,15,3,1,80,2,15,2,3,13,11,10,7
399,Travel_Rarely,329,1,2,1,530,4,Male,98,2,1,1,2218,16193,1,No,12,3,3,80,1,4,3,3,4,2,3,2
400,Travel_Frequently,1218,1,1,1,531,2,Male,52,3,5,3,19197,8213,1,Yes,14,3,3,80,1,21,3,3,21,8,1,6
401,Travel_Frequently,906,6,3,1,532,3,Female,86,4,4,1,13212,18256,9,No,11,3,4,80,3,36,0,2,7,7,7,7
402,Travel_Rarely,1082,12,3,1,533,2,Female,83,3,2,3,6577,19558,0,No,11,3,2,80,0,6,6,3,5,4,4,4
403,Travel_Rarely,645,1,3,1,534,2,Male,49,4,3,1,8392,19566,1,No,16,3,3,80,1,10,2,3,10,7,0,7
404,Travel_Rarely,1300,17,2,1,536,3,Male,79,3,2,1,4558,13535,1,No,12,3,4,80,1,10,2,3,10,0,1,8
405,Travel_Rarely,688,3,3,1,538,1,Male,91,3,1,1,4031,9396,5,No,13,3,3,80,1,6,5,3,2,2,0,2
406,Travel_Rarely,319,3,3,1,543,4,Male,39,2,3,3,7969,19609,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4
407,Travel_Rarely,192,10,2,1,544,1,Male,69,3,1,4,2654,9655,3,No,21,4,4,80,2,8,3,2,2,2,0,2
408,Travel_Rarely,1490,4,2,1,546,4,Female,30,3,4,4,16555,10310,2,No,13,3,4,80,0,31,2,1,5,2,1,4
409,Travel_Frequently,532,29,2,1,547,1,Female,92,3,2,3,4556,12932,2,No,11,3,2,80,1,19,3,3,5,4,0,2
410,Travel_Rarely,317,2,3,1,548,3,Female,43,1,2,4,6091,24793,2,No,20,4,3,80,0,11,2,3,5,4,0,2
411,Travel_Rarely,422,7,3,1,549,1,Female,41,3,5,1,19566,3854,5,No,11,3,4,80,0,33,5,1,29,8,11,10
412,Travel_Rarely,1485,18,3,1,550,3,Female,87,3,2,3,4810,26314,2,No,14,3,3,80,1,19,5,2,10,7,0,8
413,Travel_Frequently,1368,28,4,1,551,4,Female,88,2,2,4,4523,4386,0,No,11,3,4,80,3,7,4,4,6,5,0,4
414,Travel_Rarely,1448,1,1,1,554,1,Female,62,3,1,2,3202,21972,1,Yes,16,3,2,80,0,6,4,3,5,3,1,4
415,Travel_Frequently,296,6,2,1,555,4,Female,33,1,1,3,2351,12253,0,No,16,3,4,80,1,3,3,2,2,2,1,0
416,Travel_Frequently,1490,2,2,1,556,4,Male,42,3,1,4,1702,12106,1,Yes,23,4,3,80,1,1,3,3,1,0,0,0
417,Travel_Rarely,1398,2,4,1,558,3,Female,79,3,5,3,18041,13022,0,No,14,3,4,80,0,21,2,3,20,15,1,12
418,Travel_Rarely,1349,23,3,1,560,1,Female,90,3,1,4,2886,3032,1,No,22,4,2,80,2,3,3,1,3,2,0,2
419,Non-Travel,1400,3,3,1,562,3,Male,53,3,1,4,2097,16734,4,No,15,3,3,80,1,9,3,1,5,3,1,4
420,Travel_Rarely,986,3,4,1,564,2,Male,93,2,3,3,11935,21526,1,No,18,3,3,80,0,10,2,3,10,2,0,7
421,Travel_Rarely,408,25,5,1,565,3,Female,71,2,1,2,2546,18300,5,No,16,3,2,80,0,6,2,4,2,2,1,1
422,Travel_Rarely,489,2,2,1,566,1,Male,52,2,1,4,2564,18437,1,No,12,3,3,80,0,1,3,4,1,0,0,0
423,Non-Travel,1398,22,4,1,567,3,Female,69,3,3,1,8412,2890,0,No,11,3,3,80,0,10,3,3,9,8,7,8
424,Travel_Rarely,210,29,3,1,568,1,Male,56,2,4,4,14118,22102,3,No,12,3,3,80,1,32,3,2,1,0,0,0
425,Travel_Rarely,1099,29,4,1,569,2,Male,88,2,4,3,17046,9314,0,No,15,3,2,80,1,28,2,3,27,10,15,7
426,Non-Travel,1116,2,3,1,571,3,Female,49,3,1,4,2564,7181,0,No,14,3,3,80,0,12,2,2,11,7,6,7
427,Travel_Frequently,1499,28,3,1,573,3,Female,80,2,3,1,10266,2845,4,No,19,3,4,80,0,22,5,4,18,13,13,11
428,Travel_Rarely,983,2,2,1,574,1,Female,65,3,2,4,5070,7389,5,No,13,3,3,80,3,20,2,3,5,0,0,4
429,Travel_Rarely,1009,2,3,1,575,1,Male,51,3,4,3,17861,2288,6,No,13,3,3,80,0,26,2,1,3,2,0,1
430,Travel_Rarely,144,22,3,1,577,4,Male,46,1,1,3,4230,19225,0,No,15,3,3,80,0,6,2,3,5,4,4,3
431,Travel_Rarely,548,8,4,1,578,3,Female,42,3,2,3,3780,23428,7,No,11,3,3,80,0,19,3,3,1,0,0,0
432,Travel_Rarely,1303,2,4,1,579,4,Male,62,2,1,3,2768,8416,3,No,12,3,3,80,1,14,3,3,7,3,5,7
433,Travel_Rarely,1125,10,3,1,580,3,Female,94,2,3,4,9071,11563,2,Yes,19,3,3,80,1,15,3,3,3,2,1,2
434,Travel_Rarely,1274,9,1,1,581,3,Male,33,3,3,2,10648,14394,1,No,25,4,4,80,1,13,6,4,13,8,0,8
435,Travel_Rarely,1277,15,1,1,582,2,Male,56,3,3,3,13610,24619,7,Yes,12,3,4,80,0,15,2,4,7,6,7,7
436,Travel_Rarely,587,10,1,1,584,1,Male,38,1,1,4,3408,6705,7,No,13,3,1,80,3,8,2,3,4,3,1,3
437,Travel_Rarely,413,7,1,1,585,4,Male,57,3,1,2,2983,18398,0,No,14,3,1,80,0,4,3,3,3,2,1,2
438,Travel_Rarely,1276,16,3,1,586,4,Male,72,3,3,3,7632,14295,4,Yes,12,3,3,80,0,10,2,3,8,7,0,0
439,Travel_Frequently,534,20,3,1,587,1,Male,66,3,3,3,9824,22908,3,No,12,3,1,80,0,12,2,3,1,0,0,0
440,Travel_Frequently,988,23,3,1,590,2,Female,43,3,3,1,9950,11533,9,Yes,15,3,3,80,3,11,2,3,3,2,0,2
441,Travel_Frequently,1474,5,2,1,591,2,Male,97,3,1,3,2093,9260,4,No,17,3,4,80,1,8,4,3,2,2,2,0
442,Non-Travel,635,10,4,1,592,2,Male,32,3,3,4,9980,15318,1,No,14,3,4,80,0,10,3,2,10,3,9,7
443,Travel_Frequently,1368,4,1,1,593,3,Male,99,2,1,3,3894,9129,5,No,16,3,3,80,0,4,3,3,2,2,1,2
444,Travel_Rarely,163,2,5,1,595,2,Female,37,3,2,4,4051,19658,2,No,14,3,1,80,1,14,2,3,9,7,6,7
445,Travel_Rarely,1117,18,5,1,597,1,Female,83,3,4,2,16835,9873,3,No,23,4,4,80,0,37,2,3,10,9,7,7
446,Non-Travel,267,10,2,1,599,4,Male,56,3,2,4,6230,13430,7,No,14,3,4,80,0,16,3,3,14,3,1,10
447,Travel_Rarely,619,1,3,1,600,2,Male,85,3,2,3,4717,18659,9,No,11,3,3,80,0,15,2,3,11,9,6,9
448,Travel_Rarely,302,6,3,1,601,2,Female,75,3,4,3,13237,20364,7,No,15,3,3,80,0,22,3,3,20,6,5,13
449,Travel_Frequently,443,8,1,1,602,3,Female,48,3,1,3,3755,17872,1,No,11,3,1,80,1,8,3,3,8,3,0,7
450,Travel_Rarely,828,2,1,1,604,2,Male,77,3,2,4,6582,8346,4,Yes,13,3,3,80,0,10,2,4,6,5,0,5
451,Travel_Rarely,319,24,3,1,605,4,Male,56,3,3,1,7406,6950,1,Yes,21,4,4,80,1,10,5,2,10,9,5,8
452,Travel_Rarely,561,2,3,1,606,4,Male,61,3,2,2,4805,16177,0,No,19,3,2,80,1,9,3,4,8,7,3,7
453,Travel_Frequently,426,17,4,1,608,2,Female,58,3,1,3,2741,22808,0,Yes,11,3,2,80,1,8,2,2,7,7,1,0
454,Travel_Rarely,232,19,3,1,611,4,Male,34,3,2,4,4262,22645,4,No,12,3,2,80,2,8,2,4,3,2,1,2
455,Travel_Rarely,922,1,5,1,612,1,Female,95,4,4,3,16184,22578,4,No,19,3,3,80,1,10,2,3,6,1,0,5
456,Travel_Rarely,688,7,3,1,613,3,Male,44,2,3,4,11557,25291,9,No,21,4,3,80,1,10,3,2,5,4,0,1
457,Travel_Frequently,1306,5,3,1,614,2,Male,69,3,1,2,1878,8059,1,Yes,14,3,4,80,0,0,3,3,0,0,0,0
458,Non-Travel,1094,28,3,1,615,3,Male,58,1,3,1,10932,11373,3,No,15,3,3,80,1,20,2,3,1,0,0,1
459,Non-Travel,509,2,4,1,616,1,Female,62,2,2,3,6811,2112,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7
460,Travel_Rarely,775,29,2,1,618,1,Male,45,3,2,3,4306,4267,5,No,12,3,1,80,2,8,5,3,0,0,0,0
461,Travel_Rarely,195,1,3,1,620,1,Female,80,3,2,3,4859,6698,1,No,16,3,4,80,0,5,3,3,5,4,0,3
462,Travel_Rarely,258,21,4,1,621,4,Male,74,4,2,4,5337,19921,1,No,12,3,4,80,0,10,3,3,10,7,5,7
463,Travel_Rarely,471,24,3,1,622,3,Male,66,1,1,4,2340,23213,1,Yes,18,3,2,80,0,1,3,1,1,0,0,0
464,Travel_Rarely,799,1,3,1,623,2,Female,59,3,3,4,7491,23848,4,No,17,3,4,80,0,12,3,4,6,5,1,2
465,Travel_Frequently,1034,18,1,1,624,1,Female,86,3,3,3,10527,8984,5,No,11,3,4,80,0,28,3,2,2,2,1,2
466,Travel_Rarely,1276,2,5,1,625,2,Female,91,3,4,1,16595,5626,7,No,16,3,2,80,1,22,2,3,18,16,11,8
467,Non-Travel,142,9,4,1,626,1,Male,69,3,3,2,8834,24666,1,No,13,3,4,80,1,9,6,3,9,5,7,7
468,Travel_Rarely,956,6,2,1,630,4,Male,78,3,2,1,5577,22087,3,Yes,12,3,2,80,2,18,3,3,10,9,6,9
469,Non-Travel,1474,11,4,1,631,4,Male,60,4,2,3,4707,23914,8,No,12,3,4,80,0,6,2,3,4,2,1,2
470,Travel_Frequently,535,24,3,1,632,4,Male,38,3,1,4,2400,5530,0,No,13,3,3,80,2,3,3,3,2,2,2,1
471,Travel_Rarely,1495,10,3,1,634,3,Female,76,3,2,3,9824,22174,3,No,19,3,3,80,1,18,4,3,1,0,0,0
472,Travel_Rarely,446,1,4,1,635,2,Female,65,3,2,2,6447,15701,6,No,12,3,2,80,1,8,2,2,6,5,4,3
473,Travel_Rarely,1245,18,4,1,638,4,Male,58,2,5,3,19502,2125,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9
474,Travel_Rarely,691,23,3,1,639,2,Male,89,4,1,4,2725,21630,1,Yes,11,3,2,80,2,6,3,3,6,5,1,4
475,Travel_Rarely,703,28,2,1,641,1,Male,66,3,2,2,6272,7428,1,No,20,4,4,80,2,6,5,4,5,3,1,4
476,Travel_Rarely,823,17,2,1,643,4,Male,94,2,1,2,2127,9100,1,No,21,4,4,80,1,1,2,3,1,0,0,0
477,Travel_Frequently,1246,3,3,1,644,1,Male,99,3,5,2,18200,7999,1,No,11,3,3,80,1,32,2,3,32,5,10,7
478,Travel_Rarely,622,13,1,1,645,2,Male,40,3,1,3,2096,26376,1,No,11,3,3,80,0,7,1,3,7,4,0,6
479,Travel_Frequently,1287,7,3,1,647,1,Female,55,3,1,3,2886,14168,1,Yes,16,3,4,80,1,6,4,3,6,3,1,2
480,Travel_Frequently,448,12,4,1,648,2,Male,74,2,1,1,2033,14470,1,No,18,3,3,80,1,1,2,4,1,0,0,0
481,Travel_Rarely,254,1,2,1,649,2,Male,83,2,1,4,3622,22794,1,Yes,13,3,4,80,1,6,3,3,6,5,1,3
482,Travel_Rarely,1365,13,4,1,650,2,Male,46,3,2,1,4233,11512,2,No,17,3,3,80,0,9,2,1,3,1,1,2
483,Travel_Rarely,538,25,2,1,652,1,Male,54,2,2,4,3681,14004,4,No,14,3,4,80,0,9,3,3,3,2,0,2
484,Travel_Rarely,525,6,4,1,653,1,Male,66,4,2,4,5460,6219,4,No,22,4,4,80,2,13,4,4,7,7,5,7
485,Travel_Rarely,798,6,4,1,655,1,Female,66,2,1,3,2187,5013,0,No,12,3,3,80,2,6,5,2,5,3,0,3
486,Travel_Rarely,558,2,3,1,656,4,Male,75,3,2,3,9602,3010,4,Yes,11,3,3,80,1,17,3,2,3,0,1,0
487,Travel_Rarely,959,1,3,1,657,4,Female,83,2,1,2,2836,11757,1,No,13,3,4,80,0,1,0,4,1,0,0,0
488,Travel_Rarely,622,2,4,1,659,3,Female,81,3,2,4,4089,5718,1,No,13,3,2,80,2,10,4,3,10,2,2,2
489,Travel_Rarely,782,6,4,1,661,2,Male,50,2,4,4,16627,2671,4,Yes,14,3,3,80,1,21,3,2,1,0,0,0
490,Travel_Rarely,362,1,1,1,662,3,Female,43,3,1,1,2619,14561,3,No,17,3,4,80,0,8,3,2,0,0,0,0
491,Travel_Frequently,1001,9,5,1,663,4,Male,72,3,2,3,5679,19627,3,Yes,13,3,2,80,1,10,3,3,8,7,4,7
492,Travel_Rarely,1236,1,4,1,664,4,Female,40,2,4,1,15402,17997,7,No,11,3,1,80,1,21,3,1,3,2,0,2
493,Travel_Rarely,1112,1,4,1,665,1,Female,50,2,2,3,5985,26894,4,No,11,3,2,80,0,10,1,4,2,2,0,2
494,Travel_Rarely,204,14,3,1,666,3,Female,31,3,1,3,2579,2912,1,Yes,18,3,4,80,2,8,3,3,8,2,0,6
495,Travel_Rarely,1420,2,1,1,667,3,Male,85,3,1,1,3041,16346,0,No,11,3,2,80,1,5,3,3,4,3,0,2
496,Travel_Rarely,1343,22,1,1,669,3,Male,49,3,1,3,3447,24444,1,No,11,3,3,80,0,3,2,3,3,2,1,2
497,Travel_Rarely,1315,3,4,1,671,4,Male,35,3,5,4,19513,9358,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1
498,Travel_Rarely,604,6,1,1,675,1,Male,69,3,1,3,2773,12145,0,No,20,4,4,80,0,3,3,3,2,2,2,2
499,Travel_Rarely,1216,8,4,1,677,3,Male,39,3,2,3,7104,20431,0,No,12,3,4,80,0,6,3,3,5,0,1,2
500,Travel_Rarely,646,9,4,1,679,1,Female,92,3,2,4,6322,18089,1,Yes,12,3,4,80,1,6,2,2,6,4,0,5
501,Travel_Frequently,160,3,3,1,680,3,Female,71,3,1,3,2083,22653,1,No,20,4,3,80,1,1,2,3,1,0,0,0
502,Travel_Rarely,238,1,1,1,682,4,Female,34,3,2,1,8381,7507,7,No,20,4,4,80,0,18,2,4,14,7,8,10
503,Travel_Rarely,1397,1,5,1,683,2,Male,42,3,1,4,2691,7660,1,No,12,3,4,80,1,10,4,2,10,9,8,8
504,Travel_Frequently,306,26,4,1,684,1,Female,100,3,2,1,4286,5630,2,No,14,3,4,80,2,5,4,3,1,1,0,0
505,Travel_Rarely,991,6,3,1,686,3,Female,71,3,1,4,2659,17759,1,Yes,13,3,3,80,1,3,2,3,3,2,0,2
506,Travel_Rarely,482,3,3,1,689,3,Male,36,3,3,3,9434,9606,1,No,15,3,3,80,1,10,2,3,10,7,7,8
507,Travel_Rarely,1176,3,2,1,690,2,Female,62,3,2,3,5561,3487,1,No,14,3,1,80,1,6,5,2,6,0,1,2
508,Travel_Rarely,1017,6,4,1,691,2,Male,82,1,2,4,6646,19368,1,No,13,3,2,80,0,17,3,3,17,11,11,8
509,Travel_Frequently,1296,6,3,1,692,3,Male,30,3,2,4,7725,5335,3,No,23,4,3,80,1,15,2,1,13,11,4,7
510,Travel_Rarely,397,19,4,1,698,3,Male,88,3,3,2,10725,6729,2,No,15,3,3,80,1,16,1,4,9,7,7,1
511,Travel_Rarely,913,9,2,1,699,2,Male,48,2,2,2,8847,13934,2,Yes,11,3,3,80,1,13,2,3,3,2,0,2
512,Travel_Rarely,1115,3,4,1,700,1,Male,54,2,1,4,2045,15174,0,No,13,3,4,80,0,5,0,3,4,2,1,1
513,Travel_Rarely,1362,10,1,1,701,4,Male,32,3,1,3,1009,26999,1,Yes,11,3,4,80,0,1,5,3,1,0,1,1
514,Travel_Frequently,1076,3,3,1,702,1,Male,70,3,1,1,3348,3164,1,Yes,11,3,1,80,0,10,3,3,10,8,9,7
515,Non-Travel,727,3,3,1,704,3,Male,41,2,1,3,1281,16900,1,No,18,3,3,80,2,1,3,3,1,0,0,0
516,Travel_Rarely,885,4,3,1,705,1,Male,58,4,1,1,2819,8544,2,No,16,3,1,80,1,5,3,4,3,2,0,2
517,Travel_Rarely,810,8,3,1,707,4,Male,57,4,2,2,4851,15678,0,No,22,4,3,80,1,4,4,3,3,2,1,2
518,Travel_Rarely,243,7,4,1,709,4,Female,46,2,2,4,4028,7791,0,No,20,4,1,80,0,8,2,3,7,7,0,5
519,Travel_Frequently,806,1,4,1,710,2,Male,76,1,1,4,2720,18959,1,No,18,3,4,80,1,10,5,3,10,7,2,8
520,Travel_Rarely,817,2,1,1,712,2,Male,56,4,2,2,8120,18597,3,No,12,3,4,80,0,12,3,3,2,2,2,2
521,Travel_Frequently,1410,3,1,1,714,4,Female,71,4,2,4,4647,16673,1,Yes,20,4,2,80,2,6,3,3,6,5,0,4
522,Travel_Rarely,1225,10,2,1,715,4,Male,80,4,1,4,4680,15232,3,No,17,3,1,80,0,4,2,3,1,0,0,0
523,Travel_Rarely,1207,28,1,1,716,4,Male,74,4,1,3,3221,3297,1,Yes,11,3,3,80,3,20,3,3,20,8,3,8
524,Travel_Rarely,1442,9,3,1,717,4,Female,46,2,3,2,8621,17654,1,No,14,3,2,80,0,9,3,4,8,7,7,7
525,Travel_Rarely,693,3,2,1,720,1,Female,65,3,2,3,4577,24785,9,No,14,3,1,80,0,4,3,3,2,2,2,0
526,Travel_Rarely,408,2,4,1,721,4,Female,80,2,2,3,4553,20978,1,No,11,3,1,80,0,20,4,3,20,7,11,10
527,Travel_Rarely,929,10,3,1,722,4,Male,55,3,2,4,5396,21703,1,No,12,3,4,80,0,10,2,2,10,7,0,8
528,Travel_Frequently,562,8,2,1,723,2,Male,50,3,2,3,6796,23452,3,Yes,14,3,1,80,1,18,4,3,4,3,1,3
529,Travel_Rarely,827,1,4,1,724,2,Female,33,4,2,4,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8
530,Travel_Rarely,608,1,2,1,725,3,Female,68,3,3,1,7412,6009,1,No,11,3,4,80,0,9,3,3,9,7,0,7
531,Travel_Rarely,1018,3,2,1,727,3,Female,39,3,3,4,11159,19373,3,No,15,3,4,80,0,10,6,3,7,7,7,7
532,Travel_Rarely,703,14,4,1,728,4,Male,42,3,2,1,4960,11825,2,No,12,3,4,80,0,20,2,3,7,7,1,7
533,Travel_Frequently,580,5,4,1,729,4,Male,48,2,3,1,10475,23772,5,Yes,21,4,3,80,1,20,2,3,18,13,1,12
534,Travel_Rarely,970,7,3,1,730,3,Male,59,4,4,3,14814,13514,3,No,19,3,3,80,0,32,3,3,5,1,1,3
535,Travel_Rarely,427,10,4,1,731,2,Male,73,2,5,4,19141,8861,3,No,15,3,2,80,3,23,2,2,21,6,12,6
536,Travel_Rarely,1179,16,4,1,732,1,Male,84,3,2,1,5405,11924,8,No,14,3,4,80,0,10,1,3,2,2,2,2
537,Travel_Frequently,294,10,2,1,733,4,Male,32,3,3,1,8793,4809,1,No,21,4,3,80,2,9,4,2,9,7,1,7
538,Travel_Rarely,314,1,3,1,734,4,Male,59,2,5,3,19189,19562,1,No,12,3,2,80,1,22,3,3,22,7,2,10
539,Travel_Rarely,316,8,4,1,738,4,Male,54,3,1,2,3875,9983,7,No,15,3,4,80,1,4,2,3,2,2,2,2
540,Travel_Rarely,654,1,2,1,741,1,Female,67,1,1,2,2216,3872,7,Yes,13,3,4,80,0,10,4,3,7,7,3,7
541,Non-Travel,427,8,3,1,742,1,Female,63,4,3,1,11713,20335,9,No,14,3,1,80,1,10,2,3,8,7,0,5
542,Travel_Rarely,168,1,3,1,743,3,Female,81,3,3,3,7861,15397,4,Yes,14,3,4,80,0,10,4,4,1,0,0,0
543,Non-Travel,381,24,3,1,744,1,Male,49,1,1,3,3708,2104,2,No,14,3,3,80,0,9,5,3,5,2,1,4
544,Travel_Frequently,217,3,3,1,746,4,Female,49,3,4,3,13770,10225,9,Yes,12,3,4,80,2,28,2,2,22,2,11,13
545,Travel_Rarely,501,27,5,1,747,3,Male,99,3,2,4,5304,25275,7,No,23,4,4,80,1,10,2,2,8,7,7,7
546,Travel_Rarely,1396,10,3,1,749,3,Male,99,3,1,3,2642,2755,1,No,11,3,3,80,0,1,6,3,1,0,0,0
547,Travel_Frequently,933,19,3,1,752,3,Male,57,4,1,3,2759,20366,6,Yes,12,3,4,80,0,7,2,3,2,2,2,2
548,Travel_Frequently,775,15,3,1,754,4,Male,47,2,2,4,6804,23683,3,No,18,3,3,80,1,7,5,3,2,2,2,2
549,Travel_Rarely,970,8,2,1,757,2,Female,96,3,2,3,6142,7360,3,No,11,3,4,80,0,10,2,3,5,1,4,3
550,Travel_Rarely,650,9,1,1,758,2,Male,37,3,1,1,2500,4344,1,No,14,3,4,80,1,5,2,4,4,3,0,2
551,Travel_Rarely,141,3,3,1,760,3,Female,44,4,2,2,6389,18767,9,No,15,3,3,80,1,12,3,1,8,3,3,6
552,Travel_Rarely,832,9,3,1,762,3,Male,81,3,4,4,11103,20420,7,No,11,3,3,80,0,30,1,2,10,7,1,1
553,Travel_Rarely,804,2,1,1,763,4,Female,86,2,1,4,2342,22929,0,Yes,20,4,4,80,0,5,2,2,4,2,2,3
554,Travel_Rarely,975,7,3,1,764,4,Female,55,2,2,1,6811,23398,8,No,19,3,1,80,0,9,2,1,7,6,0,7
555,Travel_Rarely,1090,10,3,1,766,4,Male,83,3,1,2,2297,17967,1,No,14,3,4,80,2,2,2,3,2,2,2,2
556,Travel_Rarely,346,6,3,1,769,4,Male,86,3,2,4,2450,10919,2,No,17,3,4,80,0,19,4,3,2,2,2,2
557,Non-Travel,1225,2,4,1,771,4,Female,61,3,2,1,5093,4761,2,No,11,3,1,80,1,16,2,4,1,0,0,0
558,Travel_Frequently,430,24,4,1,772,1,Male,80,3,2,4,5309,21146,1,No,15,3,4,80,2,10,2,3,10,8,4,7
559,Travel_Rarely,268,2,5,1,773,4,Male,92,3,1,3,3057,20471,6,Yes,13,3,2,80,1,6,0,1,1,0,0,1
560,Travel_Rarely,167,8,5,1,775,2,Female,32,3,2,1,5121,4187,3,No,14,3,3,80,1,7,3,3,0,0,0,0
561,Travel_Rarely,621,3,4,1,776,3,Male,31,2,4,1,16856,10084,1,No,11,3,1,80,0,34,3,4,34,6,1,16
562,Travel_Rarely,527,1,4,1,780,4,Male,63,3,1,4,2686,5207,1,Yes,13,3,3,80,0,10,2,2,10,9,7,8
563,Travel_Rarely,883,26,1,1,781,3,Female,32,3,2,4,6180,22807,1,No,23,4,2,80,0,6,5,2,6,5,1,4
564,Travel_Rarely,954,2,2,1,783,2,Male,46,1,2,3,6632,12388,0,No,13,3,1,80,0,9,3,3,8,7,3,1
565,Travel_Rarely,310,10,1,1,784,1,Male,79,4,1,3,3505,19630,1,No,18,3,4,80,0,2,3,3,2,2,0,2
566,Travel_Frequently,719,27,2,1,785,2,Female,77,4,2,3,6397,10339,4,Yes,12,3,4,80,0,8,2,3,5,4,1,3
567,Travel_Rarely,304,2,3,1,786,4,Male,60,3,2,4,6274,18686,1,No,22,4,3,80,0,6,5,3,6,5,1,4
568,Travel_Rarely,725,2,3,1,787,4,Male,78,3,5,1,19859,21199,5,Yes,13,3,4,80,1,24,2,3,5,2,1,4
569,Non-Travel,1434,8,4,1,789,1,Male,76,2,3,1,7587,14229,1,No,15,3,2,80,0,10,1,3,10,7,0,9
570,Non-Travel,715,19,4,1,791,4,Male,41,3,1,4,4258,26589,0,No,18,3,1,80,1,5,3,3,4,3,1,2
571,Travel_Frequently,575,1,2,1,792,1,Female,71,1,1,4,4364,5288,3,No,14,3,1,80,1,5,2,3,2,2,2,0
572,Travel_Rarely,657,27,3,1,793,2,Female,66,3,2,3,4335,25549,4,No,12,3,1,80,1,11,3,2,8,7,1,1
573,Travel_Rarely,1146,8,3,1,796,4,Male,38,2,2,1,5326,3064,6,No,17,3,3,80,0,6,2,2,4,3,1,2
574,Travel_Rarely,182,1,4,1,797,2,Female,72,4,1,4,3280,13551,2,No,16,3,3,80,0,10,2,3,4,2,1,3
575,Travel_Rarely,376,19,4,1,799,4,Female,95,3,2,1,5485,22670,9,Yes,11,3,2,80,2,9,4,3,5,3,1,4
576,Travel_Frequently,829,8,1,1,800,3,Male,84,3,2,4,4342,24008,0,No,19,3,2,80,1,5,3,3,4,2,1,1
577,Travel_Rarely,571,10,1,1,802,4,Female,82,3,1,1,2782,19905,0,Yes,13,3,2,80,2,6,3,2,5,3,4,3
578,Travel_Frequently,240,2,4,1,803,1,Female,75,4,2,1,5980,26085,6,Yes,12,3,4,80,0,17,2,3,15,7,4,12
579,Travel_Rarely,121,2,4,1,804,3,Female,86,2,1,1,4381,7530,1,No,11,3,3,80,0,6,3,3,6,5,1,3
580,Travel_Rarely,384,8,4,1,805,1,Female,72,3,1,4,2572,20317,1,No,16,3,2,80,1,3,1,2,3,2,0,2
581,Travel_Rarely,921,1,3,1,806,4,Male,38,1,1,3,3833,24375,3,No,21,4,3,80,2,7,2,3,2,2,0,2
582,Travel_Frequently,791,2,2,1,807,3,Female,38,4,2,2,4244,9931,1,No,24,4,4,80,1,8,2,3,8,7,3,7
583,Travel_Rarely,1111,8,2,1,808,3,Female,93,3,2,1,6500,13305,5,No,17,3,2,80,1,6,1,3,3,2,1,2
584,Travel_Frequently,570,8,3,1,809,2,Male,66,3,5,4,18430,16225,1,No,13,3,2,80,1,24,4,2,24,7,14,9
585,Travel_Rarely,1243,6,3,1,811,3,Male,63,4,1,1,1601,3445,1,Yes,21,4,3,80,2,1,2,3,0,0,0,0
586,Non-Travel,1092,9,3,1,812,3,Male,60,2,1,2,2694,26551,1,No,11,3,3,80,3,1,4,3,1,0,0,0
587,Travel_Rarely,1325,11,4,1,813,4,Female,82,3,2,3,3149,21821,8,No,20,4,2,80,1,9,3,3,5,2,1,4
588,Travel_Rarely,691,2,3,1,815,3,Male,64,3,4,3,17639,6881,5,No,16,3,4,80,0,30,3,3,4,3,0,3
589,Travel_Rarely,805,1,2,1,816,2,Female,36,2,1,1,2319,6689,1,Yes,11,3,4,80,1,1,1,3,1,0,0,0
590,Travel_Rarely,213,7,3,1,817,3,Male,49,3,3,3,11691,25995,0,No,11,3,4,80,0,14,3,4,13,9,3,7
591,Travel_Rarely,118,16,3,1,819,1,Female,69,3,2,1,5324,26507,5,No,15,3,3,80,0,6,3,3,3,2,0,2
592,Travel_Rarely,202,2,2,1,820,3,Female,33,3,4,4,16752,12982,1,Yes,11,3,3,80,1,26,3,2,26,14,3,0
593,Travel_Rarely,676,1,3,1,823,3,Female,35,3,2,2,5228,23361,0,No,15,3,1,80,1,10,2,3,9,7,0,5
594,Travel_Rarely,1252,23,2,1,824,3,Male,81,4,1,3,2700,23779,1,No,24,4,3,80,1,10,3,3,10,7,0,7
595,Travel_Rarely,286,2,4,1,825,4,Male,31,3,5,2,19246,25761,7,Yes,12,3,4,80,0,40,2,3,31,15,13,8
