,Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Galzing Area,Glazing Area Distribution,Heating Load,Cooling Load
661,0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,15.18,17.63
662,0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,14.72,18.1
663,0.66,759.5,318.5,220.5,3.5,5.0,0.4,3.0,14.9,18.22
664,0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,18.48,20.78
665,0.64,784.0,343.0,220.5,3.5,3.0,0.4,3.0,18.71,20.72
666,0.64,784.0,343.0,220.5,3.5,4.0,0.4,3.0,18.48,21.54
667,0.64,784.0,343.0,220.5,3.5,5.0,0.4,3.0,18.46,21.53
668,0.62,808.5,367.5,220.5,3.5,2.0,0.4,3.0,16.47,16.9
669,0.62,808.5,367.5,220.5,3.5,3.0,0.4,3.0,16.35,17.14
670,0.62,808.5,367.5,220.5,3.5,4.0,0.4,3.0,16.55,16.56
671,0.62,808.5,367.5,220.5,3.5,5.0,0.4,3.0,16.74,16.0
672,0.98,514.5,294.0,110.25,7.0,2.0,0.4,4.0,32.85,32.95
673,0.98,514.5,294.0,110.25,7.0,3.0,0.4,4.0,32.67,33.06
674,0.98,514.5,294.0,110.25,7.0,4.0,0.4,4.0,32.21,33.95
675,0.98,514.5,294.0,110.25,7.0,5.0,0.4,4.0,32.74,33.88
676,0.9,563.5,318.5,122.5,7.0,2.0,0.4,4.0,36.45,33.98
677,0.9,563.5,318.5,122.5,7.0,3.0,0.4,4.0,35.73,39.92
678,0.9,563.5,318.5,122.5,7.0,4.0,0.4,4.0,35.4,39.22
679,0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,36.57,36.1
680,0.86,588.0,294.0,147.0,7.0,2.0,0.4,4.0,32.38,31.53
681,0.86,588.0,294.0,147.0,7.0,3.0,0.4,4.0,31.66,36.2
682,0.86,588.0,294.0,147.0,7.0,4.0,0.4,4.0,32.15,36.21
683,0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,32.75,31.0
684,0.82,612.5,318.5,147.0,7.0,2.0,0.4,4.0,28.93,28.2
685,0.82,612.5,318.5,147.0,7.0,3.0,0.4,4.0,28.05,32.35
686,0.82,612.5,318.5,147.0,7.0,4.0,0.4,4.0,28.64,31.14
687,0.82,612.5,318.5,147.0,7.0,5.0,0.4,4.0,29.52,28.43
688,0.79,637.0,343.0,147.0,7.0,2.0,0.4,4.0,42.77,38.33
689,0.79,637.0,343.0,147.0,7.0,3.0,0.4,4.0,41.73,47.59
690,0.79,637.0,343.0,147.0,7.0,4.0,0.4,4.0,41.32,46.23
691,0.79,637.0,343.0,147.0,7.0,5.0,0.4,4.0,42.96,39.56
692,0.76,661.5,416.5,122.5,7.0,2.0,0.4,4.0,40.68,40.36
693,0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,40.4,39.67
694,0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,40.6,39.85
695,0.76,661.5,416.5,122.5,7.0,5.0,0.4,4.0,40.11,40.77
696,0.74,686.0,245.0,220.5,3.5,2.0,0.4,4.0,14.37,16.61
697,0.74,686.0,245.0,220.5,3.5,3.0,0.4,4.0,14.48,16.74
698,0.74,686.0,245.0,220.5,3.5,4.0,0.4,4.0,14.32,16.9
699,0.74,686.0,245.0,220.5,3.5,5.0,0.4,4.0,14.44,17.32
700,0.71,710.5,269.5,220.5,3.5,2.0,0.4,4.0,14.6,16.85
701,0.71,710.5,269.5,220.5,3.5,3.0,0.4,4.0,14.7,17.2
702,0.71,710.5,269.5,220.5,3.5,4.0,0.4,4.0,14.47,17.23
703,0.71,710.5,269.5,220.5,3.5,5.0,0.4,4.0,14.66,17.74
704,0.69,735.0,294.0,220.5,3.5,2.0,0.4,4.0,14.54,16.81
705,0.69,735.0,294.0,220.5,3.5,3.0,0.4,4.0,14.62,16.88
706,0.69,735.0,294.0,220.5,3.5,4.0,0.4,4.0,14.53,16.9
707,0.69,735.0,294.0,220.5,3.5,5.0,0.4,4.0,14.71,17.39
708,0.66,759.5,318.5,220.5,3.5,2.0,0.4,4.0,15.34,17.86
709,0.66,759.5,318.5,220.5,3.5,3.0,0.4,4.0,15.29,17.82
710,0.66,759.5,318.5,220.5,3.5,4.0,0.4,4.0,15.09,18.36
711,0.66,759.5,318.5,220.5,3.5,5.0,0.4,4.0,15.3,18.24
712,0.64,784.0,343.0,220.5,3.5,2.0,0.4,4.0,19.06,21.68
713,0.64,784.0,343.0,220.5,3.5,3.0,0.4,4.0,19.13,21.54
714,0.64,784.0,343.0,220.5,3.5,4.0,0.4,4.0,19.0,22.25
715,0.64,784.0,343.0,220.5,3.5,5.0,0.4,4.0,18.84,22.49
716,0.62,808.5,367.5,220.5,3.5,2.0,0.4,4.0,16.44,17.1
717,0.62,808.5,367.5,220.5,3.5,3.0,0.4,4.0,16.9,16.79
718,0.62,808.5,367.5,220.5,3.5,4.0,0.4,4.0,16.94,16.58
719,0.62,808.5,367.5,220.5,3.5,5.0,0.4,4.0,16.77,16.79
720,0.98,514.5,294.0,110.25,7.0,2.0,0.4,5.0,32.84,32.88
721,0.98,514.5,294.0,110.25,7.0,3.0,0.4,5.0,32.72,33.23
722,0.98,514.5,294.0,110.25,7.0,4.0,0.4,5.0,32.21,33.76
723,0.98,514.5,294.0,110.25,7.0,5.0,0.4,5.0,32.73,34.01
724,0.9,563.5,318.5,122.5,7.0,2.0,0.4,5.0,35.67,33.94
725,0.9,563.5,318.5,122.5,7.0,3.0,0.4,5.0,35.01,33.14
726,0.9,563.5,318.5,122.5,7.0,4.0,0.4,5.0,34.72,38.79
727,0.9,563.5,318.5,122.5,7.0,5.0,0.4,5.0,35.24,37.27
728,0.86,588.0,294.0,147.0,7.0,2.0,0.4,5.0,32.31,29.69
729,0.86,588.0,294.0,147.0,7.0,3.0,0.4,5.0,31.81,31.2
730,0.86,588.0,294.0,147.0,7.0,4.0,0.4,5.0,31.12,36.26
731,0.86,588.0,294.0,147.0,7.0,5.0,0.4,5.0,32.06,35.71
732,0.82,612.5,318.5,147.0,7.0,2.0,0.4,5.0,30.0,29.93
733,0.82,612.5,318.5,147.0,7.0,3.0,0.4,5.0,29.5,29.56
734,0.82,612.5,318.5,147.0,7.0,4.0,0.4,5.0,29.06,33.84
735,0.82,612.5,318.5,147.0,7.0,5.0,0.4,5.0,29.92,32.54
736,0.79,637.0,343.0,147.0,7.0,2.0,0.4,5.0,42.11,38.56
737,0.79,637.0,343.0,147.0,7.0,3.0,0.4,5.0,41.96,37.7
738,0.79,637.0,343.0,147.0,7.0,4.0,0.4,5.0,41.09,47.01
739,0.79,637.0,343.0,147.0,7.0,5.0,0.4,5.0,40.79,44.87
740,0.76,661.5,416.5,122.5,7.0,2.0,0.4,5.0,38.82,39.37
741,0.76,661.5,416.5,122.5,7.0,3.0,0.4,5.0,39.72,39.8
742,0.76,661.5,416.5,122.5,7.0,4.0,0.4,5.0,39.31,37.79
743,0.76,661.5,416.5,122.5,7.0,5.0,0.4,5.0,39.86,38.18
744,0.74,686.0,245.0,220.5,3.5,2.0,0.4,5.0,14.41,16.69
745,0.74,686.0,245.0,220.5,3.5,3.0,0.4,5.0,14.19,16.62
746,0.74,686.0,245.0,220.5,3.5,4.0,0.4,5.0,14.17,16.94
747,0.74,686.0,245.0,220.5,3.5,5.0,0.4,5.0,14.39,16.7
748,0.71,710.5,269.5,220.5,3.5,2.0,0.4,5.0,12.43,15.59
749,0.71,710.5,269.5,220.5,3.5,3.0,0.4,5.0,12.63,14.58
750,0.71,710.5,269.5,220.5,3.5,4.0,0.4,5.0,12.76,15.33
751,0.71,710.5,269.5,220.5,3.5,5.0,0.4,5.0,12.42,15.31
752,0.69,735.0,294.0,220.5,3.5,2.0,0.4,5.0,14.12,16.63
753,0.69,735.0,294.0,220.5,3.5,3.0,0.4,5.0,14.28,15.87
754,0.69,735.0,294.0,220.5,3.5,4.0,0.4,5.0,14.37,16.54
755,0.69,735.0,294.0,220.5,3.5,5.0,0.4,5.0,14.21,16.74
756,0.66,759.5,318.5,220.5,3.5,2.0,0.4,5.0,14.96,17.64
757,0.66,759.5,318.5,220.5,3.5,3.0,0.4,5.0,14.92,17.79
758,0.66,759.5,318.5,220.5,3.5,4.0,0.4,5.0,14.92,17.55
759,0.66,759.5,318.5,220.5,3.5,5.0,0.4,5.0,15.16,18.06
760,0.64,784.0,343.0,220.5,3.5,2.0,0.4,5.0,17.69,20.82
761,0.64,784.0,343.0,220.5,3.5,3.0,0.4,5.0,18.19,20.21
762,0.64,784.0,343.0,220.5,3.5,4.0,0.4,5.0,18.16,20.71
763,0.64,784.0,343.0,220.5,3.5,5.0,0.4,5.0,17.88,21.4
764,0.62,808.5,367.5,220.5,3.5,2.0,0.4,5.0,16.54,16.88
765,0.62,808.5,367.5,220.5,3.5,3.0,0.4,5.0,16.44,17.11
766,0.62,808.5,367.5,220.5,3.5,4.0,0.4,5.0,16.48,16.61
767,0.62,808.5,367.5,220.5,3.5,5.0,0.4,5.0,16.64,16.03
