,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
44494,Female,disloyal Customer,20,Business travel,Business,1389,4,0,4,4,4,4,4,4,5,2,4,5,4,4,0,0.0,satisfied
44495,Male,Loyal Customer,40,Business travel,Business,671,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
44496,Female,disloyal Customer,22,Business travel,Eco,813,4,4,4,5,1,4,1,1,3,2,4,3,4,1,0,0.0,neutral or dissatisfied
44497,Female,Loyal Customer,39,Business travel,Business,448,3,1,1,1,3,4,4,3,3,3,3,3,3,2,5,0.0,neutral or dissatisfied
44498,Male,Loyal Customer,71,Business travel,Eco Plus,153,3,3,3,3,3,3,3,3,3,2,4,1,3,3,75,73.0,neutral or dissatisfied
44499,Female,Loyal Customer,9,Personal Travel,Eco,618,1,5,1,3,4,1,1,4,4,3,5,5,4,4,0,0.0,neutral or dissatisfied
44500,Female,Loyal Customer,60,Business travel,Eco,438,1,1,1,1,2,3,4,1,1,1,1,2,1,4,75,82.0,neutral or dissatisfied
44501,Female,Loyal Customer,41,Business travel,Business,2084,1,1,1,1,5,5,4,4,4,5,4,4,4,5,0,0.0,satisfied
44502,Male,Loyal Customer,32,Personal Travel,Eco,1154,3,4,4,1,2,4,2,2,5,5,4,4,4,2,0,0.0,neutral or dissatisfied
44503,Male,Loyal Customer,63,Personal Travel,Eco,220,1,4,1,4,4,1,4,4,1,3,4,3,3,4,25,44.0,neutral or dissatisfied
44504,Female,Loyal Customer,12,Personal Travel,Eco,759,3,4,3,5,4,3,4,4,3,5,5,5,5,4,23,27.0,neutral or dissatisfied
44505,Male,disloyal Customer,22,Business travel,Eco,247,2,5,2,1,4,2,3,4,3,5,4,4,5,4,0,0.0,neutral or dissatisfied
44506,Female,Loyal Customer,33,Business travel,Eco Plus,1024,2,1,1,1,2,2,2,2,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
44507,Female,Loyal Customer,51,Business travel,Business,1389,2,3,3,3,2,3,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
44508,Male,Loyal Customer,48,Business travel,Business,2213,4,3,3,3,3,4,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
44509,Male,disloyal Customer,22,Business travel,Eco,420,3,2,3,3,1,3,1,1,1,4,4,4,3,1,0,0.0,neutral or dissatisfied
44510,Male,Loyal Customer,65,Personal Travel,Eco,1824,1,5,1,3,1,1,2,1,3,5,5,3,5,1,2,0.0,neutral or dissatisfied
44511,Male,Loyal Customer,59,Business travel,Business,2040,1,1,1,1,4,3,5,2,2,2,2,1,2,3,0,7.0,satisfied
44512,Male,Loyal Customer,40,Business travel,Business,802,2,2,2,2,5,4,4,5,5,5,5,4,5,5,0,3.0,satisfied
44513,Female,disloyal Customer,27,Business travel,Business,583,1,1,1,3,3,1,4,3,4,3,4,4,5,3,0,0.0,neutral or dissatisfied
44514,Female,Loyal Customer,61,Business travel,Eco,301,2,2,2,2,4,3,3,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
44515,Female,Loyal Customer,49,Business travel,Business,421,5,5,5,5,4,4,2,5,5,5,5,2,5,4,7,4.0,satisfied
44516,Female,Loyal Customer,7,Personal Travel,Eco,1119,1,5,1,5,4,1,4,4,5,4,4,3,5,4,0,0.0,neutral or dissatisfied
44517,Female,Loyal Customer,57,Business travel,Business,109,1,3,3,3,3,1,2,3,3,3,1,1,3,3,0,0.0,neutral or dissatisfied
44518,Female,Loyal Customer,40,Business travel,Eco Plus,1009,3,5,5,5,3,3,3,3,2,4,3,1,4,3,0,0.0,neutral or dissatisfied
44519,Male,Loyal Customer,45,Personal Travel,Eco,425,3,4,3,3,3,3,3,3,1,4,2,1,4,3,0,0.0,neutral or dissatisfied
44520,Male,Loyal Customer,56,Business travel,Business,363,3,3,3,3,3,2,2,5,5,5,5,2,5,5,0,0.0,satisfied
44521,Female,Loyal Customer,33,Personal Travel,Eco,212,1,0,1,3,1,1,1,3,1,5,3,1,3,1,165,179.0,neutral or dissatisfied
44522,Female,Loyal Customer,33,Business travel,Business,1491,5,5,5,5,2,5,4,4,4,5,4,3,4,3,13,8.0,satisfied
44523,Male,Loyal Customer,30,Business travel,Eco Plus,1310,5,2,2,2,5,5,5,5,2,1,4,5,2,5,24,12.0,satisfied
44524,Female,Loyal Customer,22,Business travel,Eco Plus,1562,3,3,3,3,3,3,4,3,2,5,4,2,3,3,0,20.0,neutral or dissatisfied
44525,Male,Loyal Customer,37,Personal Travel,Eco,610,3,3,3,3,5,3,5,5,2,3,3,3,3,5,0,0.0,neutral or dissatisfied
44526,Male,disloyal Customer,37,Business travel,Eco,912,2,2,2,4,4,2,4,4,4,3,4,3,3,4,71,86.0,neutral or dissatisfied
44527,Male,Loyal Customer,59,Business travel,Eco,442,4,5,5,5,4,4,4,4,4,2,4,2,4,4,0,0.0,neutral or dissatisfied
44528,Female,Loyal Customer,43,Business travel,Business,1511,3,3,3,3,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
44529,Female,disloyal Customer,39,Business travel,Business,347,3,3,3,1,5,3,5,5,4,5,5,2,3,5,0,0.0,neutral or dissatisfied
44530,Male,disloyal Customer,45,Business travel,Business,342,4,3,3,1,1,4,1,1,3,5,5,5,5,1,0,0.0,satisfied
44531,Female,Loyal Customer,15,Personal Travel,Eco,1572,2,4,2,3,4,2,4,4,4,5,3,4,5,4,0,0.0,neutral or dissatisfied
44532,Male,Loyal Customer,26,Personal Travel,Eco,545,5,1,5,3,1,5,1,1,1,1,4,4,3,1,2,5.0,satisfied
44533,Female,Loyal Customer,59,Business travel,Business,269,0,0,0,1,3,3,5,1,1,1,1,3,1,1,0,0.0,satisfied
44534,Male,Loyal Customer,66,Personal Travel,Business,337,3,4,4,4,4,4,4,3,3,4,3,5,3,3,42,32.0,neutral or dissatisfied
44535,Female,disloyal Customer,22,Business travel,Eco,270,1,2,1,3,1,1,1,1,4,3,4,1,3,1,43,37.0,neutral or dissatisfied
44536,Female,disloyal Customer,37,Business travel,Business,550,4,4,4,1,2,4,2,2,3,4,4,3,5,2,0,0.0,satisfied
44537,Male,Loyal Customer,25,Business travel,Business,1024,3,5,5,5,3,3,3,3,4,5,3,2,4,3,0,30.0,neutral or dissatisfied
44538,Female,disloyal Customer,34,Business travel,Business,361,2,3,3,4,3,2,2,2,4,4,4,2,4,2,138,140.0,neutral or dissatisfied
44539,Male,Loyal Customer,60,Personal Travel,Eco,304,2,4,2,5,1,2,1,1,4,4,4,5,4,1,0,0.0,neutral or dissatisfied
44540,Female,Loyal Customer,40,Business travel,Business,550,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
44541,Male,Loyal Customer,40,Business travel,Business,236,4,4,3,4,3,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
44542,Female,disloyal Customer,33,Business travel,Business,373,2,2,2,3,4,2,5,4,2,1,3,2,3,4,1,0.0,neutral or dissatisfied
44543,Male,Loyal Customer,27,Business travel,Eco Plus,667,2,3,3,3,2,2,2,2,3,4,3,3,2,2,69,64.0,neutral or dissatisfied
44544,Male,Loyal Customer,40,Business travel,Business,1027,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
44545,Female,Loyal Customer,40,Business travel,Business,1449,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,27.0,satisfied
44546,Female,Loyal Customer,25,Personal Travel,Eco,802,1,4,1,1,5,1,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied
44547,Female,Loyal Customer,20,Personal Travel,Eco,302,4,5,4,1,5,4,5,5,5,2,5,3,4,5,0,1.0,neutral or dissatisfied
44548,Female,Loyal Customer,55,Business travel,Business,483,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
44549,Male,Loyal Customer,49,Business travel,Business,1955,3,1,5,1,2,2,2,3,3,3,3,3,3,1,52,46.0,neutral or dissatisfied
44550,Male,Loyal Customer,59,Business travel,Business,2306,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
44551,Male,Loyal Customer,25,Personal Travel,Eco,2248,2,4,2,2,4,2,4,4,5,2,4,4,4,4,10,0.0,neutral or dissatisfied
44552,Female,Loyal Customer,46,Business travel,Business,157,3,3,3,3,2,3,5,4,4,4,4,4,4,1,0,3.0,satisfied
44553,Female,Loyal Customer,48,Business travel,Eco,370,2,5,5,5,5,4,3,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
44554,Male,Loyal Customer,37,Personal Travel,Eco,1144,1,5,1,2,2,1,4,2,3,5,4,4,4,2,5,13.0,neutral or dissatisfied
44555,Female,disloyal Customer,21,Business travel,Eco,237,2,3,2,3,2,2,2,2,3,3,4,3,4,2,0,0.0,neutral or dissatisfied
44556,Male,Loyal Customer,31,Personal Travel,Eco,270,1,3,1,3,4,1,1,4,3,3,3,3,3,4,13,9.0,neutral or dissatisfied
44557,Female,Loyal Customer,25,Business travel,Business,2943,3,3,3,3,5,5,5,5,4,4,5,4,4,5,0,0.0,satisfied
44558,Female,Loyal Customer,46,Business travel,Business,2519,4,4,4,4,5,5,5,4,5,5,5,5,3,5,23,21.0,satisfied
44559,Female,Loyal Customer,53,Personal Travel,Eco,447,2,5,2,1,1,3,4,3,3,2,3,5,3,2,46,48.0,neutral or dissatisfied
44560,Male,disloyal Customer,37,Business travel,Business,1235,1,1,1,2,1,1,1,1,3,4,5,3,5,1,0,1.0,neutral or dissatisfied
44561,Female,Loyal Customer,49,Business travel,Business,738,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
44562,Male,Loyal Customer,26,Business travel,Business,1501,3,3,3,3,4,4,4,4,5,4,4,4,4,4,0,0.0,satisfied
44563,Female,Loyal Customer,46,Business travel,Business,2954,2,2,2,2,5,5,4,4,4,4,4,5,4,3,10,33.0,satisfied
44564,Male,Loyal Customer,13,Personal Travel,Eco,224,5,4,0,4,4,0,3,4,3,4,4,5,4,4,1,5.0,satisfied
44565,Male,Loyal Customer,28,Business travel,Business,529,3,3,2,3,4,4,4,4,4,5,5,4,5,4,20,28.0,satisfied
44566,Male,disloyal Customer,36,Business travel,Eco,738,2,2,2,3,1,2,1,1,1,1,4,4,3,1,21,10.0,neutral or dissatisfied
44567,Male,Loyal Customer,9,Business travel,Business,1325,4,1,1,1,4,4,4,4,4,3,3,1,4,4,51,60.0,neutral or dissatisfied
44568,Female,Loyal Customer,37,Business travel,Business,1527,1,1,1,1,1,3,5,2,2,2,2,1,2,3,0,0.0,satisfied
44569,Male,Loyal Customer,33,Business travel,Business,3684,2,2,2,2,5,5,5,5,3,3,4,4,4,5,26,20.0,satisfied
44570,Female,Loyal Customer,67,Personal Travel,Eco,558,3,4,3,3,2,4,5,5,5,3,5,3,5,4,2,5.0,neutral or dissatisfied
44571,Female,disloyal Customer,34,Business travel,Eco Plus,725,1,1,1,4,1,3,3,1,2,3,3,3,4,3,194,204.0,neutral or dissatisfied
44572,Female,Loyal Customer,46,Personal Travel,Eco Plus,954,2,5,2,3,2,5,4,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
44573,Male,Loyal Customer,59,Business travel,Eco Plus,585,5,3,3,3,5,5,5,5,3,4,5,3,4,5,0,0.0,satisfied
44574,Male,Loyal Customer,70,Personal Travel,Business,416,1,5,1,3,5,5,1,2,2,1,2,2,2,5,74,76.0,neutral or dissatisfied
44575,Female,Loyal Customer,44,Business travel,Business,1171,3,3,3,3,5,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
44576,Male,Loyal Customer,63,Personal Travel,Eco,2075,2,3,2,3,3,2,3,3,2,2,2,2,4,3,0,7.0,neutral or dissatisfied
44577,Female,Loyal Customer,60,Personal Travel,Eco,241,1,4,1,5,5,4,4,5,5,1,5,5,5,5,0,0.0,neutral or dissatisfied
44578,Male,Loyal Customer,41,Business travel,Eco Plus,453,2,1,1,1,2,2,2,2,5,4,2,5,1,2,51,42.0,satisfied
44579,Male,disloyal Customer,24,Business travel,Business,691,4,5,3,4,2,3,2,2,3,3,5,4,5,2,9,3.0,satisfied
44580,Female,disloyal Customer,17,Business travel,Business,1009,5,0,5,1,1,5,1,1,5,2,4,4,5,1,0,0.0,satisfied
44581,Male,Loyal Customer,30,Personal Travel,Eco,214,3,0,3,1,5,3,3,5,5,4,4,5,5,5,0,0.0,neutral or dissatisfied
44582,Female,Loyal Customer,32,Personal Travel,Eco,228,4,4,0,4,2,0,2,2,2,4,3,1,4,2,7,0.0,satisfied
44583,Male,Loyal Customer,47,Business travel,Eco,226,3,4,4,4,3,3,3,3,1,3,4,1,4,3,24,10.0,neutral or dissatisfied
44584,Female,Loyal Customer,11,Business travel,Business,1874,2,3,3,3,2,2,2,2,2,3,4,1,3,2,8,11.0,neutral or dissatisfied
44585,Male,Loyal Customer,46,Business travel,Business,3331,4,4,4,4,5,5,4,4,4,4,4,5,4,4,14,10.0,satisfied
44586,Female,Loyal Customer,39,Business travel,Eco,201,5,5,5,5,5,5,5,5,2,1,2,4,1,5,0,0.0,satisfied
44587,Female,disloyal Customer,39,Business travel,Business,912,4,4,4,4,4,4,1,4,4,3,5,4,5,4,3,19.0,neutral or dissatisfied
44588,Male,Loyal Customer,14,Personal Travel,Eco,212,2,4,2,3,1,2,1,1,1,2,4,1,4,1,0,0.0,neutral or dissatisfied
44589,Male,Loyal Customer,11,Personal Travel,Eco,631,2,3,2,1,5,2,5,5,4,2,4,4,2,5,0,0.0,neutral or dissatisfied
44590,Female,Loyal Customer,24,Business travel,Eco,762,4,2,3,3,4,4,3,4,1,3,3,4,3,4,0,0.0,neutral or dissatisfied
44591,Male,Loyal Customer,30,Personal Travel,Business,788,2,4,2,4,3,2,3,3,5,5,4,4,4,3,0,0.0,neutral or dissatisfied
44592,Female,Loyal Customer,46,Business travel,Business,2409,4,4,4,4,2,3,5,5,5,5,5,4,5,4,0,0.0,satisfied
44593,Male,Loyal Customer,54,Business travel,Eco Plus,989,4,3,3,3,4,4,4,4,4,5,4,3,4,4,25,17.0,neutral or dissatisfied
44594,Male,Loyal Customer,42,Personal Travel,Eco,259,3,4,3,3,4,3,4,4,4,1,1,5,3,4,10,1.0,neutral or dissatisfied
44595,Male,Loyal Customer,48,Personal Travel,Eco,1390,2,5,2,4,3,2,3,3,1,5,2,5,1,3,33,14.0,neutral or dissatisfied
44596,Male,Loyal Customer,39,Business travel,Business,251,0,0,0,4,2,2,2,3,4,4,4,2,3,2,162,158.0,satisfied
44597,Male,Loyal Customer,52,Business travel,Business,3825,2,2,2,2,3,5,5,4,4,4,4,5,4,4,2,0.0,satisfied
44598,Female,Loyal Customer,26,Personal Travel,Eco,783,0,5,0,3,1,0,2,1,3,5,5,5,4,1,0,0.0,satisfied
44599,Female,Loyal Customer,26,Personal Travel,Eco,207,4,4,4,5,4,4,4,4,5,2,3,4,3,4,0,2.0,neutral or dissatisfied
44600,Female,Loyal Customer,22,Business travel,Eco,728,0,5,0,3,4,0,4,4,2,4,5,4,4,4,0,0.0,satisfied
44601,Female,disloyal Customer,43,Business travel,Eco,395,3,4,3,4,4,3,4,4,1,3,4,1,3,4,2,2.0,neutral or dissatisfied
44602,Male,Loyal Customer,36,Business travel,Eco,1176,3,3,3,3,3,3,3,3,3,3,4,2,4,3,30,65.0,neutral or dissatisfied
44603,Male,Loyal Customer,40,Business travel,Business,2762,2,2,2,2,5,5,5,2,5,3,2,5,1,5,0,12.0,satisfied
44604,Male,Loyal Customer,55,Personal Travel,Eco,937,1,3,1,2,1,1,1,1,2,3,2,4,3,1,30,20.0,neutral or dissatisfied
44605,Female,Loyal Customer,33,Personal Travel,Eco,1947,2,5,2,3,4,2,4,4,3,4,4,3,4,4,2,14.0,neutral or dissatisfied
44606,Female,Loyal Customer,48,Business travel,Business,3358,4,4,4,4,5,2,4,5,5,5,5,3,5,3,112,130.0,satisfied
44607,Female,Loyal Customer,49,Business travel,Eco,516,3,3,3,3,2,2,2,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
44608,Female,Loyal Customer,58,Business travel,Eco Plus,231,5,1,1,1,5,5,1,5,5,5,5,5,5,2,74,92.0,satisfied
44609,Female,Loyal Customer,74,Business travel,Eco,564,5,1,1,1,2,4,5,5,5,5,5,2,5,2,0,5.0,satisfied
44610,Male,Loyal Customer,41,Business travel,Business,2231,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
44611,Female,disloyal Customer,22,Business travel,Eco,647,1,5,1,4,5,1,5,5,3,4,4,5,5,5,3,0.0,neutral or dissatisfied
44612,Male,disloyal Customer,20,Business travel,Eco,296,2,0,2,1,3,2,3,3,4,3,5,3,4,3,0,0.0,neutral or dissatisfied
44613,Female,disloyal Customer,20,Business travel,Eco,814,2,2,2,4,4,2,4,4,3,2,4,4,5,4,0,11.0,neutral or dissatisfied
44614,Female,Loyal Customer,33,Business travel,Eco,134,1,3,3,3,1,1,1,1,1,5,3,3,4,1,5,34.0,neutral or dissatisfied
44615,Male,Loyal Customer,55,Personal Travel,Eco,1111,3,5,3,2,1,3,1,1,4,4,4,4,5,1,8,4.0,neutral or dissatisfied
44616,Male,Loyal Customer,27,Business travel,Business,1747,3,3,3,3,4,4,4,4,5,1,3,3,4,4,19,26.0,satisfied
44617,Female,Loyal Customer,69,Business travel,Eco,861,4,1,1,1,5,4,4,4,4,4,4,3,4,3,53,93.0,neutral or dissatisfied
44618,Male,Loyal Customer,39,Personal Travel,Eco Plus,447,3,4,3,3,4,3,4,4,3,5,4,3,4,4,3,0.0,neutral or dissatisfied
44619,Male,Loyal Customer,37,Business travel,Eco,404,3,5,3,5,3,4,3,3,1,2,5,3,2,3,14,0.0,satisfied
44620,Male,Loyal Customer,66,Personal Travel,Eco,1190,1,4,1,3,5,1,5,5,1,4,3,2,3,5,1,0.0,neutral or dissatisfied
44621,Male,Loyal Customer,59,Personal Travel,Eco,860,4,4,4,4,1,4,1,1,1,1,4,4,4,1,0,0.0,satisfied
44622,Male,Loyal Customer,53,Business travel,Business,1444,1,1,1,1,3,5,5,4,4,5,4,3,4,5,2,0.0,satisfied
44623,Female,Loyal Customer,41,Business travel,Eco,116,5,5,5,5,5,5,5,5,5,5,4,4,2,5,0,1.0,satisfied
44624,Female,Loyal Customer,50,Business travel,Eco,1120,2,1,1,1,5,2,2,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
44625,Male,disloyal Customer,48,Business travel,Eco,173,4,0,3,1,4,3,5,4,4,5,5,2,4,4,0,0.0,satisfied
44626,Female,disloyal Customer,23,Business travel,Eco,414,3,0,3,2,1,3,1,1,5,1,5,4,5,1,0,0.0,neutral or dissatisfied
44627,Female,Loyal Customer,53,Business travel,Business,529,1,1,1,1,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
44628,Female,Loyal Customer,51,Business travel,Eco,160,5,4,4,4,5,2,1,5,5,5,5,5,5,2,27,11.0,satisfied
44629,Female,Loyal Customer,26,Personal Travel,Business,342,2,4,2,1,1,2,1,1,4,4,4,5,5,1,0,0.0,neutral or dissatisfied
44630,Male,Loyal Customer,35,Business travel,Business,3754,3,1,1,1,3,4,4,3,3,3,3,3,3,3,3,0.0,neutral or dissatisfied
44631,Female,Loyal Customer,37,Business travel,Eco,1076,1,4,4,4,1,1,1,2,1,4,4,1,4,1,237,244.0,neutral or dissatisfied
44632,Female,Loyal Customer,42,Personal Travel,Eco,1476,4,1,3,3,3,2,4,1,1,3,1,2,1,2,64,74.0,neutral or dissatisfied
44633,Female,Loyal Customer,69,Business travel,Business,3055,1,2,2,2,4,3,3,1,1,1,1,1,1,4,8,0.0,neutral or dissatisfied
44634,Male,Loyal Customer,43,Personal Travel,Eco,2701,3,5,3,5,3,1,1,3,2,5,4,1,4,1,0,0.0,neutral or dissatisfied
44635,Female,Loyal Customer,40,Business travel,Business,226,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
44636,Female,disloyal Customer,38,Business travel,Business,1979,4,4,4,4,4,4,2,4,4,3,5,4,5,4,0,0.0,neutral or dissatisfied
44637,Female,Loyal Customer,35,Business travel,Eco,936,4,5,5,5,4,4,4,4,2,1,3,3,5,4,0,0.0,satisfied
44638,Male,Loyal Customer,48,Business travel,Business,631,1,1,1,1,5,5,5,5,5,5,5,5,5,5,16,14.0,satisfied
44639,Male,Loyal Customer,30,Personal Travel,Eco Plus,814,1,0,1,4,1,1,1,1,4,3,4,4,3,1,0,0.0,neutral or dissatisfied
44640,Male,Loyal Customer,52,Business travel,Eco,288,4,1,4,1,4,4,4,4,1,5,1,4,3,4,0,0.0,satisfied
44641,Male,Loyal Customer,45,Business travel,Business,1744,2,2,2,2,5,3,4,4,4,4,4,3,4,5,0,0.0,satisfied
44642,Male,Loyal Customer,61,Business travel,Eco Plus,150,4,1,1,1,4,4,4,4,3,5,3,1,3,4,0,0.0,satisfied
44643,Male,Loyal Customer,15,Personal Travel,Business,290,3,5,3,4,5,3,3,5,5,2,4,3,5,5,9,0.0,neutral or dissatisfied
44644,Male,Loyal Customer,26,Business travel,Business,1760,3,3,2,3,4,4,4,4,2,4,5,4,3,4,94,160.0,satisfied
44645,Female,Loyal Customer,23,Personal Travel,Eco,1136,5,4,5,2,4,5,5,4,5,3,5,5,4,4,1,0.0,satisfied
44646,Male,Loyal Customer,32,Business travel,Eco,196,4,1,1,1,4,4,4,4,2,5,1,3,4,4,96,89.0,satisfied
44647,Male,Loyal Customer,47,Business travel,Eco,457,1,5,5,5,1,1,1,1,2,1,2,3,2,1,7,4.0,neutral or dissatisfied
44648,Female,Loyal Customer,26,Business travel,Eco,1086,4,2,1,2,4,3,1,4,3,4,4,2,4,4,0,0.0,neutral or dissatisfied
44649,Female,Loyal Customer,40,Business travel,Business,2269,3,5,3,3,3,5,4,5,5,5,4,3,5,5,0,0.0,satisfied
44650,Female,disloyal Customer,26,Business travel,Business,772,4,4,4,1,1,4,1,1,5,2,5,3,5,1,0,0.0,satisfied
44651,Male,Loyal Customer,33,Business travel,Business,3233,3,3,4,3,4,4,4,4,3,4,5,4,5,4,37,43.0,satisfied
44652,Female,disloyal Customer,26,Business travel,Business,472,1,2,1,3,2,1,2,2,3,3,4,3,3,2,0,0.0,neutral or dissatisfied
44653,Male,Loyal Customer,56,Personal Travel,Eco,258,2,4,0,5,3,0,3,3,2,3,5,5,1,3,0,0.0,neutral or dissatisfied
44654,Female,Loyal Customer,57,Business travel,Business,229,3,3,3,3,2,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
44655,Female,Loyal Customer,60,Personal Travel,Eco,611,2,5,2,2,3,1,3,1,1,2,1,5,1,3,10,0.0,neutral or dissatisfied
44656,Male,Loyal Customer,40,Personal Travel,Eco,757,1,5,1,4,4,1,4,4,4,4,5,3,4,4,6,52.0,neutral or dissatisfied
44657,Male,Loyal Customer,27,Business travel,Business,1504,5,5,4,5,4,5,4,4,3,2,5,1,4,4,0,0.0,satisfied
44658,Male,Loyal Customer,60,Business travel,Business,3967,5,5,5,5,2,5,5,4,4,5,4,5,4,4,2,9.0,satisfied
44659,Female,Loyal Customer,46,Business travel,Business,270,4,4,4,4,5,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
44660,Female,Loyal Customer,69,Personal Travel,Eco,1012,4,4,4,3,5,1,4,2,2,4,2,1,2,2,0,0.0,satisfied
44661,Female,Loyal Customer,15,Business travel,Eco Plus,1205,3,4,4,4,3,3,2,3,2,1,3,1,4,3,0,0.0,neutral or dissatisfied
44662,Female,Loyal Customer,57,Personal Travel,Eco Plus,1310,2,4,2,3,4,3,5,2,2,2,2,3,2,5,3,1.0,neutral or dissatisfied
44663,Male,Loyal Customer,56,Business travel,Eco,447,4,5,5,5,4,4,4,4,2,3,3,1,4,4,1,3.0,satisfied
44664,Female,Loyal Customer,53,Personal Travel,Eco,1448,3,3,3,2,4,1,5,5,5,3,5,5,5,3,0,0.0,neutral or dissatisfied
44665,Male,Loyal Customer,11,Personal Travel,Eco,1197,3,1,4,3,4,4,4,4,1,5,2,3,2,4,0,0.0,neutral or dissatisfied
44666,Male,Loyal Customer,43,Business travel,Business,431,3,3,3,3,4,4,4,3,3,3,3,3,3,4,0,0.0,satisfied
44667,Female,Loyal Customer,17,Personal Travel,Eco,337,4,3,4,5,3,4,3,3,4,5,3,3,2,3,57,51.0,neutral or dissatisfied
44668,Female,Loyal Customer,66,Personal Travel,Eco,679,1,5,2,1,3,5,5,2,2,2,4,4,2,3,11,23.0,neutral or dissatisfied
44669,Female,Loyal Customer,79,Business travel,Eco,902,5,4,4,4,5,5,5,4,4,1,5,5,5,5,0,5.0,satisfied
44670,Female,Loyal Customer,52,Personal Travel,Eco,942,4,4,4,5,1,4,3,4,4,4,4,1,4,4,0,20.0,neutral or dissatisfied
44671,Male,Loyal Customer,33,Business travel,Eco,239,3,5,5,5,3,3,3,3,2,2,3,1,2,3,3,1.0,neutral or dissatisfied
44672,Female,Loyal Customer,48,Business travel,Business,369,5,5,5,5,3,5,1,4,4,4,4,1,4,4,0,0.0,satisfied
44673,Female,Loyal Customer,11,Business travel,Business,1182,3,3,3,3,5,5,5,5,4,5,5,3,5,5,0,0.0,satisfied
44674,Female,Loyal Customer,55,Business travel,Eco,692,4,5,5,5,3,4,4,4,4,4,4,4,4,2,3,11.0,neutral or dissatisfied
44675,Female,Loyal Customer,43,Business travel,Business,3194,2,2,1,2,4,4,5,3,3,3,3,5,3,4,0,1.0,satisfied
44676,Female,disloyal Customer,39,Business travel,Business,896,2,2,2,4,5,2,5,5,1,3,4,2,3,5,7,17.0,neutral or dissatisfied
44677,Female,Loyal Customer,24,Business travel,Business,2442,1,1,1,1,5,5,5,5,5,3,5,4,5,5,7,0.0,satisfied
44678,Female,Loyal Customer,33,Personal Travel,Eco,200,4,5,4,3,2,4,2,2,3,3,5,1,3,2,1,0.0,neutral or dissatisfied
44679,Female,Loyal Customer,65,Personal Travel,Eco,109,3,4,3,2,5,4,5,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied
44680,Male,Loyal Customer,49,Business travel,Business,2508,3,3,3,3,4,3,5,5,5,5,5,4,5,1,0,0.0,satisfied
44681,Male,Loyal Customer,46,Business travel,Eco Plus,1674,1,1,4,1,1,1,1,1,2,2,3,4,4,1,9,88.0,neutral or dissatisfied
44682,Female,Loyal Customer,37,Business travel,Business,2435,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,1.0,satisfied
44683,Female,Loyal Customer,49,Business travel,Business,1727,1,1,4,1,5,5,4,4,4,4,4,4,4,3,23,13.0,satisfied
44684,Female,Loyal Customer,57,Business travel,Business,3131,4,5,4,4,2,4,5,4,4,4,4,4,4,4,1,0.0,satisfied
44685,Female,Loyal Customer,51,Business travel,Business,1303,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
44686,Male,Loyal Customer,9,Business travel,Eco,1046,2,1,5,5,2,2,1,2,4,1,4,3,4,2,0,2.0,neutral or dissatisfied
44687,Female,disloyal Customer,22,Business travel,Eco,647,1,3,1,3,3,1,3,3,2,2,3,3,3,3,3,0.0,neutral or dissatisfied
44688,Female,disloyal Customer,25,Business travel,Eco,237,2,0,2,2,3,2,3,3,3,5,3,1,4,3,2,0.0,neutral or dissatisfied
44689,Male,Loyal Customer,23,Business travel,Eco Plus,820,3,3,3,3,3,3,4,3,1,1,4,2,4,3,31,31.0,neutral or dissatisfied
