Interaction_ID,User_ID,File_Type,Interaction_Type,Rating,Timestamp,Age,Gender,Subscription_Type,Title,Artist,Album,Genre,Release_Year,Lyrics,File_ID,Sentiment,Target
I02347,U0196,Video,Share,5,2024-12-19 22:25:30.404877,37,M,Premium,Video_Song_1518,Travis Scott,Album_54,Classical,2012,"Uptown funk you up, uptown funk you up",V1518,-0.045,1
I02348,U0415,Audio,Share,2,2023-10-15 02:34:30.404877,55,F,Free,Audio_Song_1370,Halsey,Album_9,Rock,2009,"I will always love you, I will always love you",A1370,0.244,0
I02349,U0141,Video,Like,4,2024-01-31 16:04:30.404877,46,F,Premium,Video_Song_255,Billie Eilish,Album_100,Classical,2006,I just called to say I love you,V255,0.533,1
I02350,U0154,Audio,Skip,4,2024-07-17 09:23:30.404877,39,M,Premium,Audio_Song_2001,Linkin Park,Album_89,Pop,2018,"Don't stop believin', hold on to that feeling",A2001,-0.917,0
I02351,U0291,Audio,Like,5,2025-08-03 21:18:30.404877,31,F,Free,Audio_Song_2084,Shawn Mendes,Album_7,Hip-Hop,2010,"Sweet dreams are made of this, who am I to disagree?",A2084,0.014,1
I02352,U0391,Video,Skip,5,2024-06-05 15:25:30.404877,31,Other,Free,Video_Song_115,The Weeknd,Album_47,Hip-Hop,1996,"All the single ladies, all the single ladies",V115,0.484,0
I02353,U0258,Video,Skip,2,2024-06-22 11:26:30.404877,47,M,Premium,Video_Song_2291,Nicki Minaj,Album_29,Classical,2018,I just called to say I love you,V2291,-0.882,0
I02354,U0311,Video,Listen,3,2023-03-20 03:37:30.404877,15,M,Premium,Video_Song_784,Fiona Apple,Album_28,Rock,1992,"Cause baby you're a firework, come on show 'em what you're worth",V784,-0.6,0
I02355,U0393,Video,Like,1,2024-09-25 04:40:30.404877,54,Other,Free,Video_Song_1227,Eminem,Album_98,Electronic,1991,"You're simply the best, better than all the rest",V1227,-0.483,0
I02356,U0183,Video,Listen,1,2025-01-29 09:15:30.404877,46,Other,Premium,Video_Song_1490,Miley Cyrus,Album_35,Electronic,2019,"Every breath you take, every move you make",V1490,0.836,0
I02357,U0486,Audio,Like,4,2024-12-05 15:12:30.404877,48,M,Free,Audio_Song_875,Paul McCartney,Album_27,Jazz,2000,"Cause baby you're a firework, come on show 'em what you're worth",A875,0.351,1
I02358,U0273,Video,Listen,5,2023-12-28 01:57:30.404877,51,M,Free,Video_Song_39,Post Malone,Album_22,Pop,2025,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V039,0.36,1
I02359,U0495,Video,Share,4,2025-02-10 23:19:30.404877,35,M,Premium,Video_Song_715,Imagine Dragons,Album_58,Rock,2023,"Rolling in the deep, you had my heart inside of your hand",V715,0.77,1
I02360,U0307,Audio,Skip,2,2023-02-25 09:26:30.404877,24,Other,Premium,Audio_Song_1516,James Brown,Album_65,Pop,2012,"Cause baby you're a firework, come on show 'em what you're worth",A1516,0.063,0
I02361,U0244,Audio,Listen,4,2025-03-13 22:10:30.404877,57,Other,Premium,Audio_Song_2149,Elton John,Album_63,Rock,2005,Is this the real life? Is this just fantasy?,A2149,-0.078,1
I02362,U0233,Video,Skip,3,2025-03-02 00:38:30.404877,15,F,Free,Video_Song_108,Nina Simone,Album_63,Jazz,2003,"It's a beautiful day, don't let it get away",V108,-0.654,0
I02363,U0311,Video,Share,3,2023-12-12 08:01:30.404877,15,M,Premium,Video_Song_1480,Coldplay,Album_77,Electronic,1999,I just called to say I love you,V1480,-0.047,0
I02364,U0469,Audio,Share,1,2023-08-25 05:13:30.404877,27,F,Free,Audio_Song_232,Taylor Swift,Album_53,Classical,2023,"Shake it off, shake it off",A232,-0.822,0
I02365,U0029,Video,Share,2,2024-10-16 01:45:30.404877,29,Other,Premium,Video_Song_772,Prince,Album_5,Rock,1998,"Let it be, let it be, let it be, let it be",V772,0.711,0
I02366,U0480,Audio,Share,5,2024-07-18 17:51:30.404877,45,M,Premium,Audio_Song_2326,Coldplay,Album_47,Classical,1998,"Cause baby you're a firework, come on show 'em what you're worth",A2326,-0.923,1
I02367,U0039,Video,Skip,1,2024-10-05 19:40:30.404877,44,F,Premium,Video_Song_875,Madonna,Album_33,Rock,1996,Is this the real life? Is this just fantasy?,V875,-0.145,0
I02368,U0016,Audio,Listen,4,2024-02-19 03:42:30.404877,24,F,Free,Audio_Song_1000,John Mayer,Album_91,Jazz,1999,I just called to say I love you,A1000,-0.474,1
I02369,U0036,Video,Share,4,2023-04-02 06:40:30.404877,41,M,Free,Video_Song_451,Stevie Nicks,Album_76,Hip-Hop,2023,"You're simply the best, better than all the rest",V451,0.64,1
I02370,U0264,Video,Skip,3,2024-11-16 23:28:30.404877,35,Other,Premium,Video_Song_1337,Ed Sheeran,Album_37,Classical,1994,"Cause baby you're a firework, come on show 'em what you're worth",V1337,0.368,0
I02371,U0213,Audio,Skip,4,2025-08-18 17:06:30.404877,30,Other,Premium,Audio_Song_2278,J. Cole,Album_43,Electronic,1992,"I want to hold your hand, I want to hold your hand",A2278,-0.706,0
I02372,U0189,Video,Listen,5,2025-02-03 07:40:30.404877,43,M,Premium,Video_Song_2496,Imagine Dragons,Album_27,Rock,2003,"Nothing else matters, never cared for what they do",V2496,-0.307,1
I02373,U0230,Video,Listen,3,2023-10-29 20:39:30.404877,54,M,Premium,Video_Song_501,Lady Gaga,Album_29,Jazz,2005,"Let it be, let it be, let it be, let it be",V501,0.275,0
I02374,U0106,Audio,Skip,1,2023-07-18 01:40:30.404877,39,Other,Premium,Audio_Song_1542,Stevie Wonder,Album_41,Jazz,2007,"I want to hold your hand, I want to hold your hand",A1542,-0.16,0
I02375,U0250,Video,Share,5,2023-08-01 20:28:30.404877,53,M,Premium,Video_Song_1556,Olivia Rodrigo,Album_12,Hip-Hop,2024,"Hello from the other side, I must have called a thousand times",V1556,-0.65,1
I02376,U0071,Audio,Like,3,2023-07-17 02:30:30.404877,16,F,Premium,Audio_Song_854,Sam Hunt,Album_68,Hip-Hop,2006,"Hello from the other side, I must have called a thousand times",A854,0.684,0
I02377,U0397,Audio,Skip,3,2024-12-11 16:22:30.404877,46,M,Free,Audio_Song_2296,Lady Gaga,Album_28,Hip-Hop,1991,"Imagine there's no heaven, it's easy if you try",A2296,0.962,0
I02378,U0405,Video,Like,4,2025-01-08 15:31:30.404877,36,Other,Free,Video_Song_1212,Prince,Album_36,Pop,1992,"Cause baby you're a firework, come on show 'em what you're worth",V1212,0.661,1
I02379,U0389,Video,Skip,1,2023-03-31 00:25:30.404877,22,Other,Premium,Video_Song_301,Sam Cooke,Album_95,Classical,1992,"Shake it off, shake it off",V301,0.679,0
I02380,U0133,Audio,Skip,2,2025-02-10 01:47:30.404877,31,Other,Premium,Audio_Song_1592,Lorde,Album_23,Rock,2011,"Beat it, beat it, no one wants to be defeated",A1592,0.103,0
I02381,U0169,Video,Listen,3,2025-09-05 10:02:30.404877,47,M,Free,Video_Song_1673,Halsey,Album_35,Jazz,2000,I get by with a little help from my friends,V1673,-0.463,0
I02382,U0412,Audio,Skip,5,2024-04-05 05:39:30.404877,56,M,Free,Audio_Song_1775,Taylor Swift,Album_54,Pop,2017,"Livin' on a prayer, take my hand, we'll make it I swear",A1775,-0.906,0
I02383,U0097,Video,Listen,4,2024-07-17 11:51:30.404877,28,Other,Free,Video_Song_2408,Fiona Apple,Album_25,Pop,2020,"Rolling in the deep, you had my heart inside of your hand",V2408,-0.991,1
I02384,U0059,Audio,Like,4,2024-09-06 14:34:30.404877,52,F,Free,Audio_Song_165,BTS,Album_38,Pop,2023,"Rolling in the deep, you had my heart inside of your hand",A165,0.265,1
I02385,U0427,Audio,Like,1,2024-09-06 15:49:30.404877,37,M,Premium,Audio_Song_1948,Dua Lipa,Album_77,Hip-Hop,1993,"I want to hold your hand, I want to hold your hand",A1948,-0.741,0
I02386,U0260,Video,Like,5,2025-01-28 02:08:30.404877,30,Other,Premium,Video_Song_1343,Dua Lipa,Album_7,Hip-Hop,2005,I just called to say I love you,V1343,0.536,1
I02387,U0312,Video,Listen,4,2025-02-02 14:10:30.404877,34,M,Free,Video_Song_1666,Paul McCartney,Album_4,Rock,2007,"Rolling in the deep, you had my heart inside of your hand",V1666,-0.015,1
I02388,U0340,Audio,Like,5,2023-06-06 17:49:30.404877,59,M,Premium,Audio_Song_21,Green Day,Album_50,Jazz,1998,"Hello from the other side, I must have called a thousand times",A021,-0.392,1
I02389,U0037,Audio,Share,4,2023-11-14 23:05:30.404877,53,F,Free,Audio_Song_251,Foo Fighters,Album_35,Electronic,1990,I get by with a little help from my friends,A251,-0.644,1
I02390,U0356,Video,Share,2,2023-07-14 21:52:30.404877,32,F,Free,Video_Song_2449,Megan Thee Stallion,Album_61,Electronic,1992,"Shake it off, shake it off",V2449,-0.027,0
I02391,U0168,Audio,Listen,5,2025-04-03 21:19:30.404877,44,Other,Free,Audio_Song_1199,Stevie Nicks,Album_92,Electronic,1996,"Nothing else matters, never cared for what they do",A1199,0.474,1
I02392,U0357,Audio,Like,5,2024-06-30 00:39:30.404877,16,F,Premium,Audio_Song_2446,J. Cole,Album_39,Classical,1995,"I see a little silhouetto of a man, Scaramouche, Scaramouche",A2446,-0.443,1
I02393,U0486,Video,Share,3,2022-12-30 19:18:30.404877,48,M,Free,Video_Song_1580,Freddie Mercury,Album_72,Jazz,2012,"I will always love you, I will always love you",V1580,0.093,0
I02394,U0393,Video,Listen,5,2024-04-27 20:53:30.404877,54,Other,Free,Video_Song_1816,Linkin Park,Album_91,Rock,2016,"Nothing else matters, never cared for what they do",V1816,-0.762,1
I02395,U0296,Audio,Listen,4,2024-07-26 10:33:30.404877,32,F,Free,Audio_Song_1184,John Lennon,Album_26,Rock,2022,"I want to hold your hand, I want to hold your hand",A1184,-0.752,1
I02396,U0227,Audio,Listen,3,2025-04-19 16:01:30.404877,23,M,Free,Audio_Song_16,Michael Jackson,Album_43,Hip-Hop,2013,"Uptown funk you up, uptown funk you up",A016,-0.613,0
I02397,U0416,Video,Share,3,2024-05-23 16:48:30.404877,27,Other,Premium,Video_Song_1065,Madonna,Album_74,Rock,2007,I get by with a little help from my friends,V1065,0.709,0
I02398,U0122,Video,Share,5,2024-11-26 06:27:30.404877,17,Other,Free,Video_Song_1249,Fiona Apple,Album_92,Classical,2016,"Shake it off, shake it off",V1249,-0.733,1
I02399,U0289,Video,Listen,3,2023-01-29 01:17:30.404877,45,M,Premium,Video_Song_795,Nicki Minaj,Album_5,Pop,2005,"Sweet dreams are made of this, who am I to disagree?",V795,-0.152,0
I02400,U0475,Video,Skip,5,2024-03-18 19:18:30.404877,44,Other,Free,Video_Song_1122,Megan Thee Stallion,Album_9,Classical,2006,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1122,0.11,0
I02401,U0118,Audio,Skip,5,2024-11-11 12:18:30.404877,18,Other,Premium,Audio_Song_1035,Ray Charles,Album_15,Electronic,2017,"Let it be, let it be, let it be, let it be",A1035,-0.665,0
I02402,U0250,Video,Skip,3,2024-01-13 07:12:30.404877,53,M,Premium,Video_Song_445,Red Hot Chili Peppers,Album_75,Classical,2020,"It's a beautiful day, don't let it get away",V445,0.103,0
I02403,U0434,Audio,Like,4,2025-07-28 12:51:30.404877,17,F,Free,Audio_Song_2101,Marvin Gaye,Album_2,Rock,2014,I just called to say I love you,A2101,0.515,1
I02404,U0060,Audio,Share,3,2023-06-15 06:19:30.404877,36,M,Premium,Audio_Song_359,Mariah Carey,Album_99,Jazz,1991,"Hello from the other side, I must have called a thousand times",A359,0.842,0
I02405,U0166,Audio,Skip,1,2024-12-19 20:24:30.404877,41,Other,Free,Audio_Song_1718,Lil Nas X,Album_62,Rock,2022,"I can't get no satisfaction, I can't get no satisfaction",A1718,-0.931,0
I02406,U0232,Audio,Share,5,2024-04-23 20:46:30.404877,27,M,Free,Audio_Song_795,Red Hot Chili Peppers,Album_48,Classical,2008,"Don't stop believin', hold on to that feeling",A795,-0.419,1
I02407,U0353,Video,Listen,2,2023-03-06 09:46:30.404877,36,Other,Premium,Video_Song_1741,Green Day,Album_48,Hip-Hop,2019,"Livin' on a prayer, take my hand, we'll make it I swear",V1741,0.477,0
I02408,U0484,Audio,Skip,2,2023-06-21 21:10:30.404877,32,M,Premium,Audio_Song_79,Whitney Houston,Album_8,Hip-Hop,2017,"You're simply the best, better than all the rest",A079,0.41,0
I02409,U0088,Audio,Listen,2,2025-09-04 08:06:30.404877,34,M,Free,Audio_Song_911,Aretha Franklin,Album_72,Classical,2003,I get by with a little help from my friends,A911,0.667,0
I02410,U0042,Audio,Like,2,2024-01-07 15:01:30.404877,24,M,Premium,Audio_Song_526,U2,Album_85,Jazz,2018,"Imagine there's no heaven, it's easy if you try",A526,-0.026,0
I02411,U0273,Audio,Like,5,2023-10-16 05:51:30.404877,51,M,Free,Audio_Song_1062,Johnny Cash,Album_84,Classical,2021,"I want to hold your hand, I want to hold your hand",A1062,0.024,1
I02412,U0054,Audio,Share,5,2024-09-22 09:10:30.404877,32,F,Premium,Audio_Song_632,Cardi B,Album_85,Rock,2020,"I can't get no satisfaction, I can't get no satisfaction",A632,0.747,1
I02413,U0370,Audio,Skip,3,2024-12-22 09:43:30.404877,43,Other,Free,Audio_Song_1701,Charlie Puth,Album_58,Hip-Hop,2019,"Shake it off, shake it off",A1701,0.643,0
I02414,U0267,Audio,Listen,3,2025-03-07 09:45:30.404877,49,M,Free,Audio_Song_715,Linkin Park,Album_21,Jazz,2020,"Uptown funk you up, uptown funk you up",A715,-0.176,0
I02415,U0226,Audio,Share,2,2023-06-02 21:54:30.404877,30,M,Premium,Audio_Song_1117,Dua Lipa,Album_58,Jazz,2015,"Let it be, let it be, let it be, let it be",A1117,0.957,0
I02416,U0402,Video,Skip,5,2025-07-09 10:32:30.404877,37,Other,Premium,Video_Song_2239,Selena Gomez,Album_61,Pop,2021,"Rolling in the deep, you had my heart inside of your hand",V2239,-0.035,0
I02417,U0469,Video,Like,3,2024-04-22 01:52:30.404877,27,F,Free,Video_Song_847,Coldplay,Album_90,Electronic,2001,"We will, we will rock you, we will, we will rock you",V847,0.066,0
I02418,U0147,Video,Like,3,2023-11-10 14:17:30.404877,45,Other,Free,Video_Song_607,Travis Scott,Album_25,Pop,2010,"All the single ladies, all the single ladies",V607,-0.144,0
I02419,U0483,Audio,Like,3,2023-10-18 09:19:30.404877,48,F,Free,Audio_Song_1866,Prince,Album_49,Classical,1990,"We will, we will rock you, we will, we will rock you",A1866,-0.27,0
I02420,U0119,Video,Listen,5,2023-11-21 00:23:30.404877,33,F,Free,Video_Song_1606,Fiona Apple,Album_91,Pop,1994,"Livin' on a prayer, take my hand, we'll make it I swear",V1606,-0.298,1
I02421,U0083,Video,Listen,1,2025-04-17 18:31:30.404877,31,F,Premium,Video_Song_1293,Lorde,Album_56,Classical,2006,"Hello from the other side, I must have called a thousand times",V1293,-0.509,0
I02422,U0052,Audio,Listen,2,2024-12-15 00:24:30.404877,43,F,Premium,Audio_Song_2263,Bruce Springsteen,Album_79,Pop,2008,"Imagine there's no heaven, it's easy if you try",A2263,-0.267,0
I02423,U0295,Audio,Share,3,2023-12-03 00:29:30.404877,48,Other,Premium,Audio_Song_911,Aretha Franklin,Album_72,Classical,2003,I get by with a little help from my friends,A911,0.667,0
I02424,U0060,Audio,Skip,3,2025-06-22 05:37:30.404877,36,M,Premium,Audio_Song_1549,Lorde,Album_54,Hip-Hop,2000,"Nothing else matters, never cared for what they do",A1549,0.196,0
I02425,U0127,Video,Share,2,2024-10-10 00:50:30.404877,46,Other,Free,Video_Song_1611,Olivia Rodrigo,Album_41,Classical,2005,"Here comes the sun, and I say, it's alright",V1611,-0.487,0
I02426,U0354,Video,Skip,5,2023-06-19 15:07:30.404877,22,Other,Free,Video_Song_1220,Dua Lipa,Album_27,Pop,2007,"All the single ladies, all the single ladies",V1220,0.001,0
I02427,U0067,Audio,Share,4,2024-04-22 06:43:30.404877,36,Other,Free,Audio_Song_2000,Paul McCartney,Album_70,Electronic,2005,"I want to hold your hand, I want to hold your hand",A2000,0.977,1
I02428,U0189,Audio,Listen,2,2024-08-06 07:01:30.404877,43,M,Premium,Audio_Song_1510,Eminem,Album_12,Rock,1992,"Every breath you take, every move you make",A1510,-0.569,0
I02429,U0424,Video,Skip,2,2024-05-17 01:59:30.404877,34,Other,Free,Video_Song_1749,Bob Marley,Album_81,Classical,1998,"Don't stop believin', hold on to that feeling",V1749,-0.765,0
I02430,U0410,Video,Listen,4,2024-03-25 22:01:30.404877,20,F,Premium,Video_Song_1971,Whitney Houston,Album_72,Hip-Hop,2001,"Shake it off, shake it off",V1971,0.614,1
I02431,U0190,Video,Skip,4,2024-07-22 09:58:30.404877,57,Other,Free,Video_Song_1917,Ariana Grande,Album_57,Rock,2001,"You're simply the best, better than all the rest",V1917,0.829,0
I02432,U0296,Audio,Listen,2,2023-03-25 05:31:30.404877,32,F,Free,Audio_Song_2108,Paul McCartney,Album_75,Pop,1991,"Imagine there's no heaven, it's easy if you try",A2108,0.796,0
I02433,U0347,Video,Share,3,2023-05-16 02:11:30.404877,18,M,Free,Video_Song_1658,Coldplay,Album_28,Classical,1993,"Cause baby you're a firework, come on show 'em what you're worth",V1658,0.666,0
I02434,U0323,Audio,Skip,4,2025-03-23 09:21:30.404877,51,M,Free,Audio_Song_1181,Travis Scott,Album_65,Pop,1995,"Beat it, beat it, no one wants to be defeated",A1181,-0.316,0
I02435,U0071,Video,Skip,1,2023-03-03 18:07:30.404877,16,F,Premium,Video_Song_1752,Taylor Swift,Album_68,Electronic,2023,"Here comes the sun, and I say, it's alright",V1752,0.622,0
I02436,U0124,Audio,Skip,1,2024-10-17 21:19:30.404877,33,Other,Free,Audio_Song_2098,Bruce Springsteen,Album_2,Jazz,1995,"Let it be, let it be, let it be, let it be",A2098,0.12,0
I02437,U0003,Video,Skip,2,2024-02-07 17:29:30.404877,23,F,Free,Video_Song_469,Beyoncé,Album_39,Electronic,2010,"I can't get no satisfaction, I can't get no satisfaction",V469,0.492,0
I02438,U0341,Audio,Listen,3,2024-09-28 00:35:30.404877,48,M,Free,Audio_Song_1689,John Mayer,Album_33,Hip-Hop,1992,I get by with a little help from my friends,A1689,-0.697,0
I02439,U0243,Audio,Listen,4,2023-12-21 05:06:30.404877,22,F,Free,Audio_Song_10,Lady Gaga,Album_64,Hip-Hop,2014,"Sweet dreams are made of this, who am I to disagree?",A010,-0.559,1
I02440,U0485,Audio,Skip,2,2024-10-29 09:20:30.404877,24,M,Premium,Audio_Song_208,Coldplay,Album_17,Electronic,1995,"Shake it off, shake it off",A208,0.652,0
I02441,U0402,Audio,Skip,4,2023-08-21 07:34:30.404877,37,Other,Premium,Audio_Song_963,Linkin Park,Album_47,Hip-Hop,2001,Is this the real life? Is this just fantasy?,A963,-0.376,0
I02442,U0044,Video,Skip,1,2024-03-29 14:38:30.404877,16,M,Premium,Video_Song_2011,Post Malone,Album_67,Hip-Hop,1999,"Nothing else matters, never cared for what they do",V2011,0.778,0
I02443,U0091,Audio,Like,3,2023-01-11 00:57:30.404877,19,M,Premium,Audio_Song_1493,Freddie Mercury,Album_8,Pop,2004,"Cause baby you're a firework, come on show 'em what you're worth",A1493,-0.81,0
I02444,U0074,Video,Like,1,2024-02-24 22:43:30.404877,56,F,Free,Video_Song_2379,Amy Winehouse,Album_98,Electronic,1996,"Sweet dreams are made of this, who am I to disagree?",V2379,0.714,0
I02445,U0259,Video,Like,5,2023-03-07 21:24:30.404877,46,F,Premium,Video_Song_873,Prince,Album_64,Rock,1994,"Nothing else matters, never cared for what they do",V873,-0.631,1
I02446,U0363,Video,Listen,1,2023-01-25 16:47:30.404877,27,Other,Premium,Video_Song_1543,Ray Charles,Album_78,Hip-Hop,2020,"It's a beautiful day, don't let it get away",V1543,-0.414,0
I02447,U0345,Video,Listen,4,2024-03-04 01:26:30.405877,51,Other,Premium,Video_Song_1915,Billie Eilish,Album_72,Hip-Hop,2012,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1915,0.146,1
I02448,U0479,Video,Skip,5,2024-08-22 23:19:30.405877,49,M,Free,Video_Song_1192,Megan Thee Stallion,Album_19,Electronic,1998,I just called to say I love you,V1192,-0.664,0
I02449,U0097,Audio,Skip,1,2025-02-27 09:51:30.405877,28,Other,Free,Audio_Song_1827,Johnny Cash,Album_17,Jazz,2012,"Cause baby you're a firework, come on show 'em what you're worth",A1827,0.049,0
I02450,U0276,Audio,Like,5,2025-01-02 23:00:30.405877,52,F,Free,Audio_Song_1062,Johnny Cash,Album_84,Classical,2021,"I want to hold your hand, I want to hold your hand",A1062,0.024,1
I02451,U0460,Video,Skip,1,2024-04-01 11:23:30.405877,48,Other,Free,Video_Song_2247,Bruno Mars,Album_41,Hip-Hop,2021,Hit me baby one more time,V2247,0.542,0
I02452,U0414,Video,Listen,3,2024-07-18 01:02:30.405877,43,F,Premium,Video_Song_2109,Sam Smith,Album_39,Rock,2010,Hit me baby one more time,V2109,-0.424,0
I02453,U0226,Audio,Like,1,2025-01-07 03:04:30.405877,30,M,Premium,Audio_Song_1080,Sam Cooke,Album_5,Hip-Hop,2022,"You're simply the best, better than all the rest",A1080,-0.404,0
I02454,U0098,Video,Like,1,2025-01-08 14:22:30.405877,44,Other,Free,Video_Song_1361,The Weeknd,Album_41,Hip-Hop,1996,"Beat it, beat it, no one wants to be defeated",V1361,0.518,0
I02455,U0073,Audio,Share,1,2024-09-29 19:03:30.405877,15,Other,Premium,Audio_Song_990,Selena Gomez,Album_97,Rock,2017,"Nothing else matters, never cared for what they do",A990,0.504,0
I02456,U0069,Video,Share,3,2023-01-13 02:00:30.405877,35,M,Premium,Video_Song_306,Imagine Dragons,Album_13,Electronic,2025,"Sweet dreams are made of this, who am I to disagree?",V306,0.533,0
I02457,U0216,Video,Skip,3,2024-04-16 10:56:30.405877,33,Other,Free,Video_Song_1111,Halsey,Album_18,Pop,2024,Is this the real life? Is this just fantasy?,V1111,-0.083,0
I02458,U0053,Video,Listen,1,2024-05-31 09:29:30.406167,48,F,Premium,Video_Song_285,Hozier,Album_99,Classical,1995,"Let it be, let it be, let it be, let it be",V285,-0.014,0
I02459,U0453,Video,Share,4,2025-02-13 23:36:30.406167,17,Other,Premium,Video_Song_445,Red Hot Chili Peppers,Album_75,Classical,2020,"It's a beautiful day, don't let it get away",V445,0.103,1
I02460,U0391,Video,Listen,3,2023-05-08 18:04:30.406167,31,Other,Free,Video_Song_1168,Bruce Springsteen,Album_88,Classical,1995,"Sweet dreams are made of this, who am I to disagree?",V1168,-0.076,0
I02461,U0289,Video,Like,5,2023-05-10 00:43:30.406167,45,M,Premium,Video_Song_2265,Red Hot Chili Peppers,Album_15,Electronic,2007,"Every breath you take, every move you make",V2265,0.385,1
I02462,U0316,Video,Share,5,2024-04-22 10:22:30.406167,42,M,Premium,Video_Song_167,Johnny Cash,Album_8,Jazz,1999,"I can't get no satisfaction, I can't get no satisfaction",V167,-0.902,1
I02463,U0176,Audio,Share,4,2023-08-21 04:49:30.406167,47,M,Free,Audio_Song_1250,Otis Redding,Album_99,Hip-Hop,1993,"You're simply the best, better than all the rest",A1250,0.083,1
I02464,U0199,Audio,Listen,1,2025-01-20 13:52:30.406167,42,F,Free,Audio_Song_1392,J. Cole,Album_79,Pop,1992,"I will always love you, I will always love you",A1392,0.289,0
I02465,U0365,Audio,Like,3,2023-05-30 04:01:30.406167,41,M,Free,Audio_Song_1229,Tupac Shakur,Album_73,Classical,2013,"Beat it, beat it, no one wants to be defeated",A1229,-0.8,0
I02466,U0141,Video,Share,4,2023-01-18 13:41:30.406420,46,F,Premium,Video_Song_1468,Tina Turner,Album_82,Hip-Hop,2012,"Cause baby you're a firework, come on show 'em what you're worth",V1468,0.012,1
I02467,U0324,Video,Skip,1,2025-03-17 07:29:30.406420,46,F,Premium,Video_Song_128,Imagine Dragons,Album_68,Jazz,2018,"Livin' on a prayer, take my hand, we'll make it I swear",V128,-0.312,0
I02468,U0118,Audio,Skip,2,2023-07-22 17:35:30.406420,18,Other,Premium,Audio_Song_690,Biggie Smalls,Album_43,Jazz,2012,"I can't get no satisfaction, I can't get no satisfaction",A690,0.589,0
I02469,U0466,Audio,Like,5,2024-07-13 12:04:30.406420,57,M,Free,Audio_Song_1440,Billie Eilish,Album_20,Rock,1992,"Let it be, let it be, let it be, let it be",A1440,0.282,1
I02470,U0427,Video,Listen,4,2025-09-20 17:32:30.406420,37,M,Premium,Video_Song_166,Charlie Puth,Album_1,Rock,2023,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V166,0.483,1
I02471,U0155,Audio,Listen,3,2024-01-23 23:18:30.406420,38,Other,Free,Audio_Song_2379,Khalid,Album_75,Classical,1999,"Uptown funk you up, uptown funk you up",A2379,-0.717,0
I02472,U0412,Video,Listen,2,2024-02-13 00:51:30.406420,56,M,Free,Video_Song_796,The Chainsmokers,Album_7,Rock,2020,"Beat it, beat it, no one wants to be defeated",V796,-0.472,0
I02473,U0050,Video,Skip,2,2024-12-22 22:50:30.406420,42,F,Free,Video_Song_1976,Shawn Mendes,Album_12,Rock,2001,"Don't stop believin', hold on to that feeling",V1976,0.864,0
I02474,U0152,Audio,Listen,2,2023-10-13 04:47:30.406420,27,Other,Premium,Audio_Song_53,Biggie Smalls,Album_22,Classical,2023,"Shake it off, shake it off",A053,-0.093,0
I02475,U0078,Audio,Like,1,2024-04-22 07:27:30.406420,37,Other,Free,Audio_Song_837,Lizzo,Album_76,Pop,2006,Hit me baby one more time,A837,0.436,0
I02476,U0204,Video,Skip,5,2025-06-05 15:47:30.406420,32,Other,Premium,Video_Song_1463,Lil Nas X,Album_68,Jazz,2024,"Every breath you take, every move you make",V1463,0.661,0
I02477,U0393,Video,Like,3,2023-09-21 05:11:30.406420,54,Other,Free,Video_Song_1227,Eminem,Album_98,Electronic,1991,"You're simply the best, better than all the rest",V1227,-0.483,0
I02478,U0077,Video,Like,3,2025-07-03 10:01:30.406420,31,Other,Free,Video_Song_1330,Celine Dion,Album_50,Electronic,2003,I just called to say I love you,V1330,0.816,0
I02479,U0219,Audio,Skip,1,2023-08-13 16:47:30.406420,47,F,Premium,Audio_Song_1822,Johnny Cash,Album_65,Jazz,2025,"We will, we will rock you, we will, we will rock you",A1822,-0.625,0
I02480,U0200,Audio,Skip,4,2023-03-29 18:43:30.406420,24,M,Free,Audio_Song_2436,Ed Sheeran,Album_93,Pop,2024,"Livin' on a prayer, take my hand, we'll make it I swear",A2436,0.989,0
I02481,U0330,Video,Like,1,2023-05-13 15:35:30.406420,28,F,Free,Video_Song_256,Justin Bieber,Album_86,Electronic,2022,"Uptown funk you up, uptown funk you up",V256,0.488,0
I02482,U0191,Audio,Listen,1,2025-07-31 16:19:30.406420,57,Other,Free,Audio_Song_72,Miley Cyrus,Album_33,Rock,2011,"Nothing else matters, never cared for what they do",A072,0.637,0
I02483,U0325,Audio,Share,1,2023-03-12 08:49:30.406420,28,F,Premium,Audio_Song_1934,Billie Eilish,Album_79,Classical,1996,I just called to say I love you,A1934,0.511,0
I02484,U0428,Audio,Listen,2,2024-11-22 17:01:30.406420,59,M,Free,Audio_Song_1099,Biggie Smalls,Album_32,Hip-Hop,2017,"Let it be, let it be, let it be, let it be",A1099,0.921,0
I02485,U0481,Audio,Share,2,2023-12-28 10:47:30.406420,57,F,Premium,Audio_Song_735,Joni Mitchell,Album_36,Electronic,2023,"Hello from the other side, I must have called a thousand times",A735,-0.998,0
I02486,U0307,Video,Listen,2,2024-05-20 20:51:30.406420,24,Other,Premium,Video_Song_584,BTS,Album_29,Hip-Hop,2016,"Uptown funk you up, uptown funk you up",V584,0.794,0
