DBA Name,Facility Type,Risk,Address,Zip,Inspection Date,Inspection Type,Results,Violations
BANNER WEST ACADEMY,School,Risk 1 (High),819 N LEAMINGTON ST ,60651.0,03/11/2016,Canvass Re-Inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments:  VIOLATION CORRECTED,OBSERVED PLEXI GLASS BEING INSTALLED AT STEAM TABLE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE CEILING IN THE MENS AND LADIES RESTROOM 1ST FLOOR NOT CLEAN.PEELING PAINT, INSTRUCTED TO CLEAN, AND REMOVE PEELING PAINT AND RESEAL. ALSO CLEAN LADIES RESTROOM LIGHT SHIELD. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO HAND SINK IN THE LUNCHROOM SERVING LINE(IN GYM),INSTRUCTED TO PROVIDE."
KYOTO LINCOLN  PARK RESTAURANT,Restaurant,Risk 1 (High),2534 N LINCOLN AVE ,60614.0,03/10/2016,Canvass,Out of Business,
"BIG BABA'S STEAK & LEMONADE, INC.",Restaurant,Risk 2 (Medium),328 E PERSHING RD ,60653.0,03/10/2016,Complaint Re-Inspection,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED TWO DRAIN STOPPERS FOR THE THREE COMP SINK; MUST PROVIDE AN ADDITIONAL STOPPER FOR A TOTAL OF THREE TO PROPERLY SET UP SINK TO WASH RINSE AND SANITIZE. THE EXPOSED HANDSINK IN THE FRONT PREP AREA IS DRAINING SLOWLY; MUST CORRECT SO THAT WATER DRAINS CORRECTLY FROM SINK. OBSERVED A CRACK IN THE TOILET BOWL LID IN THE WASHROOM; SEAL OR REPLACE LID ON BACK OF TOILET. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: FOUND WET MOP STORED IN MOP BUCKET, INSTRUCTED ON PROPER STORAGE OF WET MOP. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER AND AROUND EQUIPMENT THROUGHOUT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL HOLE IN WALL AROUND PIPE UNDERNEATH THE THREE COMP SINK AND BEHIND HOT WATER TANK IN STORAGE CLOSET. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: FOUND NO SELF CLOSING DEVICE AT THE WASHROOM DOOR; MUST PROVIDE/INSTALL A SELF CLOSING DEVICE ON WASHROOM DOOR. | 10. SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS  CONNECTION AND/OR BACK FLOW - Comments: CORRECTED.  DRAIN IS NOT OVERFLOWING ONTO THE FLOOR AT THIS TIME.  OWNER CLEANED THE PIPE SO THAT WATER FLOWS DOWN THE DRAIN WITHOUT OVERFLOWING.   | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  MUST CLEAN EXTERIOR OF FRYERS AND INTERIOR BOTTOM OF FRYERS TO REMOVE GREASE OBSERVED. CLEAN UNDERNEATH GRILL TO REMOVE PARTICLES."
SUSHI PARA  M,Restaurant,Risk 1 (High),1633 N MILWAUKEE AVE ,60647.0,03/10/2016,Canvass,Pass w/ Conditions,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: NOTED ASSORTED FOOD ITEMS THROUGH OUT COOLERS AND FREEZERS NOT PROPERLY LABELED. INSTRUCTED TO PROPERLY LABEL ALL FOOD ITEMS WITH PRODUCT NAME PREPARED BY DATE. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: NOTED INTERNAL TEMPERATURES OF THE FOLLOWING POTENTIALLY HAZARDOUS FOOD ITEMS INSIDE COOLERS TO BE IMPROPER:- CHICKEN 46.1F, SUSHI 64.1F, TUNA 56F, SUSHI 51F, SALMON 47.4F AND SHRIMP 44.1F. MANAGER IMMEDIATELY AND VOLUNTARILY DISPOSED OF 13 LBS OF PRODUCTS WORTH $32.00 THROUGH DENATURING PROCESS.
CRITICAL VIOLATION #7-38-005(A) | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: NOTED REAR EXPOSED HAND WASH SINK INACCESSIBLE WITH BOXES OF COOKING OIL AND GALLONS OF SOY SAUCE IN FRONT OF THE HAND WASH SINK. INSTRUCTED TO HAVE ALL HAND WASH SINKS ACCESSIBLE AT ALL TIMES. MANAGER IMMEDIATELY HAD EMPLOYEES REMOVE CONTAINERS FROM THE FRONT OF SINK.
CRITICAL VIOLATION #7-38-030 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO CLEAN ALL SHELVES AT THE REAR KITCHEN PREP AREA WITH SPILLS, FOOD PARTICLES AND DIRT. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO CLEAN RUBBERS GASKET LINING AT DOOR OF REAR PREP AREA WITH DIRT AND DEBRIS ENCRUSTED ON THE LININGS."
GARGOYLE CAFE,Restaurant,Risk 1 (High),5835 S GREENWOOD AVE ,60637.0,03/10/2016,Canvass,Pass w/ Conditions,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKY FAUCET AT THE THREE COPARTMENT SINK AND REMOVE FOUL ODORS COMING FROM THE GREASE TRAP WHEN WATER DRAINED FROM SINK BASIN.  | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: REFRIGERATED FOOD STORAGE FACILITIES AT IMPROPER TEMPERATURES.  NOTED THE PREP COOLER AT 48 DEGREES F.  MUST REPAIR AND MAINTAIN AT 40 DEGREES F AND BELOW.  CRITICAL CITATION ISSUED 7-38-005A | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURES.  NOTED APPROXIMATELY 2LBS OF TUNA SALAD AT 46.5 DEGREES F, 3LBS OF CHICKEN SALAD AT 46.5 DEGREES F, 1LB OF VARIOUS LETTUCE AT 47 DEGREES F, 12 LBS OF VARIOUS DELI MEATS AT 45-47.5 DEGREES F, 4LBS OF CHEESE AT 49 DEGREES F AND 1LB OF SLICED TOMATOES AT 46 DEGREES F. MUST MAINTAIN POTENTIALLY HAZARDOUS FOODS AT 40 DEGREES F AND BELOW OR 140 DEGREES F AND ABOVE. CRITICAL CITATION ISSUED 7-38-005A"
NANA,Restaurant,Risk 1 (High),3265-3267 S HALSTED ST ,60608.0,03/10/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED DEEP DARK GROOVES ON THE CUTTING BOARDS LOCATED ACROSS FROM THE COOKING EQUIPMENT. INSTRUCTED TO REPLACE AND MAINTAIN."
Churro Factory Inc,Restaurant,Risk 2 (Medium),2214 S Wolcott AVE ,60608.0,03/10/2016,Canvass Re-Inspection,Pass,"22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: CORRECTED. CHEMICAL TEST STRIPS ON SITE. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: CORRECTED. PREVIOUS MINOR VIOLATIONS CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: OBSERVED FOOD HANDLER CERTIFICATES NOT AVAILABLE FOR ALL OF THE EMPLOYEES. INSTRUCTED TO MAKE FOOD HANDLER'S CERTIFICATES FOR ALL EMPLOYEES AVAILABLE AT ALL TIMES FACILITY IS OPEN AND OPERATING. 
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CORRECTED."
GYRO-MENA,Restaurant,Risk 1 (High),769 W JACKSON BLVD ,60661.0,03/10/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED ACCUMULATION OF FOOD DEBRIS ON THE FOLLOWING SURFACES: ON THE SHELVING IN THE WALK-IN COOLER, IN THE 1-DOOR UPRIGHT COOLERS NEAR DRY STORAGE, THE HANDLES ON THE 1-DOOR UPRIGHT COOLERS AND THE SLIDING DOOR TRACKS ON THE DISPLAY COOLER. INSTRUCTED TO CLEAN AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ALUMINUM FOIL IS BEING USED TO LINE THE SHELVING ABOVE THE COOK LINE. CARDBOARD IS BEING USED TO LINE THE LOWER SHELVING IN THE COOK LINE. INSTRUCTED TO REMOVE THE ALUMINUM FOIL AND CARDBOARD AND MAINTAIN ALL EQUIPMENT SURFACES TO BE SMOOTH, DURABLE AND EASILY CLEANABLE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER (BOXES, EQIUPMENT, MAINTENANCE EQUIPEMENT) STORED IN THE REAR STORAGE ROOM. INSTRUCTED TO REMOVE UNNECESSARY ARTICLES AND ORGANIZE STORAGE ITEMS SUCH THAT THEY ARE AT LEAST 6 INCHES OFF THE FLOOR. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED ACCUMULATION OF DEBRIS UNDER THE EQUIPMENT SHELVING NEAR THE THREE COMPARTMENT SINK AND SURROUNDING THE GREASE TRAP. INSTRUCTED TO CLEAN AND MAINTAIN. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: THE FRONT COCA-COLA COOLER AND THE REAR 7-UP COOLER ARE MISSING THERMOMETERS. INSTRUCTED TO PLACE THERMOMETERS IN THE COOLERS."
CHINA GARDEN,Restaurant,Risk 1 (High),13328 S BALTIMORE AVE ,60633.0,03/10/2016,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED THE FILTERS AND HOOD ABOVE THE COOKING EQUIPMENT DIRTY. MUST CLEAN TO REMOVE GREASE AND DUST. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: NOTED CLUTTER IN THE REAR STORAGE ROOM. MUST PROPERLY ELEVATE STOCK 6' OFF THE FLOOR AND AWAY FROM THE WALLS FOR CLEANING AND PEST MONITORING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING AROUND COOKING EQUIPMENT AND IN THE STORAGE AREAS ALONG THE WALL BASE AND IN CORNERS TO REMOVE SPILLS AND DEBRIS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: NOTED THE INTERIOR OF COOLERS, THE BOTTOM SHELVES OF PREP TABLE,AND THE TABLE NEXT TO THE WOK DIRTY. MUST CLEAN TO REMOVE SPILLS."
BITOY'S SWEET TREATS INC,Restaurant,Risk 1 (High),5957 W CHICAGO AVE ,60651.0,03/10/2016,Canvass Re-Inspection,Pass,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: VIOLATION CORRECTED,OUTSIDE COMMERCIAL DUMPSTER PROVIDED | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST PROVIDE A SPRING ON THE EMPLOYEES WASHROOM DOOR FOR SELF-CLOSING 
"
KENTUCKY FRIED CHICKEN 521046,Restaurant,Risk 1 (High),6034 W NORTH AVE ,60639.0,03/10/2016,Canvass,Out of Business,
Evers,School,Risk 1 (High),9811 S Lowe (632W) ,60628.0,03/10/2016,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROVIDE HOT RUNNING WATER AT RIGHT SINK AND COLD RUNNING WATER AT MIDDLE SINK IN BOYS SECOND FLOOR WASHROOM. REPAIR LEAKING FAUCET ON WASHBOWL IN LUNCHROOM STAFF OFFICE WASHROOM. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE MILK CRATES AND PROVIDE ADEQUATE SHELVING FOR STORAGE IN WALK-IN COOLER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS ALONG WALLS AND CORNERS UNDER DISH MACHINE DRAINBOARD."
EASTER SEALS METROPOLITAN CHICAGO INC.,School,Risk 1 (High),1939 W 13TH ST. ,60608.0,03/10/2016,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. EXIT DOOR NOW RODENT PROOFED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED ACUUMULATED DUST ON THE VENTS LOCATED ABOVE THE 2 DOOR REFRIGERATORS. INSTRUCTED TO CLEAN AND MAINTAIN. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  OBSERVED WATER PRESSURE NEEDS TO BE INCREASE ON THE EXPOSED HAND SINK LOCATED NEXT TO THE 3 COMPARTMENT SINK. INSTRUCTED TO REPAIR AND MAINTAIN. 
"
UPLIFT Community AT ARAI,School,Risk 1 (High),900 W Wilson AVE ,60640.0,03/10/2016,Canvass,Pass w/ Conditions,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO PAPER TOWEL ON THE HAND SINK IN THE SERVING AREA. INSTRUCTED MANAGER THAT ALL HAND WASHING FACILITIES MUST BE PROVIDED WITH PAPER TOWEL OR SANITARY HAND DRYING DEVICE. CRITICAL CITATION 7 38-030. MANAGER ASKED ONE OF HIS EMPLOYEE TO PUT PAPER TOWEL ON THE HAND SINK DURING INSPECTION.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: ALL CEILING VENT COVER IN ALL WASHROOMS  WITH DUST BUIDL-UP. MUST CLEAN, REMOVE DUST AND MAINTAIN."
PILSEN SENIOR CENTER,Golden Diner,Risk 1 (High),2021 S MORGAN ST ,60608.0,03/10/2016,Canvass,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED NO LIGHT SHIELDS ON THE LIGHT BULBS LOCATED DIRECTLY ABOVE THE PREP TABLE IN THE FOOD PREP AREA. INSTRUCTED TO PROVIDE AND MAINTAIN."
MANN PARK,Golden Diner,Risk 1 (High),3035 E 130TH ST ,60633.0,03/10/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN THE STORAGE SHELVING IN THE DRY/PAPER GOOD STORAGE ROOM TO REMOVE DEBRIS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING UNDER CRATES AND ALONG THE WALL BASE AND IN CORNERS TO REMOVE DEBRIS."
HARRY CARAY'S RESTAURANT,Restaurant,Risk 1 (High),33 W KINZIE ST ,60654.0,03/10/2016,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED, FRONT ENTRANCE DOUBLE DOORS RODENT PROOFED, NO INSECT ACTIVITY OBSERVED ON PREMISES AT THIS TIME. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED"
DOREEN'S PIZZERIA,Restaurant,Risk 1 (High),13201 S BALTIMORE AVE ,60633.0,03/09/2016,Canvass,Pass w/ Conditions,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: NOTED POTENTIALLY HAZARDOUS FOODS AT IMPROPER INTERNAL TEMPERATURE INSIDE PREP COOLER: 10lbs BOX OF HAMBURGER PATTIES AT 45.9F AND 10lbs CONTAINER OF CHICKEN BREAST AT 49.7F. MANAGER DISCARD AND DENATURED FOOD ITEMS, TOTAL WEIGHT 20lbs AT $75. CITATION ISSUED #7-38-005(A). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING IN THE BASEMENT AND IN PREP AREA BEHIND COOKING EQUIPMENT TO REMOVE DEBRIS AND SPILLS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED THE HOOD AND FILTERS ABOVE THE COOKING EQUIPMENT DIRTY. MUST CLEAN TO REMOVE DEBRIS AND GREASE."
DA-DA'S INC,,Risk 3 (Low),8052 S RACINE AVE ,60620.0,03/09/2016,License,Not Ready,
HAMMOND HOUSE,LONG TERM CARE,Risk 1 (High),6701 S MORGAN ST ,60621.0,03/09/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOOR IN KITCHEN AREA OF FOOD SPILLS ALONG FLOOR BASE AT 2-COMP SINK."
SARAH'S CANDIES,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE ,60666.0,03/09/2016,License Re-Inspection,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: CORRECTED (HAND DRYING DEVICE/PAPER TOWEL HAS BEEN PROVIDED). | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED (LICENSED PEST CONTROL LOGBOOK AND SERVICE HAS BEEN PROVIDED). | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: CORRECTED (GRAVITY FEEDER FOR BULK CANDIES HAS NOW BEEN PROVIDED). | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: CORRECTED (CHEMICAL COMPOUND OR PLUMBERS PUTTY HAS BEEN REMOVED FROM 3 COMPARTMENT AND EXPOSED HAND SINK). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED"
KNIGHT HOUSE,Long Term Care,Risk 1 (High),6600 S STEWART AVE ,60621.0,03/09/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOOR UNDER SHELVING IN DRY FOOD STORAGE AREA AND IN FURNANCE CLOSET."
MOY LEE RESTAURANT,Restaurant,Risk 1 (High),5346 N MILWAUKEE AVE ,60630.0,03/09/2016,Complaint,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED PREPARED FOODS IN THE COOLERS WITHOUT LABELS. INSTRUCTED FACILITY TO LABEL ALL PREPARED FOODS AND TO MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED FOOD BEING STORED IN PLASTIC GROCERY BAGS. INSTRUCTED FACILITY TO USE ONLY FOOD GRADE MATERIALS AND TO MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED DIRT ACCUMULATION ON THE TALL 2 DOOR COOLER FANGUARD. INSTRUCTED FACILITY TO CLEAN AND MAINTAIN.  
 
OBSERVED DIRT ACCUMULATION ON THE WALK IN COOLER SHELVES. INSTRUCTED FACILITY TO CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DIRT AND GREASE ACCUMULATION ON THE WALL BEHIND THE COOKING LINE. INSTRUCTED FACILITY TO CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED A LEAK AT THE NECK OF THE THREE COMPARTMENT SINK FAUCET. INSTRUCTED FACILITY TO REPAIR AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED HEAVY ICE BUILDUP ON THE TALL 1 DOOR FREEZER IN THE KITCHEN. INSTRUCTED FACILITY TO DEFROST AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DIRT ACCUMULATION ON THE WALK IN COOLER FANGUARD. INSTRUCTED FACILITY TO CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED THE KITCHEN EXPOSED HANDSINK TO BE SLOW DRAINING. INSTRUCTED FACILITY TO REPAIR AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED DIRT, GREASE, AND FOOD ACCUMULATION ON THE FLOOR BEHIND AND UNDER THE COOKING EQUIPMENT. INSTRUCTED FACILITY TO CLEAN AND MAINTAIN."
JUDI'S SPORTS BAR & GRILL,Restaurant,Risk 1 (High),512 E 103RD ST ,60628.0,03/09/2016,Canvass Re-Inspection,Pass,"43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ICE SCOOP PROPERLY STORED. | 70. NO SMOKING REGULATIONS - Comments: ASHTRAYS REMOVED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS CLEANED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FAUCET TIGHTENED ON WASHBOWL AND STOPPERS PROVIDED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STOCK ELEVATED OFF FLOOR. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: KITCHEN EXPOSED SINK REPAIRED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: MICE DROPPINGS REMOVED IN STORAGE AREAS. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: SANITIZER TEST KIT PROVIDED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SHELVES REPLACED IN REACH-IN COOLER AND SPLASH GUARD INSTALLED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR SURFACES OF ALL COOKING EQUIPMENT, STEAM TABLES, COOLERS, CABINETS AND SHELVES BEHIND BAR, ICE MACHINE, FANGUARD INSIDE REACH-IN COOLER, LOWER LEDGES IN BAR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS CLEANED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELDS REPLACED."
