age,workclass,education,education-num,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Private,Some-college,10,Exec-managerial,White,Female,0,0,50,United-States,<=50K
37,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
26,Private,Bachelors,13,Sales,White,Female,0,0,48,United-States,<=50K
49,Private,HS-grad,9,Craft-repair,White,Male,5013,0,60,United-States,<=50K
20,Private,Some-college,10,Prof-specialty,White,Female,0,0,30,United-States,<=50K
37,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Private,5th-6th,3,Craft-repair,White,Male,0,0,48,Mexico,<=50K
44,Private,Bachelors,13,Tech-support,White,Male,0,0,35,United-States,<=50K
30,Local-gov,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
55,Local-gov,HS-grad,9,Other-service,White,Male,0,0,40,United-States,<=50K
36,Private,11th,7,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
29,Private,12th,8,Tech-support,White,Male,0,0,40,United-States,<=50K
45,State-gov,Assoc-voc,11,Protective-serv,White,Male,0,0,40,United-States,<=50K
38,Self-emp-inc,Bachelors,13,Sales,White,Male,0,0,55,United-States,>50K
42,Private,Some-college,10,Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
27,Private,Assoc-voc,11,Exec-managerial,White,Female,0,0,40,United-States,<=50K
20,Private,Some-college,10,Adm-clerical,White,Male,0,0,25,United-States,<=50K
43,Private,Bachelors,13,Prof-specialty,White,Male,0,0,35,United-States,<=50K
21,Private,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,<=50K
33,Private,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
36,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,80,United-States,>50K
34,Private,12th,8,Other-service,White,Male,0,0,40,Dominican-Republic,<=50K
54,Private,Some-college,10,Exec-managerial,White,Male,0,0,44,United-States,>50K
30,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
63,Private,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
36,Private,Bachelors,13,Exec-managerial,White,Male,0,0,50,United-States,>50K
25,Private,Bachelors,13,Exec-managerial,White,Male,0,0,50,United-States,<=50K
55,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
44,Private,Some-college,10,Prof-specialty,White,Male,0,0,45,United-States,>50K
41,Private,HS-grad,9,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
47,Private,Assoc-acdm,12,Prof-specialty,White,Male,0,0,40,United-States,>50K
41,Private,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,>50K
35,Private,HS-grad,9,Transport-moving,Other,Male,0,0,40,Dominican-Republic,<=50K
18,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Other-service,White,Female,0,0,30,United-States,<=50K
57,Private,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,1st-4th,2,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,65,United-States,<=50K
25,Self-emp-inc,Some-college,10,Sales,White,Female,0,0,35,United-States,<=50K
35,Self-emp-not-inc,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
61,Private,Assoc-voc,11,Adm-clerical,White,Male,0,0,40,United-States,<=50K
36,State-gov,Bachelors,13,Prof-specialty,White,Female,0,0,55,United-States,<=50K
18,Private,12th,8,Sales,Black,Female,0,0,15,United-States,<=50K
21,Private,Some-college,10,Sales,Black,Female,0,0,20,United-States,<=50K
32,Local-gov,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,<=50K
52,Private,12th,8,Machine-op-inspct,White,Male,0,0,45,United-States,>50K
48,Private,HS-grad,9,Craft-repair,White,Male,0,0,55,United-States,<=50K
40,Private,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
35,Private,HS-grad,9,Exec-managerial,White,Male,5178,0,40,United-States,>50K
42,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
34,Private,Some-college,10,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
27,Private,Assoc-acdm,12,Tech-support,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,Bachelors,13,Farming-fishing,White,Male,0,0,65,United-States,<=50K
65,Self-emp-not-inc,9th,5,Craft-repair,White,Male,0,0,45,United-States,<=50K
61,Self-emp-inc,Masters,14,Exec-managerial,White,Female,0,0,99,United-States,<=50K
18,Private,Some-college,10,Sales,White,Male,0,0,28,United-States,<=50K
48,Private,Doctorate,16,Prof-specialty,White,Male,0,0,45,United-States,>50K
26,Private,Some-college,10,Transport-moving,Black,Male,2174,0,75,United-States,<=50K
30,Private,Bachelors,13,Sales,White,Male,0,0,40,United-States,<=50K
68,Self-emp-not-inc,HS-grad,9,Farming-fishing,White,Male,0,0,50,United-States,>50K
23,Private,HS-grad,9,Sales,White,Male,0,0,80,United-States,<=50K
65,Self-emp-not-inc,HS-grad,9,Exec-managerial,White,Male,0,0,24,United-States,<=50K
32,Private,Bachelors,13,Adm-clerical,White,Male,0,0,44,United-States,<=50K
44,Private,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,>50K
48,Local-gov,Masters,14,Prof-specialty,White,Female,0,0,40,United-States,>50K
24,Private,Assoc-voc,11,Tech-support,White,Male,0,0,45,United-States,<=50K
58,Private,Some-college,10,Farming-fishing,White,Male,0,0,40,United-States,<=50K
32,Local-gov,Some-college,10,Prof-specialty,White,Male,0,0,50,Germany,<=50K
54,Private,Masters,14,Exec-managerial,White,Male,0,0,50,United-States,>50K
35,Private,Masters,14,Prof-specialty,White,Male,0,0,45,United-States,>50K
35,Private,Assoc-acdm,12,Exec-managerial,White,Female,0,0,50,United-States,<=50K
24,Private,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
50,Private,HS-grad,9,Prof-specialty,White,Male,99999,0,40,United-States,>50K
38,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
57,Local-gov,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,>50K
38,Private,Some-college,10,Sales,White,Male,0,0,60,United-States,<=50K
49,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
25,Private,Bachelors,13,Tech-support,White,Female,0,0,16,United-States,<=50K
56,Private,Some-college,10,Transport-moving,White,Male,0,0,40,United-States,<=50K
32,Private,11th,7,Other-service,White,Female,0,0,40,United-States,<=50K
22,Private,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Private,Some-college,10,Adm-clerical,White,Female,0,0,12,United-States,<=50K
62,Self-emp-not-inc,HS-grad,9,Transport-moving,White,Male,0,0,48,United-States,<=50K
26,Local-gov,Bachelors,13,Protective-serv,White,Male,0,0,40,United-States,<=50K
46,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,>50K
33,Private,Bachelors,13,Sales,White,Female,0,0,50,United-States,>50K
65,Without-pay,HS-grad,9,Transport-moving,White,Male,2414,0,20,United-States,<=50K
46,Private,Some-college,10,Craft-repair,White,Male,7688,0,40,United-States,>50K
43,Local-gov,Assoc-voc,11,Exec-managerial,White,Female,0,0,40,United-States,<=50K
43,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
35,Private,10th,6,Craft-repair,White,Male,0,0,40,United-States,<=50K
48,Private,HS-grad,9,Handlers-cleaners,White,Female,0,0,48,United-States,<=50K
55,Federal-gov,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
45,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,<=50K
56,Private,Bachelors,13,Exec-managerial,White,Male,4508,0,40,United-States,<=50K
59,Federal-gov,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,<=50K
56,Local-gov,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Other-service,Black,Male,0,0,10,United-States,<=50K
26,Private,11th,7,Exec-managerial,White,Male,3411,0,40,United-States,<=50K
38,Private,HS-grad,9,Other-service,White,Female,0,0,40,United-States,<=50K
27,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
48,Self-emp-inc,7th-8th,4,Craft-repair,White,Male,0,0,50,United-States,>50K
37,State-gov,Masters,14,Prof-specialty,White,Male,0,0,60,United-States,>50K
63,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,30,United-States,<=50K
27,State-gov,HS-grad,9,Transport-moving,Amer-Indian-Eskimo,Male,0,0,38,United-States,>50K
20,Private,Some-college,10,Sales,White,Male,0,0,25,United-States,<=50K
26,Private,Masters,14,Prof-specialty,White,Male,0,1887,40,United-States,>50K
51,Self-emp-not-inc,Assoc-acdm,12,Exec-managerial,White,Male,0,0,40,United-States,<=50K
28,Private,Assoc-acdm,12,Prof-specialty,White,Male,0,0,40,United-States,>50K
39,Private,Assoc-voc,11,Other-service,Amer-Indian-Eskimo,Female,0,0,40,Columbia,<=50K
35,Private,Masters,14,Sales,White,Male,0,0,55,United-States,>50K
65,Private,7th-8th,4,Craft-repair,White,Male,0,0,40,United-States,<=50K
54,Local-gov,Assoc-voc,11,Transport-moving,Black,Male,0,0,40,United-States,<=50K
39,Private,7th-8th,4,Other-service,White,Male,0,1602,35,United-States,<=50K
24,Private,Some-college,10,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
36,Private,Bachelors,13,Exec-managerial,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
64,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
44,Private,Assoc-voc,11,Priv-house-serv,White,Male,594,0,25,United-States,<=50K
47,Federal-gov,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
32,Private,12th,8,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,10,Sales,White,Female,0,0,30,United-States,<=50K
33,Private,Some-college,10,Adm-clerical,White,Female,0,0,38,United-States,<=50K
52,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,Cuba,<=50K
49,Private,7th-8th,4,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Sales,White,Female,0,0,18,United-States,<=50K
62,Self-emp-not-inc,HS-grad,9,Other-service,White,Female,0,0,6,United-States,<=50K
44,Private,Some-college,10,Craft-repair,White,Male,0,0,55,United-States,<=50K
28,Local-gov,HS-grad,9,Protective-serv,White,Male,3908,0,40,United-States,<=50K
68,Local-gov,Masters,14,Prof-specialty,Black,Female,0,0,40,United-States,>50K
40,Federal-gov,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
46,Private,7th-8th,4,Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
22,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,Bachelors,13,Tech-support,White,Male,0,0,15,United-States,<=50K
62,Private,Masters,14,Prof-specialty,White,Male,0,0,70,United-States,<=50K
37,Private,Bachelors,13,Exec-managerial,White,Male,0,0,50,United-States,>50K
35,Private,HS-grad,9,Sales,White,Male,4787,0,40,United-States,>50K
44,Private,HS-grad,9,Sales,White,Male,0,0,68,United-States,<=50K
41,Private,Assoc-voc,11,Sales,White,Male,0,0,40,United-States,>50K
36,Local-gov,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,<=50K
26,Private,Bachelors,13,Other-service,White,Female,0,0,45,United-States,<=50K
48,Federal-gov,HS-grad,9,Transport-moving,Black,Male,0,0,40,United-States,>50K
21,Private,HS-grad,9,Other-service,White,Female,0,0,28,United-States,<=50K
39,Private,Prof-school,15,Craft-repair,White,Male,7688,0,40,United-States,>50K
38,Private,Assoc-voc,11,Prof-specialty,White,Female,14344,0,40,United-States,>50K
44,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,>50K
56,Private,10th,6,Sales,Asian-Pac-Islander,Female,0,0,30,Japan,>50K
25,Private,9th,5,Transport-moving,White,Male,0,0,40,United-States,<=50K
32,Local-gov,Bachelors,13,Prof-specialty,White,Female,0,0,50,United-States,<=50K
47,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,>50K
26,Private,Some-college,10,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
31,Private,Bachelors,13,Prof-specialty,Black,Female,14084,0,60,United-States,>50K
23,Private,Assoc-voc,11,Exec-managerial,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,Some-college,10,Prof-specialty,White,Female,0,0,40,United-States,>50K
55,Self-emp-not-inc,Some-college,10,Exec-managerial,Black,Male,0,0,25,United-States,<=50K
23,Private,Some-college,10,Exec-managerial,White,Female,0,0,25,United-States,<=50K
45,Private,HS-grad,9,Adm-clerical,Black,Male,7298,0,40,United-States,>50K
42,Local-gov,Bachelors,13,Exec-managerial,White,Male,0,1485,40,United-States,<=50K
29,Private,Some-college,10,Prof-specialty,White,Male,0,0,15,United-States,<=50K
48,Private,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,<=50K
36,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,Bachelors,13,Sales,White,Male,15024,0,50,United-States,>50K
46,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,<=50K
34,Private,Some-college,10,Adm-clerical,White,Male,0,0,40,United-States,<=50K
27,State-gov,Assoc-acdm,12,Adm-clerical,White,Female,0,0,40,Germany,<=50K
18,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
18,Private,Some-college,10,Other-service,White,Female,0,0,24,United-States,<=50K
42,Private,7th-8th,4,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Private,Masters,14,Exec-managerial,White,Male,0,0,45,United-States,>50K
52,Self-emp-inc,Prof-school,15,Sales,White,Male,0,0,40,United-States,>50K
44,Self-emp-inc,Bachelors,13,Exec-managerial,White,Male,0,0,45,United-States,>50K
53,Private,Some-college,10,Sales,White,Male,0,0,60,United-States,>50K
36,Private,Bachelors,13,Sales,White,Male,0,0,60,United-States,>50K
27,Private,Bachelors,13,Tech-support,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,60,United-States,<=50K
60,Self-emp-not-inc,Masters,14,Prof-specialty,White,Male,0,0,40,United-States,<=50K
41,Private,Assoc-acdm,12,Tech-support,White,Male,0,0,45,United-States,>50K
64,Self-emp-not-inc,Prof-school,15,Prof-specialty,White,Male,0,0,40,United-States,>50K
25,Private,1st-4th,2,Other-service,White,Male,0,0,25,El-Salvador,<=50K
63,Private,7th-8th,4,Other-service,Asian-Pac-Islander,Male,0,0,40,South,<=50K
54,Local-gov,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
27,Private,Bachelors,13,Adm-clerical,White,Male,0,0,40,Poland,<=50K
63,Self-emp-not-inc,Masters,14,Farming-fishing,White,Male,41310,0,50,United-States,<=50K
37,Private,HS-grad,9,Other-service,White,Female,0,0,30,United-States,<=50K
22,Private,HS-grad,9,Transport-moving,White,Male,0,0,35,United-States,<=50K
54,Private,7th-8th,4,Craft-repair,White,Male,0,0,40,United-States,<=50K
54,Private,10th,6,Other-service,White,Female,0,0,40,United-States,<=50K
60,Local-gov,HS-grad,9,Other-service,White,Male,0,0,40,United-States,<=50K
19,Private,11th,7,Handlers-cleaners,White,Male,0,0,25,United-States,<=50K
25,Local-gov,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
51,Local-gov,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,10th,6,Craft-repair,White,Male,0,0,50,United-States,<=50K
57,Private,HS-grad,9,Prof-specialty,White,Female,0,0,57,United-States,<=50K
22,Private,Some-college,10,Sales,White,Male,0,0,34,United-States,<=50K
36,State-gov,Some-college,10,Other-service,Black,Female,0,0,20,United-States,<=50K
39,Private,Some-college,10,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
49,Private,Doctorate,16,Prof-specialty,Other,Male,0,0,50,United-States,>50K
41,Private,HS-grad,9,Other-service,Asian-Pac-Islander,Male,0,0,40,China,<=50K
35,Private,Some-college,10,Adm-clerical,White,Male,0,0,38,United-States,<=50K
40,Self-emp-inc,Assoc-acdm,12,Sales,White,Female,1506,0,40,United-States,<=50K
30,Private,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,<=50K
25,Private,HS-grad,9,Sales,White,Male,0,1504,37,United-States,<=50K
25,Private,Some-college,10,Adm-clerical,Black,Male,0,1902,36,United-States,>50K
37,Private,Masters,14,Adm-clerical,White,Male,7688,0,50,United-States,>50K
53,Self-emp-not-inc,Prof-school,15,Prof-specialty,White,Male,0,0,60,United-States,>50K
34,Self-emp-not-inc,Assoc-acdm,12,Prof-specialty,White,Female,0,0,25,United-States,<=50K
18,Private,HS-grad,9,Sales,White,Female,0,0,20,United-States,<=50K
45,Private,HS-grad,9,Sales,Black,Male,5455,0,40,United-States,<=50K
19,Private,Some-college,10,Adm-clerical,White,Female,0,2001,40,United-States,<=50K
33,Self-emp-inc,Bachelors,13,Sales,White,Male,0,0,65,United-States,<=50K
45,State-gov,Some-college,10,Adm-clerical,White,Male,0,0,40,United-States,<=50K
43,State-gov,Bachelors,13,Exec-managerial,White,Male,0,0,35,United-States,>50K
40,Private,HS-grad,9,Craft-repair,White,Male,0,0,35,United-States,<=50K
41,Self-emp-not-inc,Bachelors,13,Farming-fishing,White,Male,0,0,75,United-States,>50K
25,Private,HS-grad,9,Craft-repair,White,Male,0,1579,40,United-States,<=50K
22,Private,Bachelors,13,Adm-clerical,White,Female,0,0,32,United-States,<=50K
52,Private,Some-college,10,Adm-clerical,White,Male,0,0,45,United-States,<=50K
45,Federal-gov,Some-college,10,Adm-clerical,White,Male,0,0,40,Puerto-Rico,>50K
32,State-gov,Doctorate,16,Prof-specialty,White,Female,0,0,70,United-States,<=50K
26,Private,Bachelors,13,Transport-moving,White,Male,0,0,20,United-States,<=50K
24,Private,Some-college,10,Other-service,Black,Male,0,0,40,United-States,<=50K
37,Private,HS-grad,9,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
49,Private,HS-grad,9,Other-service,White,Female,0,0,40,United-States,<=50K
43,Local-gov,Masters,14,Prof-specialty,White,Male,0,0,50,United-States,<=50K
35,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
37,Private,Prof-school,15,Prof-specialty,White,Male,0,0,50,United-States,>50K
17,Private,11th,7,Sales,White,Male,0,0,20,United-States,<=50K
48,Private,HS-grad,9,Transport-moving,White,Male,0,0,55,United-States,>50K
26,Private,Some-college,10,Adm-clerical,White,Male,2597,0,40,United-States,<=50K
35,Private,Bachelors,13,Craft-repair,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
21,Private,Some-college,10,Sales,White,Female,0,0,15,United-States,<=50K
54,Private,10th,6,Other-service,White,Male,0,0,70,United-States,<=50K
40,Private,Bachelors,13,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
51,Private,Some-college,10,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,HS-grad,9,Other-service,Black,Female,0,0,50,United-States,<=50K
22,Private,Some-college,10,Sales,White,Male,0,0,8,United-States,<=50K
20,Private,HS-grad,9,Farming-fishing,White,Male,0,0,40,United-States,<=50K
21,Private,11th,7,Farming-fishing,White,Male,0,0,40,United-States,<=50K
21,Private,Some-college,10,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Adm-clerical,White,Female,0,0,44,United-States,<=50K
36,Private,Bachelors,13,Craft-repair,White,Male,0,0,50,United-States,>50K
65,State-gov,HS-grad,9,Adm-clerical,White,Male,0,2174,40,United-States,>50K
48,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
37,Private,Masters,14,Exec-managerial,White,Male,27828,0,60,Iran,>50K
20,Private,12th,8,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
41,State-gov,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,9th,5,Craft-repair,White,Male,0,0,50,United-States,<=50K
39,Local-gov,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
41,Federal-gov,Some-college,10,Transport-moving,White,Female,7298,0,40,United-States,>50K
80,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,24,United-States,<=50K
59,State-gov,10th,6,Farming-fishing,White,Male,0,0,40,United-States,<=50K
52,Private,11th,7,Craft-repair,White,Male,0,0,40,United-States,>50K
39,Private,Bachelors,13,Exec-managerial,White,Male,3103,0,50,United-States,>50K
56,Self-emp-not-inc,Some-college,10,Prof-specialty,Black,Male,0,0,50,United-States,<=50K
69,Local-gov,HS-grad,9,Adm-clerical,Black,Female,0,0,20,United-States,<=50K
49,Private,Bachelors,13,Exec-managerial,White,Male,0,0,50,United-States,>50K
33,Private,HS-grad,9,Exec-managerial,White,Male,5013,0,40,United-States,<=50K
28,Self-emp-inc,HS-grad,9,Exec-managerial,White,Male,0,0,45,United-States,>50K
49,Private,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,>50K
51,Local-gov,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
42,Private,Some-college,10,Other-service,White,Female,0,0,32,United-States,<=50K
66,Private,HS-grad,9,Adm-clerical,White,Female,0,0,13,United-States,<=50K
44,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,48,United-States,>50K
26,Private,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
28,Private,10th,6,Machine-op-inspct,White,Female,0,155,40,United-States,<=50K
17,Private,11th,7,Sales,White,Female,0,0,8,United-States,<=50K
52,Private,Bachelors,13,Craft-repair,White,Male,0,0,50,United-States,>50K
24,Private,Some-college,10,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
65,Private,Some-college,10,Sales,White,Female,0,0,45,United-States,<=50K
36,Self-emp-not-inc,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,>50K
19,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,30,United-States,<=50K
43,Private,Some-college,10,Sales,White,Male,0,0,45,Mexico,<=50K
39,Local-gov,Masters,14,Prof-specialty,White,Female,0,0,50,England,>50K
48,Private,11th,7,Transport-moving,White,Male,0,0,40,United-States,>50K
50,Local-gov,Assoc-voc,11,Protective-serv,White,Male,0,0,40,United-States,>50K
21,Private,Some-college,10,Other-service,White,Male,0,0,25,United-States,<=50K
36,Private,HS-grad,9,Other-service,Black,Female,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Other-service,Black,Male,0,0,36,Haiti,<=50K
50,Federal-gov,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,<=50K
49,State-gov,Masters,14,Sales,White,Male,99999,0,80,United-States,>50K
70,Self-emp-inc,Doctorate,16,Exec-managerial,White,Male,0,0,40,United-States,>50K
39,Private,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,<=50K
44,Private,Some-college,10,Prof-specialty,White,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Tech-support,White,Female,0,0,40,United-States,>50K
40,Private,9th,5,Craft-repair,Black,Male,0,0,49,United-States,<=50K
46,Private,HS-grad,9,Craft-repair,Black,Male,0,1902,40,United-States,>50K
40,Private,Bachelors,13,Other-service,Asian-Pac-Islander,Female,7688,0,52,Japan,>50K
47,Private,11th,7,Craft-repair,White,Male,0,0,8,United-States,<=50K
19,Private,HS-grad,9,Adm-clerical,White,Male,0,0,30,United-States,<=50K
22,Private,Some-college,10,Adm-clerical,White,Female,0,0,16,United-States,<=50K
20,Private,Some-college,10,Protective-serv,White,Female,0,0,16,United-States,<=50K
46,Local-gov,Bachelors,13,Prof-specialty,White,Female,4787,0,25,United-States,>50K
41,Private,Bachelors,13,Prof-specialty,White,Male,0,1977,45,United-States,>50K
17,Private,10th,6,Prof-specialty,Other,Female,0,0,15,United-States,<=50K
41,Private,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
28,Private,HS-grad,9,Craft-repair,White,Male,0,1974,40,United-States,<=50K
24,Private,HS-grad,9,Other-service,White,Male,0,0,40,United-States,<=50K
33,Private,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,<=50K
44,Federal-gov,Some-college,10,Exec-managerial,White,Male,0,0,55,United-States,>50K
26,Self-emp-not-inc,HS-grad,9,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,Assoc-voc,11,Sales,White,Male,0,0,40,United-States,>50K
24,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
58,Federal-gov,Bachelors,13,Exec-managerial,Black,Male,0,0,40,United-States,>50K
41,Private,HS-grad,9,Craft-repair,White,Male,0,2002,60,United-States,<=50K
38,Self-emp-not-inc,7th-8th,4,Sales,White,Male,0,0,35,United-States,>50K
21,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,<=50K
33,Private,Some-college,10,Exec-managerial,White,Male,0,0,45,United-States,<=50K
40,Private,10th,6,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
47,Local-gov,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,13,Farming-fishing,White,Male,0,0,50,United-States,<=50K
50,Private,7th-8th,4,Other-service,White,Female,0,0,40,United-States,<=50K
45,Private,HS-grad,9,Farming-fishing,Black,Male,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
34,Federal-gov,Assoc-acdm,12,Adm-clerical,White,Male,0,0,40,United-States,<=50K
65,Private,Masters,14,Sales,White,Male,0,0,28,United-States,<=50K
24,Private,11th,7,Transport-moving,White,Male,0,0,39,United-States,<=50K
26,Private,Bachelors,13,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
55,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
66,Private,Bachelors,13,Prof-specialty,White,Female,0,0,8,Cuba,<=50K
43,Local-gov,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,<=50K
37,Private,Bachelors,13,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
21,Private,11th,7,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
27,Private,Masters,14,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
48,Private,HS-grad,9,Adm-clerical,White,Male,4386,0,45,United-States,>50K
24,Private,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
53,Local-gov,HS-grad,9,Other-service,White,Female,0,0,30,United-States,<=50K
26,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,Poland,<=50K
60,Private,Some-college,10,Sales,White,Male,0,0,40,United-States,>50K
21,Private,Some-college,10,Other-service,White,Female,0,0,60,United-States,<=50K
39,Private,5th-6th,3,Other-service,White,Male,0,0,40,Mexico,<=50K
