Customer,TransDate,Quantity,PurchAmount,Cost
117232,22.02.2007,1,129.95,60.00
117233,22.02.2007,1,199.95,68.95
117234,22.02.2007,1,49.95,23.00
117234,22.02.2007,1,49.95,23.00
117234,22.02.2007,1,29.95,14.00
117234,22.02.2007,1,29.95,14.00
117235,22.02.2007,1,49.95,34.00
117236,22.02.2007,1,69.95,34.95
117236,22.02.2007,1,39.95,18.50
117236,22.02.2007,1,39.95,18.50
117237,22.02.2007,1,49.95,24.00
117239,22.02.2007,1,159.95,85.00
187053,10.04.2007,1,59.95,26.55
117240,23.02.2007,1,49.95,38.50
117240,23.02.2007,1,59.95,19.11
117241,23.02.2007,1,24.95,9.06
161373,23.02.2007,1,39.95,14.96
117243,23.02.2007,1,24.95,10.75
161377,23.02.2007,1,59.95,23.45
161377,23.02.2007,1,59.95,23.45
170070,15.02.2008,1,399.95,198.00
117244,23.02.2007,1,159.95,69.68
117244,23.02.2007,1,219.95,80.00
117245,23.02.2007,1,34.95,14.25
117246,23.02.2007,1,69.95,35.00
117247,23.02.2007,1,59.95,16.30
161383,23.02.2007,1,99.95,50.00
117248,23.02.2007,1,49.95,20.00
117249,23.02.2007,1,29.95,13.46
117250,23.02.2007,1,149.95,57.19
117251,23.02.2007,1,39.95,15.38
117251,28.06.2007,1,39.95,17.00
117252,23.02.2007,1,29.95,14.91
117253,23.02.2007,1,199.95,95.00
117253,04.10.2007,1,79.95,35.00
117253,28.08.2007,1,79.95,35.00
163469,23.07.2007,1,39.95,14.95
161400,24.02.2007,1,39.95,17.65
161402,24.02.2007,1,39.95,14.00
117254,24.02.2007,1,69.95,36.00
117255,24.02.2007,1,169.95,80.00
117256,24.02.2007,1,24.95,9.05
161408,24.02.2007,1,139.95,68.50
161408,03.10.2008,1,99.95,53.00
161408,03.10.2008,1,49.95,19.00
161408,10.01.2008,2,159.90,84.00
161408,09.08.2009,1,299.95,135.00
117257,24.02.2007,1,119.95,64.46
117258,24.02.2007,1,79.95,37.16
117259,24.02.2007,1,69.95,36.00
117260,24.02.2007,1,59.95,27.00
117261,25.02.2007,1,49.95,26.50
117262,25.02.2007,1,49.95,23.75
117263,25.02.2007,1,69.95,64.61
117263,25.02.2007,1,79.95,35.00
117263,19.11.2007,1,119.95,94.94
117263,07.03.2008,1,59.95,18.75
117263,07.03.2008,1,149.95,120.25
117263,25.07.2008,1,59.95,30.00
117263,08.05.2008,1,139.95,44.76
117263,08.05.2008,1,49.95,42.75
117263,08.05.2008,1,49.95,42.75
117263,24.01.2009,1,109.95,70.81
117263,24.01.2009,1,34.95,22.32
117263,19.06.2009,1,249.95,203.00
117263,13.10.2009,1,119.95,53.00
117263,13.10.2009,1,19.95,11.41
117263,13.10.2009,1,19.95,11.41
117263,11.04.2009,1,49.95,50.00
117263,11.04.2009,1,49.95,50.00
117263,11.04.2009,1,49.95,50.00
117263,15.11.2009,1,69.95,35.00
117263,15.11.2009,1,129.95,64.00
117263,28.11.2009,1,99.95,40.62
117263,01.08.2010,1,39.95,16.06
117263,01.08.2010,1,39.95,16.06
117263,01.08.2010,1,19.95,16.44
117263,20.12.2010,1,14.95,5.96
117263,20.12.2010,1,14.95,5.79
117264,25.02.2007,1,49.95,17.44
161410,25.02.2007,3,119.85,49.20
161411,25.02.2007,1,49.95,22.00
186987,20.07.2007,1,59.95,24.50
117265,25.02.2007,1,139.95,70.00
161412,25.02.2007,1,89.95,50.00
161412,25.02.2007,1,139.95,65.00
161413,25.02.2007,1,349.95,155.00
161413,09.11.2010,1,49.95,11.00
117266,25.02.2007,1,49.95,23.75
117267,25.02.2007,1,49.95,22.00
117268,25.02.2007,1,99.95,35.36
117269,25.02.2007,1,79.95,37.16
117269,25.02.2007,1,2.95,1.68
117269,02.08.2008,1,49.95,22.50
117269,13.11.2011,1,99.95,31.36
117269,29.11.2011,1,69.95,42.64
117269,30.11.2011,1,29.95,13.30
117271,25.02.2007,1,199.95,95.00
117273,25.02.2007,1,49.95,24.00
117274,25.02.2007,1,34.95,13.50
117275,25.02.2007,1,49.95,22.94
117276,25.02.2007,1,59.95,30.74
117278,25.02.2007,1,59.95,30.53
117279,26.02.2007,1,24.95,12.50
117280,26.02.2007,1,19.95,14.00
161421,26.02.2007,1,24.95,12.50
161421,10.03.2007,1,24.95,12.50
117282,26.02.2007,1,99.95,45.00
117283,26.02.2007,1,29.95,16.18
117284,26.02.2007,1,169.95,115.00
117284,26.02.2007,1,399.95,235.00
117284,20.08.2007,1,299.95,155.00
117285,26.02.2007,1,69.95,35.00
117287,26.02.2007,1,59.95,29.00
117288,26.02.2007,1,129.95,61.11
117289,26.02.2007,1,29.95,14.49
117289,26.02.2007,1,29.95,14.49
117289,26.02.2007,1,69.95,33.95
117289,12.04.2007,1,39.95,14.50
117289,12.04.2007,1,39.95,15.00
117289,12.04.2007,1,39.95,15.00
117289,22.12.2007,1,39.95,14.50
117290,26.02.2007,1,69.95,36.00
117291,26.02.2007,1,329.95,149.95
117291,26.02.2007,1,79.95,37.50
117291,26.02.2007,1,149.95,74.97
117291,26.02.2007,1,149.95,67.80
117291,26.02.2007,1,99.95,53.51
117291,26.02.2007,1,39.95,13.75
117291,26.02.2007,1,144.95,17.89
161431,26.02.2007,1,34.95,14.25
161431,26.05.2007,1,39.95,22.63
161431,16.07.2007,1,39.95,22.63
161431,02.05.2008,1,49.95,42.75
161431,02.11.2008,1,24.95,11.25
161431,06.11.2008,1,29.95,11.47
161431,03.09.2009,1,69.95,24.00
117292,26.02.2007,1,69.95,20.75
117292,04.07.2007,1,49.95,24.00
117292,04.07.2007,1,29.95,14.91
117293,26.02.2007,1,49.95,22.40
117294,26.02.2007,1,109.95,52.50
117296,26.02.2007,1,29.95,11.00
117296,26.02.2007,1,29.95,11.00
117296,26.02.2007,1,29.95,11.00
117296,26.02.2007,1,29.95,11.00
161434,26.02.2007,1,49.95,23.75
161434,26.02.2007,1,9.95,4.05
161440,26.02.2007,1,69.95,33.95
161440,26.02.2007,1,99.95,60.00
117297,26.02.2007,1,179.95,81.38
117298,26.02.2007,1,49.95,22.60
117298,26.02.2007,1,49.95,22.60
117299,26.02.2007,1,79.95,29.00
117300,26.02.2007,1,39.95,18.00
117286,26.02.2007,1,299.95,225.00
117301,27.02.2007,1,49.95,23.75
126241,13.01.2008,1,29.95,12.99
126241,13.01.2008,1,24.95,9.75
117302,27.02.2007,1,39.95,12.03
117302,27.02.2007,1,39.95,12.03
117302,27.02.2007,1,29.95,9.74
117302,27.02.2007,1,29.95,9.74
117302,19.03.2009,1,159.95,73.45
117303,27.02.2007,1,95.95,75.00
117303,27.02.2007,1,74.95,33.75
126898,20.02.2008,1,19.95,14.70
126898,20.02.2008,1,24.95,17.64
126898,20.02.2008,1,24.95,18.00
126898,20.02.2008,1,54.95,47.50
126898,27.02.2007,1,69.95,37.50
126898,27.02.2007,1,11.95,2.99
126898,27.02.2007,1,24.95,9.05
126898,27.02.2007,1,39.95,17.00
126898,27.02.2007,1,59.95,30.53
126898,05.07.2007,1,39.95,17.00
126898,20.12.2007,1,44.95,23.00
126898,18.12.2011,1,39.95,16.98
126898,18.12.2011,1,39.95,16.98
161455,27.02.2007,1,169.95,115.00
161455,27.02.2007,1,159.95,69.95
161458,27.02.2007,1,59.95,24.00
161458,27.02.2007,1,29.95,13.05
117304,27.02.2007,1,159.95,69.95
117305,27.02.2007,1,59.95,27.00
117306,27.02.2007,1,49.95,23.75
117307,27.02.2007,1,199.95,95.00
161463,27.02.2007,1,29.95,12.02
117308,27.02.2007,1,29.95,14.00
117309,27.02.2007,1,59.95,27.00
161465,27.02.2007,1,39.95,17.79
186916,27.02.2007,1,79.95,37.50
186914,27.02.2007,1,69.95,36.00
186914,04.09.2007,1,29.95,10.56
186914,04.09.2007,1,29.95,9.24
186914,29.05.2007,1,69.95,32.40
186914,29.05.2007,1,69.95,32.40
186914,10.01.2007,1,199.95,94.95
186914,02.11.2008,1,39.95,18.40
186914,25.01.2010,1,21.95,20.00
186914,29.01.2011,1,299.95,145.00
186913,27.02.2007,1,169.95,115.00
186913,09.12.2011,1,39.95,25.90
186913,12.12.2011,2,79.90,51.80
117310,27.02.2007,1,449.95,270.00
117310,27.02.2007,1,99.95,50.00
117311,27.02.2007,1,49.95,21.00
117312,27.02.2007,1,99.95,25.71
117313,27.02.2007,1,19.95,11.25
117314,27.02.2007,1,99.95,28.00
117314,27.02.2007,1,19.95,2.30
117314,27.02.2007,1,19.95,2.30
117315,27.02.2007,1,39.95,18.98
117316,27.02.2007,1,69.95,20.75
117316,28.02.2007,1,39.95,15.73
117316,28.02.2007,1,39.95,17.50
117316,28.02.2007,1,69.95,28.50
177633,12.03.2011,1,49.95,15.86
117317,28.02.2007,1,49.95,23.75
117319,28.02.2007,1,139.95,70.00
117319,28.02.2007,1,139.95,70.00
117319,28.02.2007,1,139.95,70.00
117319,03.08.2007,1,139.95,70.00
117319,03.08.2007,1,139.95,70.00
117320,28.02.2007,1,29.95,11.00
117320,28.02.2007,1,29.95,11.00
186917,28.02.2007,1,149.95,75.00
186917,07.06.2009,1,79.95,41.00
186917,26.08.2010,1,99.95,28.88
186917,24.11.2010,1,69.95,26.40
161473,28.02.2007,2,129.90,120.00
117321,28.02.2007,1,19.95,2.25
117321,28.02.2007,1,99.95,28.00
117322,28.02.2007,1,79.95,37.50
117323,28.02.2007,1,59.95,27.00
117323,28.02.2007,1,24.95,7.50
117324,28.02.2007,1,49.95,22.60
117326,28.02.2007,1,109.95,52.50
117326,21.08.2007,1,99.95,40.82
117326,23.07.2008,1,349.95,172.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117326,15.11.2008,1,59.95,21.50
117327,28.02.2007,1,99.95,52.00
117328,28.02.2007,1,49.95,22.60
117328,28.02.2007,1,49.95,22.60
117328,28.02.2007,1,49.95,22.60
117330,03.01.2007,1,11.95,2.99
117330,03.01.2007,1,11.95,2.99
117330,03.01.2007,1,11.95,2.99
117330,03.01.2007,1,11.95,2.99
117330,03.01.2007,1,11.95,2.99
186919,03.01.2007,1,24.95,12.50
161493,03.01.2007,1,39.95,16.00
161494,03.01.2007,1,69.95,34.00
161494,25.11.2008,1,39.95,15.00
117334,03.01.2007,1,59.95,30.90
117335,03.01.2007,1,29.95,14.99
117336,03.01.2007,1,89.95,47.38
117336,04.02.2007,1,69.95,35.00
117336,04.02.2007,1,129.95,68.82
117337,03.01.2007,1,99.95,63.00
117338,03.01.2007,1,39.95,17.50
117339,03.01.2007,1,39.95,16.00
117339,03.01.2007,1,39.95,16.00
117341,03.01.2007,1,149.95,70.50
117341,03.01.2007,1,149.95,70.50
117343,03.01.2007,1,79.95,37.16
117343,03.01.2007,1,49.95,22.60
117344,03.01.2007,1,24.95,7.50
117345,03.01.2007,1,139.95,70.00
117345,03.01.2007,1,139.95,70.00
117345,03.01.2007,1,129.95,90.00
172781,08.11.2008,1,24.95,11.25
162255,16.04.2007,1,24.95,9.05
162255,16.04.2007,1,12.95,2.70
162255,16.04.2007,1,129.95,54.00
162255,16.04.2007,1,69.95,35.00
117346,03.02.2007,1,34.95,14.25
117347,03.02.2007,1,29.95,23.64
117347,03.02.2007,1,6.95,2.53
117347,03.02.2007,1,9.95,4.47
117348,03.02.2007,1,69.95,35.00
117349,03.02.2007,1,39.95,12.00
117349,29.11.2008,1,79.95,30.00
117350,03.02.2007,1,99.95,50.00
117351,03.02.2007,1,49.95,20.00
117352,03.02.2007,1,59.95,26.08
100187,03.03.2007,1,69.95,35.00
100187,03.03.2007,1,69.95,35.00
161502,03.02.2007,1,69.95,30.00
161502,03.02.2007,1,3.95,1.73
161502,16.08.2007,1,29.95,9.05
161502,16.08.2007,1,12.95,2.70
186921,03.02.2007,1,149.95,70.50
117354,03.02.2007,1,49.95,25.00
117354,30.05.2007,1,159.95,76.00
117356,03.02.2007,1,29.95,11.00
117356,04.03.2007,1,29.95,11.00
161505,03.02.2007,1,299.95,129.95
161505,09.08.2007,1,69.95,30.00
161507,03.02.2007,1,169.95,115.00
117357,03.02.2007,1,49.95,22.60
117358,03.02.2007,1,69.95,35.00
117359,03.02.2007,1,99.95,52.50
117360,03.03.2007,1,139.95,63.00
117360,06.10.2009,1,59.95,23.75
117360,06.10.2009,1,119.95,36.27
117360,08.11.2011,1,59.95,25.00
117362,03.03.2007,1,24.95,10.75
117363,03.03.2007,1,24.95,18.50
117363,03.03.2007,1,24.95,18.50
117363,03.03.2007,1,24.95,18.50
117364,03.03.2007,1,69.95,35.00
161516,03.03.2007,1,399.95,235.00
161516,03.03.2007,1,29.95,10.00
161516,12.09.2011,1,59.95,24.00
161516,12.09.2011,1,29.95,13.75
161516,12.09.2011,1,79.95,33.01
161516,12.09.2011,1,49.95,19.00
161516,12.09.2011,1,79.95,19.76
161516,12.09.2011,1,79.95,19.76
161516,12.09.2011,2,79.90,35.00
117365,03.03.2007,1,24.95,9.00
117366,03.03.2007,1,49.95,22.94
117366,03.03.2007,1,49.95,22.94
117367,03.03.2007,1,99.95,52.50
117367,02.01.2008,1,24.95,11.25
117368,03.03.2007,1,79.95,37.50
117369,03.03.2007,1,229.95,127.00
117370,03.03.2007,1,399.95,235.00
117371,03.03.2007,1,19.95,8.90
161524,03.03.2007,2,53.90,24.00
161524,03.03.2007,1,199.95,90.00
161524,07.06.2007,1,49.95,24.50
161524,07.06.2007,1,24.95,9.00
117373,03.03.2007,1,69.95,35.00
117373,03.03.2007,1,69.95,35.00
117374,03.03.2007,1,199.95,87.68
117374,03.03.2007,1,19.95,7.68
117375,03.03.2007,1,169.95,115.00
117375,03.03.2007,1,139.95,64.40
117375,23.02.2008,1,24.95,19.45
117375,26.04.2008,1,109.95,45.84
117375,06.07.2008,1,149.95,120.25
117377,03.03.2007,1,49.95,44.00
117378,03.04.2007,1,149.95,57.19
163944,09.01.2007,1,399.95,175.00
162297,19.04.2007,1,59.95,27.50
117379,03.05.2007,1,69.95,35.00
117380,03.04.2007,1,59.95,25.80
117381,03.04.2007,1,159.95,79.00
117381,03.04.2007,1,59.95,26.00
117381,09.06.2007,1,129.95,61.00
117381,09.06.2007,1,54.95,22.50
117381,09.06.2007,1,79.95,46.20
117382,03.04.2007,1,79.95,37.50
117383,03.04.2007,1,69.95,30.00
117383,03.04.2007,1,49.95,22.60
117384,03.05.2007,1,49.95,23.75
117385,03.05.2007,1,34.95,15.06
117385,03.05.2007,1,34.95,15.06
117385,03.05.2007,1,34.95,15.06
161541,03.05.2007,1,269.95,162.49
161541,03.05.2007,2,15.90,6.60
117386,03.05.2007,1,24.95,9.00
117387,03.05.2007,1,99.95,52.50
117387,03.05.2007,1,24.95,12.50
117390,03.05.2007,1,39.95,15.72
117390,03.05.2007,1,69.95,35.00
117390,03.05.2007,1,24.95,12.50
117390,12.03.2007,1,39.95,16.00
117390,12.03.2007,1,79.95,35.00
186925,03.05.2007,1,39.95,16.70
117392,03.05.2007,1,29.95,11.23
117392,03.05.2007,1,39.95,14.50
117392,03.05.2007,1,69.95,34.00
117392,31.07.2007,1,79.95,35.00
161552,03.05.2007,1,79.95,35.00
161552,03.05.2007,1,24.95,7.50
161553,03.05.2007,1,174.95,78.50
161553,03.05.2007,1,129.95,43.83
161553,16.04.2012,1,59.95,21.18
186924,03.05.2007,1,129.95,64.00
186924,03.05.2007,1,24.95,12.50
186922,03.05.2007,1,129.95,58.00
161556,03.05.2007,1,169.95,115.00
117393,03.05.2007,1,119.95,64.66
117393,03.05.2007,1,3.95,1.73
117393,03.05.2007,1,4.95,3.19
117394,03.05.2007,1,49.95,22.94
161558,03.05.2007,1,139.95,55.35
117395,03.05.2007,1,119.95,60.00
117395,27.05.2008,1,399.95,235.00
117396,03.05.2007,1,109.95,50.93
117398,03.05.2007,1,299.95,225.00
117398,03.05.2007,1,23.95,15.56
117398,03.05.2007,1,23.95,15.56
117398,07.11.2008,1,59.95,24.00
120388,10.03.2007,1,24.95,7.50
117397,03.06.2007,1,129.95,120.00
161559,03.06.2007,1,79.95,34.65
117399,03.06.2007,1,59.95,28.00
117400,03.06.2007,1,29.95,9.74
117400,03.06.2007,1,99.95,49.90
117401,03.06.2007,1,399.95,175.00
117402,03.06.2007,1,149.95,62.88
186926,03.06.2007,1,129.95,81.12
186926,06.12.2009,2,59.90,19.70
161567,03.06.2007,1,39.95,17.50
117404,03.06.2007,1,59.95,29.66
117405,03.06.2007,1,34.95,15.00
136316,29.01.2009,1,24.95,11.50
136316,03.06.2007,1,129.95,81.12
161572,03.06.2007,1,39.95,17.65
161572,29.09.2010,1,34.95,11.03
161572,29.09.2010,1,10.95,0.00
161572,29.09.2010,2,79.90,30.00
117408,03.06.2007,1,399.95,239.00
117410,03.06.2007,1,299.95,225.00
117410,03.06.2007,1,23.95,15.56
117410,03.06.2007,1,329.95,183.00
117410,03.06.2007,1,14.95,5.60
117410,29.06.2007,1,199.95,90.60
117411,03.06.2007,1,169.95,115.00
117412,03.06.2007,1,39.95,16.70
117407,03.07.2007,1,39.95,34.07
117407,03.07.2007,1,39.95,34.07
161577,03.07.2007,1,149.95,62.25
117416,03.07.2007,1,69.95,35.00
117416,11.08.2008,1,24.95,11.50
117416,11.08.2008,1,24.95,11.50
117416,11.08.2008,1,24.95,11.50
117416,11.08.2008,1,24.95,10.25
117416,17.11.2010,1,29.95,12.00
117416,17.11.2010,1,29.95,13.75
117416,22.10.2011,1,39.95,16.00
117416,12.11.2011,1,39.95,13.75
117416,15.06.2012,1,29.95,14.98
117416,15.06.2012,1,29.95,14.98
161579,03.07.2007,4,159.80,72.00
161583,03.07.2007,1,34.95,16.93
117417,03.07.2007,1,69.95,36.00
161590,03.07.2007,1,229.95,127.00
161590,03.07.2007,1,69.95,36.00
161590,13.07.2007,1,69.95,27.50
161590,27.09.2007,1,69.95,26.31
161590,27.09.2007,1,64.95,23.30
161590,27.09.2007,1,379.95,159.36
161591,03.07.2007,1,59.95,29.00
161591,03.07.2007,1,99.95,25.71
161591,03.07.2007,1,24.95,7.50
161591,11.08.2007,1,119.95,61.47
161591,13.02.2008,1,24.95,11.25
161591,07.06.2009,1,59.95,26.50
161591,16.11.2010,1,19.95,4.44
161591,16.11.2010,2,29.90,9.30
117418,03.07.2007,1,19.95,14.50
117418,03.07.2007,1,34.95,24.99
117419,03.07.2007,1,79.95,37.50
117419,03.07.2007,1,49.95,17.44
117420,03.07.2007,1,69.95,35.00
117422,03.07.2007,1,139.95,67.99
170840,14.08.2011,1,69.95,30.00
170840,27.09.2011,1,39.95,14.00
170840,27.09.2011,1,39.95,14.00
117423,03.08.2007,1,179.95,76.25
117423,03.08.2007,1,179.95,76.25
117423,26.10.2007,1,39.95,16.00
117423,26.10.2007,1,39.95,17.50
117424,03.08.2007,1,49.95,23.75
161596,03.08.2007,1,59.95,19.11
117426,03.08.2007,1,59.95,30.53
117427,03.08.2007,1,329.95,149.95
117427,03.12.2008,1,59.95,27.00
117427,22.04.2009,1,129.95,55.00
117427,06.11.2009,1,149.95,66.00
117428,03.08.2007,1,69.95,35.00
117429,03.08.2007,1,59.95,27.00
117429,03.08.2007,1,49.95,23.75
117429,03.08.2007,1,9.95,4.05
117430,03.08.2007,1,9.95,7.50
117430,03.08.2007,1,19.95,9.50
117431,03.08.2007,1,229.95,127.00
117432,03.08.2007,1,49.95,23.75
117433,03.08.2007,1,29.95,10.41
161608,03.08.2007,1,139.95,68.50
117434,03.08.2007,1,39.95,8.50
117435,03.08.2007,1,39.95,8.50
117436,03.08.2007,1,59.95,22.50
117436,03.08.2007,1,49.95,23.06
117437,03.09.2007,1,39.95,8.50
117438,03.09.2007,1,19.95,15.52
161611,03.09.2007,1,79.95,35.00
117439,03.09.2007,1,59.95,19.19
117439,03.09.2007,1,59.95,19.19
161617,03.09.2007,1,74.95,35.50
161617,03.09.2007,1,79.95,37.50
161617,03.09.2007,1,199.95,90.00
161617,03.09.2007,1,199.95,90.00
161617,03.09.2007,2,11.90,2.32
117440,03.09.2007,1,59.95,48.75
163741,14.08.2007,1,389.95,180.00
186928,03.09.2007,1,79.95,39.76
161620,03.09.2007,1,89.95,37.50
161620,16.12.2008,1,149.95,63.00
161620,16.12.2008,1,64.95,28.00
161620,12.11.2009,1,69.95,31.70
161621,03.09.2007,1,299.95,148.00
117441,03.09.2007,1,169.95,80.00
117441,03.09.2007,1,15.95,5.83
117444,03.09.2007,1,299.95,225.00
117444,03.09.2007,1,23.95,15.56
117444,12.08.2007,1,19.95,7.60
117444,12.08.2007,1,19.95,7.60
117444,12.08.2007,1,12.95,4.50
117444,06.12.2012,1,69.95,38.93
117444,17.07.2009,1,59.95,18.56
117444,17.07.2009,1,49.95,18.03
161624,03.09.2007,1,69.95,30.00
117446,03.09.2007,1,99.95,28.00
117446,03.09.2007,1,19.95,2.30
117447,03.09.2007,1,119.95,64.46
117448,03.10.2007,1,49.95,22.60
117449,03.09.2007,1,59.95,23.45
161629,03.09.2007,1,59.95,25.00
117450,03.10.2007,1,119.95,64.46
117450,03.10.2007,1,3.95,1.73
117450,03.10.2007,1,4.95,3.19
118461,22.05.2007,1,39.95,11.50
117452,03.10.2007,1,119.95,59.24
117453,03.10.2007,1,39.95,14.75
117453,03.10.2007,1,29.95,9.14
161634,03.10.2007,1,59.95,30.53
161638,03.10.2007,1,59.95,19.35
161638,03.10.2007,1,39.95,14.50
161638,03.10.2007,1,71.95,28.50
161638,26.09.2007,1,149.95,55.87
161638,26.09.2007,1,49.95,17.48
161638,26.09.2007,1,49.95,25.00
161638,18.10.2008,1,24.95,5.85
161638,18.10.2008,1,29.95,13.60
161638,18.10.2008,1,29.95,12.00
161638,09.09.2010,1,39.95,20.00
161638,09.09.2010,1,49.95,14.00
161638,10.04.2010,1,49.95,24.99
161638,10.04.2010,1,69.95,16.00
161638,10.04.2010,1,59.95,18.70
161638,10.04.2010,1,24.95,13.50
161638,11.10.2011,1,59.95,14.98
161641,03.10.2007,1,89.95,42.15
161642,03.10.2007,1,1459.95,768.50
161642,30.03.2007,1,69.95,35.00
161642,30.03.2007,1,69.95,35.00
117455,03.10.2007,1,39.95,17.65
117455,03.10.2007,1,29.95,14.91
117456,03.10.2007,1,249.95,125.00
117456,03.10.2007,1,59.95,30.00
117456,16.03.2007,1,59.95,28.00
117457,03.11.2007,1,199.95,68.95
117457,03.11.2007,1,39.95,9.95
117457,03.11.2007,1,39.95,9.95
117458,03.11.2007,1,129.95,65.00
117458,03.11.2007,1,129.95,65.00
117459,03.11.2007,1,59.95,19.11
117459,21.03.2007,1,49.95,17.75
117460,03.11.2007,1,34.95,14.25
117460,25.05.2007,1,34.95,14.25
117460,25.05.2007,1,34.95,14.25
117460,25.05.2007,1,34.95,14.25
117460,25.05.2007,1,34.95,14.25
117460,25.05.2007,1,34.95,14.25
117461,03.11.2007,1,199.95,146.04
117461,03.11.2007,1,59.95,55.36
117463,03.11.2007,1,59.95,19.11
117464,03.11.2007,1,49.95,22.60
117465,03.11.2007,1,299.95,225.00
117465,11.05.2008,1,399.95,200.00
117466,03.11.2007,1,199.95,105.50
117466,03.11.2007,1,29.95,9.75
117467,03.11.2007,1,49.95,23.06
117467,03.11.2007,1,69.95,35.00
119183,07.07.2007,1,149.95,67.40
117468,03.11.2007,1,109.95,52.50
117469,03.12.2007,1,39.95,15.73
117469,03.12.2007,1,39.95,15.72
117470,03.11.2007,1,49.95,23.75
117472,03.11.2007,1,99.95,46.39
117473,03.11.2007,1,79.95,35.00
117474,03.12.2007,1,99.95,45.00
105772,03.12.2007,1,49.95,24.00
117475,03.12.2007,1,69.95,29.77
161652,03.12.2007,2,79.90,35.00
117476,03.12.2007,1,89.95,38.04
117477,03.12.2007,1,99.95,45.00
117478,03.12.2007,1,49.95,23.75
117480,03.12.2007,1,19.95,2.30
117480,03.12.2007,1,19.95,2.30
117480,03.12.2007,1,19.95,2.30
117481,03.12.2007,1,59.95,29.50
117482,03.12.2007,1,24.95,9.05
117483,03.12.2007,1,34.95,15.50
117484,03.12.2007,1,329.95,183.00
117485,03.12.2007,1,169.95,115.00
161660,03.12.2007,1,899.95,519.00
161663,03.12.2007,1,179.95,85.78
117486,03.12.2007,1,49.95,23.75
117487,03.12.2007,1,259.95,156.84
117488,03.12.2007,1,59.95,25.80
117488,03.12.2007,1,59.95,25.80
117488,03.12.2007,1,39.95,14.95
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,04.12.2007,1,59.95,25.80
117488,05.03.2007,1,59.95,25.80
117488,05.03.2007,1,59.95,25.80
117488,04.07.2009,1,199.95,84.69
106053,09.09.2007,1,59.95,28.77
106053,09.09.2007,1,59.95,14.98
117489,03.12.2007,1,49.95,20.75
117490,03.12.2007,1,119.95,64.46
117490,10.06.2008,1,299.95,182.34
117490,10.06.2008,1,49.95,21.51
117490,12.11.2009,1,39.95,14.40
117491,03.12.2007,1,59.95,26.13
118570,29.05.2007,1,69.95,30.74
118570,29.05.2007,1,39.95,16.40
118570,29.05.2007,1,39.95,16.40
118570,29.05.2007,1,39.95,16.40
118570,29.05.2007,1,39.95,16.40
118570,29.05.2007,1,39.95,15.70
118570,29.05.2007,1,39.95,15.70
118570,13.06.2011,1,149.95,50.50
118570,13.06.2011,1,14.95,7.30
118570,13.06.2011,1,14.95,7.30
117492,13.03.2007,1,129.95,60.00
117493,13.03.2007,1,64.95,60.00
117494,13.03.2007,1,219.95,80.00
117495,13.03.2007,1,99.95,52.00
117496,13.03.2007,1,69.95,33.95
117497,13.03.2007,1,29.95,14.91
117498,13.03.2007,1,19.95,14.00
161673,13.03.2007,1,29.95,12.35
161673,13.03.2007,1,29.95,10.00
161673,12.05.2011,1,49.95,20.78
117499,13.03.2007,1,129.95,69.00
117500,13.03.2007,1,399.95,188.20
174767,14.11.2011,1,59.95,30.00
117501,13.03.2007,1,39.95,8.50
161686,13.03.2007,1,59.95,24.50
161686,13.03.2007,1,69.95,35.00
117503,13.03.2007,1,99.95,28.00
117503,13.03.2007,1,19.95,2.30
117503,13.03.2007,1,19.95,2.30
117504,13.03.2007,1,99.95,28.00
117504,13.03.2007,1,19.95,2.30
117504,13.03.2007,1,19.95,2.30
117505,13.03.2007,1,59.95,29.00
117506,13.03.2007,1,49.95,24.00
117507,13.03.2007,1,39.95,12.00
117508,13.03.2007,1,99.95,50.00
117508,13.03.2007,1,69.95,32.00
117508,13.03.2007,1,199.95,108.00
117509,13.03.2007,1,29.95,14.99
117511,13.03.2007,1,49.95,22.94
117512,14.03.2007,1,24.95,7.50
161697,14.03.2007,1,129.95,67.90
117514,14.03.2007,1,29.95,10.41
117515,14.03.2007,1,69.95,35.00
117516,14.03.2007,1,129.95,65.50
117517,14.03.2007,1,139.95,70.00
117517,26.05.2009,1,89.95,33.40
117520,14.03.2007,1,129.95,60.00
117522,14.03.2007,1,24.95,7.50
117523,15.03.2007,1,39.95,8.50
117523,15.03.2007,1,119.95,64.46
117523,15.03.2007,1,3.95,1.73
117523,15.03.2007,1,4.95,3.19
117523,15.03.2007,1,23.95,15.56
117523,04.03.2007,1,299.95,150.54
117523,04.03.2007,1,39.95,18.25
117524,15.03.2007,1,29.95,16.18
117525,15.03.2007,1,49.95,17.44
161720,15.03.2007,1,49.95,23.75
117527,15.03.2007,1,299.95,225.00
117528,15.03.2007,1,59.95,24.50
