,Age,Occupation,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan
18270,43,Accountant,81764.54,6209.636094068051,1,6,7,4,30,1,9.28,2.0,Good,745.06,30.491463061307684,No,475.4367994974163,57.5266995546946,!@9#%8,696.5832402131717,0,0,1,0,1,0,0,1,1
18276,33,Scientist,171280.88,14157.406666666668,865,6,11,1,10,10,-1.0,3.0,Good,421.66,24.70271675233991,No,115.32889181506086,1320.4082488696858,LowspentLargevaluepayments,250.0035259819201,0,0,0,0,1,0,0,0,0
18281,-500,Mechanic,30385.07,2764.089166666666,6,7,7,0,27,12,9.44,6.0,Standard,951.4,31.364966373649672,No,0.0,46.50467201403386,HighspentMediumvaluepayments,479.9042446526328,0,0,0,0,0,0,0,0,0
18283,41,Mechanic,18651800.0,2764.089166666666,6,7,7,0,29,13,9.44,6.0,Standard,951.4,37.6064019821566,No,0.0,143.2078821270311,LowspentMediumvaluepayments,413.2010345396357,0,0,0,0,0,0,0,0,0
18284,46,Mechanic,34652.7,2975.725,6,7,14,3,5,15,4.5600000000000005,30.080200142959256,Standard,1096.33,36.77751403859106,Yes,64.68031229517283,97.7154488393843,!@9#%8,405.17673886544287,0,0,0,0,0,0,1,2,0
18285,46,Mechanic,34652.7,2975.725,6,7,14,3,5,15,9.56,4.0,Standard,1096.33,35.38229506305434,Yes,64.68031229517283,282.2913284582457,LowspentMediumvaluepayments,230.60085924658145,0,0,0,0,0,0,1,2,0
18287,46,Mechanic,34652.7,2975.725,6,7,14,3,5,16,9.56,6.0,Standard,1096.33,33.73693683886796,Yes,64.68031229517283,63.22651833383009,HighspentLargevaluepayments,409.66566937099714,0,0,0,0,0,0,1,2,0
18289,54,Lawyer,62773.2,5370.099999999999,3,4,19,2,4,8,11.22,7.0,Standard,746.09,37.48098314819261,Yes,92.25412507312004,224.4591477834888,HighspentMediumvaluepayments,470.2967271433912,0,0,0,0,1,0,1,0,0
18290,54,Lawyer,62773.2,4182.004291203503,3,4,19,2,5,8,11.22,7.0,Standard,746.09,32.775819036489274,Yes,92.25412507312004,518.0519490421858,LowspentMediumvaluepayments,206.7039258846941,0,0,0,0,1,0,1,0,0
18291,54,Lawyer,62773.2,4182.004291203503,3,4,19,2,5,8,11.22,7.0,Standard,746.09,26.93426447804995,Yes,92.25412507312004,109.01727769519474,HighspentMediumvaluepayments,585.7385972316853,0,0,0,0,1,0,1,0,0
18293,18,Mechanic,54027.0,4269.25,6,4,8,2,22,13,7.2,4.0,Good,482.08,39.53342853223192,No,53.260886633962926,63.52922182613819,!@9#%8,550.134891539899,0,0,0,1,0,1,0,0,0
18294,18,Mechanic,54027.0,4269.25,6,4,8,2,22,10,7.2,4.0,Good,482.08,36.17828509319782,No,53.260886633962926,252.16004805032745,LowspentSmallvaluepayments,411.5040653157097,0,0,0,1,0,1,0,0,0
18296,32,Writer,16489.74,1075.4716312343628,4,3,10,3,18,12,17.18,5.0,Standard,1367.75,37.35592825485811,Yes,103.52151006545704,105.20524405999866,LowspentSmallvaluepayments,270.9611146401817,1,0,0,0,1,0,0,1,0
18297,32,Writer,16489.74,1075.4716312343628,4,3,10,3,20,12,18.18,7.0,Standard,1367.75,41.385581918107206,Yes,103.52151006545704,47.27158713384062,LowspentSmallvaluepayments,328.89477156633967,1,0,0,0,1,0,0,1,0
18300,28,Doctor,37823.27,4182.004291203503,3,5,12,2,14,12,7.14,8.0,Good,504.85,34.81664414742621,No,59.03918239724726,161.9773069515401,HighspentSmallvaluepayments,338.4774273178793,0,0,0,0,0,1,0,0,1
18303,1141,Doctor,37823.27,2994.939166666666,3,5,12,2,14,12,7.14,8.0,Good,504.85,35.31773473929138,No,59.03918239724726,46.78331664751615,!@9#%8,433.6714176219033,0,0,0,0,0,1,0,0,1
18304,30,MediaManager,143469.16,11690.763333333334,4,3,10,0,19,19,4.94,5.0,Standard,790.97,35.464359901212696,Yes,0.0,800.5323343546895,LowspentLargevaluepayments,638.5439989786439,0,0,0,0,0,0,0,0,0
18305,30,MediaManager,143469.16,11690.763333333334,4,3,10,0,19,19,7.94,5.0,Standard,790.97,31.88753495919743,Yes,0.0,136.97764175114543,HighspentLargevaluepayments,1272.098691582188,0,0,0,0,0,0,0,0,0
18306,31,MediaManager,143469.16,11690.763333333334,4,3,10,0,19,19,7.94,2019.0,Standard,790.97,42.42320006288148,Yes,0.0,235.89808489599145,HighspentLargevaluepayments,1173.178248437342,0,0,0,0,0,0,0,0,0
18307,31,MediaManager,143469.16,11690.763333333334,4,3,10,-100,19,19,7.94,9.0,Standard,790.97,37.19221899335175,Yes,0.0,268.34570021056254,HighspentLargevaluepayments,1140.730633122771,0,0,0,0,0,0,0,0,0
18309,44,Mechanic,10728.4,631.0600252990126,6,3,12,0,20,12,10.95,4.0,Good,1375.35,38.23801031265935,No,88.97330803432068,0.0,!@9#%8,302.85111788971363,0,0,0,0,0,0,0,0,0
18310,44,Mechanic,10728.4,631.0600252990126,6,3,12,0,15,13,10.95,4.0,Good,1375.35,28.144353267054854,No,88.97330803432068,38.02934637151328,LowspentSmallvaluepayments,323.97398696182006,0,0,0,0,0,0,0,0,0
18311,44,Mechanic,10728.4,631.0600252990126,6,3,12,0,20,12,10.95,8.0,Good,1375.35,37.21912968934723,No,88.97330803432068,41.27068822896404,LowspentMediumvaluepayments,310.73264510436934,0,0,0,0,0,0,0,0,0
18315,32,Musician,68469.6,5500.8,7,6,33,5,54,19,5.16,11.0,Bad,1865.28,32.10268322863328,Yes,230.3927541039241,276.96055406608053,HighspentSmallvaluepayments,302.72669182999533,1,0,0,1,1,0,0,0,1
18317,27,Musician,27032.89,1985.740833333333,6,4,17,3,10,20,19.61,7.0,Standard,1181.93,37.24277850699398,NM,55.0810367477324,60.6768971177761,HighspentMediumvaluepayments,332.81614946782486,1,0,1,0,0,0,0,0,1
18320,33,Lawyer,108952.35,4182.004291203503,4,4,7,3,11,10,6.04,30.080200142959256,Standard,544.75,39.79448198568074,No,230.6536456762965,211.28907956226712,HighspentLargevaluepayments,718.3935247614363,0,0,1,0,0,0,0,2,0
18322,33,Lawyer,108952.35,9203.3625,4,4,7,3,11,8,7.04,2.0,Standard,544.75,33.926812982199266,No,230.6536456762965,410.347219050606,LowspentSmallvaluepayments,569.3353852730974,0,0,1,0,0,0,0,2,0
18323,33,Lawyer,108952.35,9203.3625,4,4,7,3,9,6,6.04,2.0,Standard,544.75,30.37276544376612,No,230.6536456762965,249.1955654607889,LowspentMediumvaluepayments,720.4870388629145,0,0,1,0,0,0,0,2,0
18325,45,Scientist,18990.85,1531.5708333333332,213,6,30,8,19,28,28.71,14.0,Bad,2878.45,31.99856071844793,Yes,89.32400428782911,118.28330351129672,LowspentSmallvaluepayments,235.5497755342076,1,0,2,0,1,0,1,1,1
18326,45,Scientist,18990.85,1531.5708333333332,6,6,30,8,14,26,28.71,14.0,Bad,2878.45,35.03332303876711,Yes,89.32400428782911,125.81171302408156,LowspentMediumvaluepayments,218.0213660214226,1,0,2,0,1,0,1,1,1
18327,45,Scientist,18990.85,1531.5708333333332,6,6,30,8,19,25,28.71,14.0,Bad,2878.45,37.31090843344846,Yes,89.32400428782911,205.5335990861668,!@9#%8,148.29947995933748,1,0,2,0,1,0,1,1,1
18328,26,Accountant,30536.26,4182.004291203503,4,1,7,0,2,12,6.24,3.0,Good,457.32,32.34484826584516,No,0.0,18.71664787726048,HighspentLargevaluepayments,491.0521854560728,0,0,0,0,0,0,0,0,0
18332,19,Teacher,73888.42,6077.368333333333,4,644,17,4,15,15,9.81,4.0,Standard,604.85,30.407002207537907,Yes,244.26490250324804,231.0202299588142,HighspentMediumvaluepayments,382.451700871271,1,1,0,0,0,1,0,0,1
18335,19,Teacher,73888.42,4182.004291203503,4,5,17,4,15,15,9.81,5.0,Standard,604.85,31.69425212367632,Yes,597.4153863890633,302.9753752458033,HighspentSmallvaluepayments,320.4965555842819,1,1,0,0,0,1,0,0,1
18336,15,Teacher,8763.22,712.2683333333333,5,7,34,6,15,9,10.28,8.0,Standard,2175.13,36.81753575498785,NM,22.51717723530616,10000.0,LowspentSmallvaluepayments,312.0819445202798,1,0,0,0,2,0,2,0,1
18338,15,Teacher,8763.22,4182.004291203503,5,7,34,6,15,6,10.28,8.0,Standard,2175.13,37.06545431517726,Yes,22.51717723530616,10000.0,LowspentSmallvaluepayments,262.49294441692865,1,0,0,0,2,0,2,0,1
18339,15,Teacher,8763.22,712.2683333333333,5,7,34,6,12,9,6.279999999999999,8.0,Standard,2175.13,36.42570871051979,Yes,22.51717723530616,59.62219009484666,LowspentSmallvaluepayments,279.0874660031805,1,0,0,0,2,0,2,0,1
18340,33,Doctor,136435.2,11574.6,4,3,5,3,18,19,17.78,9.0,Standard,252.01,34.57512445216571,Yes,236.74435350455465,123.81196508376922,HighspentLargevaluepayments,1036.9036814116762,0,0,1,0,0,0,0,0,2
18344,24,Mechanic,14906.56,1360.2133333333334,6,6,20,2,42,17,7.63,12.0,Standard,2626.18,35.053971926912304,Yes,20.692546277562823,117.30901287856416,LowspentMediumvaluepayments,278.01977417720644,0,0,0,0,0,0,1,0,1
18345,24,Mechanic,14906.56,1360.2133333333334,6,6,20,2,39,17,7.63,12.0,Standard,2626.18,25.090997552411665,Yes,20.692546277562823,145.4893954059983,LowspentSmallvaluepayments,259.8393916497722,0,0,0,0,0,0,1,0,1
18346,24,Mechanic,14906.56,1360.2133333333334,6,6,1831,2,39,19,7.63,12.0,Standard,2626.18,31.778784780604443,Yes,20.692546277562823,70.07157775758643,LowspentSmallvaluepayments,335.25720929818414,0,0,0,0,0,0,1,0,1
18347,25,Mechanic,14906.56,1360.2133333333334,6,6,20,2,39,15,7.63,17.0,Standard,2626.18,26.113834247045308,Yes,20.692546277562823,91.0215441726736,LowspentLargevaluepayments,294.30724288309693,0,0,0,0,0,0,1,0,1
18348,39,Entrepreneur,69779.8,5695.983333333334,3,6,12,5,27,8,18.99,7.0,Standard,2349.79,25.676544283364787,Yes,254.9681947433235,516.8206496013956,LowspentLargevaluepayments,67.80948898861425,0,1,0,0,2,0,0,1,0
18349,40,Entrepreneur,69779.8,5695.983333333334,3,6,12,5,22,10,13.989999999999998,7.0,Standard,2349.79,34.45832043983406,Yes,254.9681947433235,280.1035065486355,LowspentSmallvaluepayments,324.52663204137434,0,1,0,0,2,0,0,1,0
18350,40,Entrepreneur,69779.8,4182.004291203503,3,6,12,5,27,10,13.989999999999998,7.0,Standard,2349.79,34.96499885370528,NM,254.9681947433235,211.1745771814989,HighspentMediumvaluepayments,353.45556140851096,0,1,0,0,2,0,0,1,0
18354,21,Doctor,13848.89,1152.0741666666663,4,4,18,2,19,10,5.77,4.0,Standard,65.12,30.20914804585832,NM,12.663444699649837,89.35081796157453,LowspentSmallvaluepayments,303.1931540054423,0,0,1,0,1,0,0,0,0
18355,21,Doctor,13848.89,1152.0741666666663,4,4,18,2,19,10,5.77,4.0,Standard,65.12,28.63290741444084,NM,12.663444699649837,18.392911851015924,HighspentLargevaluepayments,324.15106011600085,0,0,1,0,1,0,0,0,0
18357,45,MediaManager,7226.435,662.2029166666667,8,5,20,3,13,16,8.72,9.0,Standard,1533.48,34.01303313371093,Yes,16.193506546212475,43.629192286112,HighspentSmallvaluepayments,266.3975928343422,0,0,0,0,1,1,0,0,1
18358,45,MediaManager,7226.435,662.2029166666667,8,5,673,3,13,17,8.72,10.0,Standard,1533.48,23.0769865140952,Yes,16.193506546212475,50.61316601614698,LowspentSmallvaluepayments,289.4136191043072,0,0,0,0,1,1,0,0,1
18359,45,MediaManager,7226.435,662.2029166666667,8,5,20,3,13,11,8.72,10.0,Standard,1533.48,35.652855279460184,Yes,16.193506546212475,20.637720450512443,LowspentMediumvaluepayments,309.38906466994183,0,0,0,0,1,1,0,0,1
18360,34,Writer,33765.68,2528.806666666667,0,5,8,1,5,8,1.27,1.0,Good,469.44,38.0740154920104,NM,22.338798692795567,80.78659344217178,HighspentMediumvaluepayments,399.7552745316994,0,0,0,0,0,0,1,0,0
18362,34,Writer,33765.68,2528.806666666667,0,788,8,1,5,8,1.27,1.0,Good,469.44,30.435513285530963,No,22.338798692795567,314.53711490604394,LowspentSmallvaluepayments,206.0047530678272,0,0,0,0,0,0,1,0,0
18363,34,Writer,33765.68,2528.806666666667,0,5,8,1,5,6,1.27,1.0,Good,469.44,32.487963972460165,No,22.338798692795567,120.25390712612858,LowspentSmallvaluepayments,400.28796084774245,0,0,0,0,0,0,1,0,0
18364,35,Developer,49128.9,4182.004291203503,8,644,29,6,11,12,13.88,7.0,Standard,2574.1,31.810671949824123,Yes,169.5292210820439,52.35185155719451,HighspentMediumvaluepayments,451.2264273607615,1,0,0,1,0,1,1,1,0
18366,35,Developer,49128.9,4231.074999999999,8,3,29,6,11,11,13.88,7.0,Standard,2574.1,36.64856682166017,Yes,169.5292210820439,227.9454421152388,HighspentSmallvaluepayments,285.6328368027172,1,0,0,1,0,1,1,1,0
18368,24,Musician,7567.595,809.6329166666667,10,5,20,5,48,20,22.65,11.0,Bad,4693.94,40.47712925107877,Yes,27.5195881442452,32.69328134048016,HighspentSmallvaluepayments,280.7504221819413,0,0,0,1,0,1,0,1,1
18371,25,Musician,7567.595,809.6329166666667,10,5,20,5,44,19,22.65,11.0,Bad,4693.94,31.82021819345431,Yes,27.5195881442452,69.48923518869853,LowspentMediumvaluepayments,263.95446833372296,0,0,0,1,0,1,0,1,1
18372,37,Teacher,19047.38,1430.281666666667,6,8,26,6,49,19,35.54,8.0,Bad,2932.27,29.27763479436122,Yes,55.9900210082615,49.41399680536289,LowspentSmallvaluepayments,327.6241488530423,0,1,1,1,1,0,0,0,1
18373,37,Teacher,19047.38,1430.281666666667,6,8,26,6,49,19,29.54,10.0,Bad,2932.27,25.031028487210826,Yes,55.9900210082615,164.14267054154925,LowspentSmallvaluepayments,212.895475116856,0,1,1,1,1,0,0,0,1
18375,37,Teacher,19047.38,1430.281666666667,6,8,26,6,49,19,29.54,10.0,Bad,2932.27,34.97144638019807,NM,55.9900210082615,94.1795313193258,LowspentSmallvaluepayments,282.85861433907934,0,1,1,1,1,0,0,0,1
18376,19,Scientist,79878.52,6535.543333333334,3,1,7,2,0,10,7.42,8.0,Good,189.33,33.19827981726084,No,81.16999130109285,325.76475791340096,LowspentMediumvaluepayments,526.6195841188396,0,0,0,0,0,1,0,1,0
18377,19,Scientist,79878.52,6535.543333333334,3,1,7,2,0,8,7.42,8.0,Good,189.33,28.125103613665413,No,48216.0,436.1226303617818,HighspentSmallvaluepayments,396.26171167045874,0,0,0,0,0,1,0,1,0
18378,20,Scientist,79878.52,6535.543333333334,3,1,7,2,0,11,11.42,8.0,Good,189.33,29.77688986657408,No,81.16999130109285,93.31610829706769,HighspentLargevaluepayments,719.0682337351731,0,0,0,0,0,1,0,1,0
18379,20,Scientist,79878.52,6535.543333333334,3,1,7,2,0,12,7.42,8.0,Good,189.33,34.8521068072427,No,81.16999130109285,340.60863683732794,LowspentMediumvaluepayments,511.7757051949128,0,0,0,0,0,1,0,1,0
18380,46,Architect,31329.83,2598.8191666666667,5,3,6,0,14,19,-1.75,4.0,Good,628.91,31.019376452981337,No,0.0,52.355959513993405,HighspentMediumvaluepayments,457.5259571526733,0,0,0,0,0,0,0,0,0
18382,46,Architect,31329.83,2598.8191666666667,5,3,6,0,14,19,5.25,4.0,Good,628.91,23.5309594256316,No,0.0,113.0658710528786,LowspentLargevaluepayments,416.8160456137881,0,0,0,0,0,0,0,0,0
18383,46,Architect,31329.83,2598.8191666666667,5,3,6,0,14,19,5.25,4.0,Good,628.91,28.24141486002956,No,0.0,223.5051611039122,LowspentSmallvaluepayments,326.37675556275445,0,0,0,0,0,0,0,0,0
18386,37,MediaManager,65891.85,4182.004291203503,4,4,5,4,22,17,10.83,7.0,Standard,454.19,41.47976274717558,Yes,118.88267396744332,163.5215784909998,HighspentMediumvaluepayments,500.2944975415568,2,1,0,0,1,0,0,0,0
18389,2436,MediaManager,9955.255,834.6045833333333,3,7,19,4,12,18,7.34,10.0,Standard,447.15,25.75767927155381,Yes,18.436786599212887,42.38830531892275,LowspentMediumvaluepayments,302.63536641519767,2,1,0,1,0,0,0,0,0
18390,31,MediaManager,9955.255,834.6045833333333,3,7,19,4,12,20,7.34,10.0,Standard,447.15,27.312318748840752,NM,18.436786599212887,30.030635469750514,LowspentSmallvaluepayments,324.99303626436995,2,1,0,1,0,0,0,0,0
18392,29,Accountant,127273.88,10098.122508989303,8,4,14,1,26,13,8.27,2.0,Standard,556.02,40.08967546017645,No,672.4663110210113,509.5203473729479,LowspentSmallvaluepayments,791.0631659500708,0,0,0,0,1,0,0,0,0
18393,29,Accountant,127273.88,10098.122508989303,8,4,14,1,26,13,8.27,2.0,Standard,556.02,31.236392815144725,No,672.4663110210113,402.5071189967228,HighspentMediumvaluepayments,858.0763943262958,0,0,0,0,1,0,0,0,0
18396,26,Doctor,39318.5,3170.541666666666,6,9,25,6,33,21,25.03,14.0,Bad,3039.02,23.266135795372747,Yes,137.42784788197525,188.7662094484716,LowspentSmallvaluepayments,280.8601093362199,0,1,1,0,0,1,1,2,0
18397,26,Doctor,39318.5,3170.541666666666,6,9,25,6,37,19,25.03,14.0,Bad,3039.02,33.813665600515186,Yes,137.42784788197525,148.4905769369275,LowspentLargevaluepayments,301.13574184776394,0,1,1,0,0,1,1,2,0
18399,26,Doctor,39318.5,3170.541666666666,6,9,25,6,29,19,25.03,14.0,Bad,3039.02,33.118696737701704,Yes,137.42784788197525,294.3805207402532,LowspentMediumvaluepayments,165.24579804443826,0,1,1,0,0,1,1,2,0
18400,26,Writer,8361.59,640.7991666666667,10,7,33,7,25,21,9.35,6.0,Bad,1883.47,32.79428706832244,Yes,27.87815482158329,52.65578617835072,!@9#%8,253.54597566673263,0,1,1,0,1,1,1,1,0
18402,26,Writer,8361.59,640.7991666666667,10,7,33,7,24,20,9.35,6.0,Bad,1883.47,29.04699460853712,Yes,27.87815482158329,75.32439850955616,LowspentSmallvaluepayments,250.8773633355273,0,1,1,0,1,1,1,1,0
18403,26,Writer,8361.59,640.7991666666667,10,7,33,7,20,19,9.35,6.0,Bad,1883.47,23.03806424916029,Yes,27.87815482158329,37.88507325138183,LowspentSmallvaluepayments,288.31668859370154,0,1,1,0,1,1,1,1,0
18404,32,Teacher,9529.855,583.7274690480067,9,8,26,3,53,20,7.2,10.0,Bad,1818.36,33.436642877662464,Yes,116.43805681409916,45.65929205242174,HighspentSmallvaluepayments,271.14522375213903,1,0,0,0,0,1,1,0,0
18407,33,Teacher,9529.855,583.7274690480067,9,8,26,3,50,20,7.2,10.0,Bad,1818.36,35.32037485968792,Yes,116.43805681409916,28.55447874216484,LowspentSmallvaluepayments,318.25003706239585,1,0,0,0,0,1,1,0,0
18408,21,Doctor,19681.08,1454.09,4,4,16,3,16,11,10.41,1.0,Standard,1122.31,32.620863718202955,Yes,33.870708472450204,146.12129271107702,LowspentMediumvaluepayments,245.4169988164728,0,0,0,0,1,1,1,0,0
18410,22,Doctor,19681.08,1454.09,4,4,16,3,16,8,10.41,1.0,Standard,1122.31,36.54822841927507,Yes,33.870708472450204,167.27536871194306,LowspentSmallvaluepayments,234.2629228156068,0,0,0,0,1,1,1,0,0
18411,22,Doctor,19681.08,1454.09,4,4,16,3,16,7,10.41,1.0,Standard,1122.31,34.933241731732714,Yes,33.870708472450204,101.01015585423686,LowspentMediumvaluepayments,290.528135673313,0,0,0,0,1,1,1,0,0
18412,18,Developer,57943.41,4732.6175,8,8,19,6,37,23,25.78,15.0,Bad,4890.07,27.27704001498609,Yes,200.69405384821405,94.3983811152926,HighspentMediumvaluepayments,428.1693150364935,0,0,0,2,2,0,0,1,0
18413,6137,Developer,57943.41,4732.6175,8,8,19,6,37,23,21.78,15.0,Bad,4890.07,28.808653098224745,Yes,200.69405384821405,179.066879394657,HighspentMediumvaluepayments,343.500816757129,0,0,0,2,2,0,0,1,0
18421,35,Mechanic,18760.69,4182.004291203503,9,10,21,9,47,28,6.96,6.0,Bad,1375.0,30.850068045677933,Yes,25286.0,81.8713216687519,LowspentSmallvaluepayments,240.1155334096564,1,0,2,1,1,1,1,1,1
18422,35,Mechanic,18760.69,1331.3908333333334,9,10,21,9,49,25,7.96,6.0,Bad,1375.0,22.76983239683108,Yes,101.152228254925,24.968844983946664,HighspentMediumvaluepayments,257.01801009446166,1,0,2,1,1,1,1,1,1
18423,35,Mechanic,18760.69,1331.3908333333334,9,10,21,9,49,25,4.96,6.0,Bad,1375.0,25.302794214846774,Yes,101.152228254925,10000.0,LowspentSmallvaluepayments,241.7849197201495,1,0,2,1,1,1,1,1,1
18424,30,Writer,76804.72,5942.743352469733,9,9,16,8,21,21,28.93,8.0,Bad,4811.23,29.83177987756652,Yes,774.4483166238817,187.40976824797983,HighspentMediumvaluepayments,440.83122932507285,0,1,0,0,1,1,2,1,1
18427,31,Writer,76804.72,5942.743352469733,9,9,16,8,20,23,26.93,13.0,Bad,4811.23,23.132119325348363,Yes,774.4483166238817,216.4074853388013,HighspentMediumvaluepayments,411.8335122342514,0,1,0,0,1,1,2,1,1
18428,35,Musician,23357.87,2008.4891666666665,4,5,7,4,32,14,17.38,5.0,Standard,1290.06,29.86561987445309,Yes,44.87283727805653,154.9877008313258,LowspentLargevaluepayments,270.9883785572844,1,0,1,0,0,0,1,0,1
18431,35,Musician,23357.87,2008.4891666666665,4,5,7,4,28,15,17.38,5.0,Standard,1290.06,32.84424356956543,Yes,44.87283727805653,28.99171986256064,HighspentLargevaluepayments,366.9843595260495,1,0,1,0,0,0,1,0,1
18432,26,Writer,45834.57,3816.5475,7,7,19,2,9,16,15.07,8.0,Standard,2482.46,25.290784642648106,Yes,54.293093063069655,329.3600174551685,LowspentMediumvaluepayments,278.0016394817619,0,0,0,0,1,0,0,0,1
18435,26,Writer,45834.57,3816.5475,7,7,19,2,9,15,17.07,8.0,Standard,2482.46,37.90685089178825,Yes,54.293093063069655,178.94806954775888,LowspentSmallvaluepayments,438.41358738917154,0,0,0,0,1,0,0,0,1
18439,40,Accountant,68470.86,4182.004291203503,7,4,12,5,17,15,10.489999999999998,10.0,Standard,965.14,31.98432346310485,Yes,226.9156155697618,325.94567751763384,LowspentLargevaluepayments,305.6292069126043,0,0,0,0,1,2,0,0,2
18440,31,Journalist,53945.85000000001,4479.4875,7,6,23,2,39,23,11.82,11.0,Bad,2352.38,40.11916577410521,Yes,71.11290617852161,65.11108713700118,HighspentLargevaluepayments,551.7247566844773,0,0,0,0,0,1,1,0,0
18441,32,Journalist,53945.85000000001,4479.4875,7,6,23,2,39,22,13.82,11.0,Bad,2352.38,34.02848252619029,NM,71.11290617852161,157.93239335148738,LowspentLargevaluepayments,488.9034504699911,0,0,0,0,0,1,1,0,0
18443,32,Journalist,2719266.0,4479.4875,7,6,23,2,42,23,17.82,11.0,Bad,2352.38,25.233425279306267,Yes,71.11290617852161,310.08510800864127,LowspentMediumvaluepayments,346.7507358128372,0,0,0,0,0,1,1,0,0
18445,16,Scientist,19028.45,4182.004291203503,1432,10,15,7,38,18,16.16,9.0,Bad,2600.23,22.491197066160343,Yes,78.84913307750013,137.46087506815192,LowspentSmallvaluepayments,223.46040852101464,1,1,0,0,0,0,0,1,2
18446,16,Scientist,19028.45,1497.7041666666669,9,10,15,7,38,21,20.16,9.0,Bad,2600.23,27.74000407416832,Yes,78.84913307750013,76.01324673158217,LowspentMediumvaluepayments,274.9080368575844,1,1,0,0,0,0,0,1,2
18450,24,Developer,11486.08,1067.1733333333332,8,7,11,-100,14,10,11.73,9.0,Standard,550.98,35.84197343827337,Yes,23.083110511727902,124.44714571723496,LowspentSmallvaluepayments,249.18707710437047,0,0,0,1,1,0,1,0,0
18451,24,Developer,11486.08,1067.1733333333332,8,7,11,3,14,12,11.73,9.0,Standard,550.98,29.96783749728272,Yes,23.083110511727902,64.49433456581053,LowspentSmallvaluepayments,309.13988825579486,0,0,0,1,1,0,1,0,0
18452,40,MediaManager,35643.6,3046.3,4,3,9,4,29,19,16.48,12.0,Standard,171.98,27.809525989285607,Yes,60.03954017071801,76.58179162780733,HighspentMediumvaluepayments,418.0086682014746,2,0,0,0,0,0,0,2,0
18456,1187,Lawyer,35699.53,2864.960833333333,6,5,13,0,27,12,7.23,5.0,Standard,397.35,33.51791617885406,Yes,0.0,75.14901046053602,!@9#%8,461.3470728727973,0,0,0,0,0,0,0,0,0
18457,21,Lawyer,35699.53,2864.960833333333,6,5,13,0,27,13,7.23,5.0,Standard,397.35,32.615277299542285,Yes,0.0,108.70529739150952,HighspentMediumvaluepayments,427.7907859418238,0,0,0,0,0,0,0,0,0
18458,21,Lawyer,13902281.0,2864.960833333333,6,5,13,0,29,13,7.23,9.0,Standard,397.35,40.357584505524784,Yes,0.0,186.37849142566108,HighspentSmallvaluepayments,360.11759190767225,0,0,0,0,0,0,0,0,0
18460,16,Scientist,53611.71,4733.6425,6,5,8,876,4,15,15.82,8.0,Standard,1458.84,32.767000567359084,Yes,87.35712883849558,10000.0,HighspentLargevaluepayments,553.2187264668638,0,1,0,0,1,0,0,0,1
18462,16,Scientist,53611.71,4733.6425,6,5,8,3,6,12,13.82,8.0,Standard,1458.84,22.803701743043604,Yes,87.35712883849558,176.88605463728206,HighspentMediumvaluepayments,459.12106652422233,0,1,0,0,1,0,0,0,1
18465,4938,Journalist,15508.43,4182.004291203503,4,4,16,4,20,18,3.07,1.0,Standard,1370.52,36.09341435715145,Yes,43.057894570992346,116.79557253709592,LowspentSmallvaluepayments,270.1834495585784,0,0,0,2,0,1,0,0,1
18466,19,Journalist,15508.43,1400.3691666666666,4,4,16,4,21,19,3.07,1.0,Standard,1370.52,32.48778909313163,Yes,43.057894570992346,135.41931401105288,LowspentSmallvaluepayments,251.55970808462143,0,0,0,2,0,1,0,0,1
18467,20,Journalist,15508.43,1400.3691666666666,4,4,16,4,21,19,3.07,1.0,Standard,1370.52,24.80281459565381,Yes,43.057894570992346,78.50573589155334,LowspentSmallvaluepayments,308.473286204121,0,0,0,2,0,1,0,0,1
18468,31,Architect,52977.0,4595.75,7,9,24,7,36,20,3.72,11.0,Bad,2578.67,29.267738598096123,Yes,249.1442746447504,101.20936079650158,!@9#%8,369.2213645587481,1,0,1,0,0,2,0,0,1
18471,32,Architect,52977.0,4595.75,7,9,24,7,41,19,3.72,11.0,Bad,2578.67,30.207571716591463,Yes,249.1442746447504,176.12212539300327,HighspentMediumvaluepayments,284.3085999622464,1,0,1,0,0,2,0,0,1
18472,28,Teacher,29283.91,2380.3258333333333,3,5,8,2,12,4,8.33,2.0,Good,309.61,26.61505423415731,No,36.20844627352849,59.42092969588714,HighspentLargevaluepayments,382.4032073639177,0,0,0,0,1,1,0,0,0
18473,28,Teacher,29283.91,2380.3258333333333,3,5,8,2,17,1,5.33,2.0,Good,309.61,34.72695890747552,No,80078.0,139.5002053294449,LowspentLargevaluepayments,332.32393173036,0,0,0,0,1,1,0,0,0
18474,28,Teacher,29283.91,2380.3258333333333,3,5,8,2,21,4,2.33,3.0,Good,309.61,38.88275497299707,No,36.20844627352849,166.86556817380125,LowspentMediumvaluepayments,314.9585688860036,0,0,0,0,1,1,0,0,0
