,Age,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_MediaManager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,userID
600,21.0,30272.61,2258.7175,3.0,1365.0,15.0,1.0,30.0,8.0,8.83,9.0,180.94,29.60575893901424,2,17.975850989790292,54.66555554342681,2,403.2303434667828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,694183
602,21.0,30272.61,2258.7175,3.0,3.0,15.0,1.0,30.0,8.0,8.83,776.0,180.94,24.19382873528924,2,17.975850989790292,106.97368993879364,3,360.9222090714161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231770
604,31.0,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,11.0,20.0,0.52,4.0,203.03,32.209726410818355,0,107.93724129573393,10000.0,2,455.56144117724574,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679196
605,31.0,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,11.0,20.0,0.52,4.0,203.03,32.599580318195464,1,107.93724129573393,188.5718774045626,2,472.5527146330367,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425350
609,33.0,42220.39,3433.686488446392,1.0,4.0,1.0,-100.0,9.0,9.0,7.48,1.0,257.81,34.163988975836936,1,52394.0,191.1425544887616,3,282.6236326548596,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544592
610,4576.0,42220.39,4182.004291203503,1.0,4.0,1.0,4.0,9.0,9.0,6.48,1.0,257.81,35.62875473390178,1,191.94974107665337,272.9767171771664,4,210.7894699664548,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550287
614,51.0,43581.13,3566.7608333333333,4.0,3.0,9.0,3.0,19.0,3.0,8.56,7.0,900.83,28.23772306642064,1,103.03307766103524,82.4775021419168,2,421.1655035303812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,729575
615,52.0,43581.13,3566.7608333333333,4.0,3.0,9.0,3.0,14.0,3.0,8.56,7.0,900.83,29.343087842337933,1,103.03307766103524,318.5485551113878,6,225.09445056091027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,813808
616,50.0,28681.38,2127.115,3.0,5.0,2.0,0.0,0.0,5.0,2.82,4.0,467.64,40.37522448577022,1,0.0,118.99709032624308,0,373.71440967375696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597612
619,50.0,28681.38,2127.115,3.0,5.0,2.0,0.0,2.0,7.0,2.82,7.0,467.64,34.55831413003153,1,0.0,10000.0,3,336.0907192166835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826577
621,34.0,35376.32,4182.004291203503,8.0,3.0,19.0,3.0,12.0,15.0,15.14,7.0,1166.47,39.14338362500085,2,58.2166703210756,87.01771490884857,2,376.4682814367425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,951822
622,34.0,35376.32,2717.026666666666,8.0,3.0,19.0,3.0,12.0,16.0,15.14,10.0,1166.47,23.35627280291955,2,58.2166703210756,116.41569298076185,6,387.0703033648293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,352848
624,49.0,15488.885,1273.7404166666668,0.0,4.0,4.0,0.0,6.0,-2.0,1.38,9.0,1287.59,31.95903059086028,1,0.0,55.74682893479466,3,331.627212731872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,219849
625,49.0,15488.885,4182.004291203503,0.0,4.0,4.0,0.0,6.0,0.0,1.38,9.0,1287.59,32.91924059412764,1,0.0,10000.0,5,290.94764522898134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,183438
627,49.0,15488.885,1273.7404166666668,0.0,4.0,4.0,0.0,6.0,0.0,1.38,9.0,1287.59,33.3778195328463,1,0.0,140.81861974393723,6,276.55542192272947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339793
631,27.0,19853.35,1613.0032412063474,7.0,4.0,6.0,2.0,21.0,17.0,9.63,2.0,816.46,26.258807394623123,1,141.5145576001361,224.64016484685183,6,209.9324530133312,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131393
634,33.0,115643.01,9910.9175,3.0,7.0,2.0,50.0,18.0,-2.0,13.89,4.0,951.36,31.38541855299592,1,195.39400914592807,379.6715175161537,3,676.0262233379183,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410319
636,45.0,7512.225,4182.004291203503,7.0,7.0,14.0,5.0,5.0,20.0,11.87,9.0,540.07,24.67740898579528,2,20.686107686895213,10000.0,5,270.7446770584496,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793674
637,45.0,7512.225,4182.004291203503,7.0,7.0,14.0,5.0,6.0,20.0,11.87,9.0,540.07,26.783273443624072,2,20.686107686895213,33.406311289710324,6,287.2094560233945,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386917
638,45.0,7512.225,513.0187500000002,7.0,7.0,14.0,5.0,6.0,17.0,11.87,9.0,540.07,31.2722258140054,2,20.686107686895213,13.096301315420304,3,277.5194659976845,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200688
639,45.0,7512.225,513.0187500000002,7.0,7.0,14.0,5.0,6.0,17.0,11.87,9.0,540.07,24.267387498924545,2,20.686107686895213,10000.0,6,269.0867540460582,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382237
640,-500.0,35161.46,4182.004291203503,10.0,8.0,32.0,6.0,61.0,18.0,6.49,15.0,4445.32,30.009645466307298,2,113.39108418671375,91.998536545787,4,357.62254593416594,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224422
642,16.0,35161.46,4182.004291203503,10.0,8.0,32.0,6.0,61.0,21.0,7.49,15.0,4445.32,32.12288061983965,2,113.39108418671375,10000.0,1,348.55184033616587,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,772645
645,34.0,9133.045,4182.004291203503,6.0,7.0,34.0,6.0,61.0,16.0,15.26,14.0,3035.88,27.99102506223201,2,30.20103247533153,33.332108207966606,6,304.1755676500352,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169705
646,34.0,9133.045,777.0870833333332,6.0,7.0,34.0,6.0,61.0,16.0,15.26,14.0,3035.88,25.67644327848108,2,30.20103247533153,100.55323126496992,6,236.95444459303192,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,638950
647,34.0,9133.045,777.0870833333332,6.0,7.0,34.0,6.0,61.0,16.0,15.26,14.0,3035.88,23.262032915996148,2,30.20103247533153,95.84572568433713,6,241.6619501736647,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,698563
649,23.0,19283.47,1886.9558333333327,10.0,8.0,34.0,9.0,38.0,15.0,26.43,13.0,4404.48,30.899888719194088,2,84.6164317306805,44.85196653846928,1,299.22718506418363,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949973
650,23.0,19283.47,4182.004291203503,10.0,8.0,34.0,9.0,38.0,15.0,26.43,13.0,4404.48,34.88028597244997,2,84.6164317306805,204.37980328075383,6,189.69934832189904,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643332
655,24.0,66502.76,5379.8966666666665,0.0,6.0,1.0,2.0,32.0,10.0,7.06,4.0,276.91,28.62953663154553,1,80.100174314101,90.13155217670584,1,607.7579401758599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,486395
656,34.0,9444.795,850.06625,7.0,8.0,28.0,6.0,26.0,11.0,17.57,7.0,1701.58,28.82226427411048,2,27.59495029732186,85.65569453575112,5,251.75598016692703,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,915055
657,34.0,9444.795,850.06625,7.0,8.0,28.0,6.0,26.0,9.0,17.57,7.0,1701.58,37.46444743347333,2,27.59495029732186,68.18557230662583,6,279.22610239605234,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,505876
659,34.0,9444.795,850.06625,7.0,8.0,28.0,6.0,26.0,11.0,17.57,8.0,1701.58,27.63918778551522,2,27.59495029732186,54.32461405912675,3,263.0870606435514,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673325
661,47.0,70112.78,5989.731666666668,1.0,7.0,3.0,-100.0,7.0,3.0,1.75,5.0,877.06,27.08586999098739,0,69.71794787486095,91.72469159760522,1,677.5305271942003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223968
662,47.0,70112.78,4182.004291203503,1.0,7.0,3.0,2.0,5.0,5.0,1.75,5.0,877.06,26.752543194281344,0,69.71794787486095,547.3847628998108,4,251.87045589199485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96722
663,47.0,70112.78,5989.731666666668,1.0,7.0,3.0,2.0,5.0,3.0,-1.25,5.0,877.06,35.31814910662736,1,69.71794787486095,283.2785698882344,3,505.97664890357134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,902629
664,18.0,15604.56,1389.38,9.0,5.0,25.0,3.0,23.0,23.0,8.08,13.0,2686.18,29.515091292739253,0,37.91235014270589,86.08554975814073,6,304.94010009915337,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,531904
666,18.0,15604.56,1389.38,9.0,5.0,25.0,3.0,27.0,21.0,8.08,13.0,2686.18,34.42829973160528,2,37.91235014270589,179.5771312573051,6,211.448518599989,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128444
667,18.0,15604.56,1389.38,9.0,5.0,25.0,3.0,29.0,23.0,12.08,13.0,2686.18,27.289102518713328,2,37.91235014270589,74.88455496420023,6,316.1410948930938,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233577
669,37.0,68935.26,4182.004291203503,1.0,5.0,8.0,3.0,12.0,6.0,3.25,5.0,457.81,24.59572770326463,1,102.79630864901532,492.7411086667817,4,226.3230826842029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123049
670,37.0,68935.26,5518.605,1.0,5.0,8.0,3.0,14.0,6.0,3.25,5.0,457.81,40.70909770557202,1,102.79630864901532,351.36533729973326,5,377.6988540512514,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,437181
672,43.0,31807.0,4182.004291203503,8.0,3.0,14.0,2.0,17.0,7.0,14.68,2.0,611.04,38.3226691389656,2,35.55369086237439,177.99620329940396,3,319.808439171555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,628925
673,43.0,31807.0,2733.583333333333,8.0,3.0,14.0,-100.0,17.0,8.0,14.68,2.0,611.04,29.66573981112239,2,35.55369086237439,32.52200145683363,1,445.2826410141253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376598
674,43.0,31807.0,4182.004291203503,8.0,3.0,14.0,2.0,17.0,8.0,14.68,2.0,611.04,28.31295170375423,0,35.55369086237439,111.37129815221736,4,396.4333443187416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,919979
677,37.0,10025.2,1089.4333333333334,10.0,10.0,21.0,7.0,23.0,14.0,16.88,12.0,1409.58,33.703039824147446,2,41.43157633631988,10000.0,6,302.55070665090284,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,897796
678,37.0,10025.2,1089.4333333333334,10.0,10.0,21.0,7.0,21.0,12.0,16.88,12.0,1409.58,32.21027498329049,2,28755.0,33.06825133130279,2,284.4435056657107,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,907542
679,37.0,10025.2,4182.004291203503,10.0,10.0,21.0,7.0,18.0,14.0,16.88,13.0,1409.58,24.670876154504302,2,41.43157633631988,83.22590197219374,0,274.28585502481974,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,571155
681,39.0,64036.88,5591.406666666668,8.0,4.0,15.0,4.0,24.0,15.0,14.7,30.080200142959256,1635.19,29.37722356726613,0,127.82606133041408,225.8640917842817,2,455.4505135519709,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,257731
683,39.0,64036.88,5591.406666666668,8.0,4.0,15.0,4.0,29.0,17.0,14.7,9.0,1635.19,35.1792658695388,2,127.82606133041408,544.82730755152,6,176.48729778473262,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213269
684,30.0,9783.245,908.2704166666668,8.0,6.0,29.0,8.0,49.0,17.0,2.75,7.0,1684.06,23.615699100598704,2,52.83913367020968,77.70286943657871,0,240.2850385598783,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269302
685,30.0,9783.245,908.2704166666668,8.0,6.0,29.0,8.0,43.0,17.0,7.75,7.0,1684.06,30.8377414412544,2,52.83913367020968,35.12845533301886,6,292.85945266343816,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623217
686,30.0,9783.245,908.2704166666668,8.0,6.0,29.0,8.0,44.0,17.0,7.75,11.0,1684.06,29.08785334058113,2,52.83913367020968,10000.0,5,279.6100709686773,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789033
687,30.0,9783.245,908.2704166666668,8.0,6.0,29.0,8.0,45.0,17.0,7.75,11.0,1684.06,34.18641036216449,2,52.83913367020968,83.72837527114395,6,244.2595327253131,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601927
688,22.0,86522.72,7098.2266666666665,8.0,5.0,13.0,-100.0,14.0,9.0,15.51,13.0,455.22,43.33832648529871,2,45.2646813787989,89.48137723569094,1,815.0766080521768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,674497
690,22.0,86522.72,7098.2266666666665,8.0,5.0,13.0,1.0,14.0,11.0,19.51,13.0,455.22,37.65307545634339,2,45.2646813787989,306.50881975522555,3,618.0491655326422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474746
691,23.0,86522.72,7098.2266666666665,8.0,5.0,13.0,1.0,18.0,12.0,15.51,13.0,455.22,29.38752512180265,0,45.2646813787989,10000.0,0,754.9929939288693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,739432
692,22.0,124419.66,10221.305,3.0,4.0,11.0,4.0,13.0,10.0,7.12,0.0,923.85,41.15442334416035,1,344.18153557232336,128.83379033854095,2,799.1151740891357,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,793023
693,22.0,124419.66,10221.305,3.0,4.0,11.0,4.0,13.0,11.0,7.12,0.0,923.85,42.693028346121146,1,344.18153557232336,180.2650489628048,2,747.6839154648718,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,724380
694,22.0,124419.66,10221.305,3.0,4.0,11.0,-100.0,13.0,8.0,7.12,5.0,923.85,26.622424461493324,1,344.18153557232336,10000.0,2,621.9938534314415,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682811
695,22.0,124419.66,10221.305,3.0,4.0,11.0,4.0,13.0,8.0,7.12,5.0,923.85,39.00321233881037,1,344.18153557232336,433.648857087116,6,534.3001073405609,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520750
698,51.0,15606.515,1234.5429166666663,3.0,4.0,6.0,4.0,7.0,-1.0,9.37,3.0,257.85,24.169967180626987,1,35.62637254261307,106.93925845384346,6,270.88866067021013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,637567
699,51.0,15606.515,1234.5429166666663,3.0,4.0,6.0,4.0,6.0,4.0,8.37,30.080200142959256,257.85,26.98272628660513,0,35.62637254261307,19.32906421223568,2,318.49885491181794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,806987
700,25.0,28230.92,4182.004291203503,8.0,6.0,32.0,7.0,49.0,14.0,28.17,14.0,2989.13,26.49256116013827,2,132.48112788009803,107.21871838850636,3,238.75782039806228,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128570
702,25.0,28230.92,2184.5766666666664,8.0,6.0,32.0,7.0,49.0,16.0,25.17,14.0,2989.13,28.38729965271225,2,132.48112788009803,66.34195827184878,4,289.6345805147198,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,945010
703,25.0,28230.92,2184.5766666666664,8.0,6.0,32.0,7.0,53.0,16.0,25.17,14.0,2989.13,26.00963998437294,2,132.48112788009803,89.73371744996928,3,256.2428213365994,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,748037
704,29.0,10623.765,895.3137499999998,6.0,3.0,18.0,3.0,7.0,13.0,16.39,7.0,181.68,38.209312246771866,2,26.515279960070053,72.03125867396686,5,270.9848363659631,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867548
707,29.0,10623.765,895.3137499999998,6.0,3.0,18.0,3.0,7.0,12.0,16.39,7.0,181.68,32.44115925595251,0,26.515279960070053,57.10044211238623,3,265.9156529275437,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453185
708,19.0,11970.955,1169.5795833333332,8.0,4.0,7.0,2.0,26.0,8.0,4.72,6.0,889.62,34.04081088623837,1,14.885194696934184,45.93646327565438,6,346.1363003607448,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586186
709,19.0,11970.955,4182.004291203503,8.0,4.0,7.0,2.0,26.0,8.0,4.72,6.0,889.62,27.50430560130549,1,14.885194696934184,97.9426732005906,0,294.1300904358085,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886132
710,19.0,11970.955,1169.5795833333332,8.0,4.0,7.0,2.0,26.0,6.0,3.72,6.0,889.62,37.25374659204929,1,14.885194696934184,80.80682811863599,6,311.2659355177631,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362504
711,19.0,11970.955,1169.5795833333332,8.0,4.0,7.0,2.0,26.0,8.0,6.72,6.0,889.62,26.92806370311273,1,14.885194696934184,144.32681428511356,6,247.7459493512856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115712
712,3355.0,112362.76,9279.563333333334,4.0,4.0,5.0,4.0,25.0,20.0,1.8600000000000003,2.0,1358.65,31.094348661925466,1,236.27765779486907,596.8276449766487,0,354.85103056181566,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410221
