,antena_id,antena_provider,antena_zip_code,antena_range,antena_capacity,country
1160,2326008,ORANGE,23235,114,102256,HR
1161,4715923,LYBRA,21485,125,161777,HR
1162,3523645,LYBRA,10431,122,167023,HR
1163,4597663,SALT,51561,94,11746,HR
1164,1131420,SALT,10295,49,24708,HR
1165,3917347,Vodafone,20350,121,78885,HR
1166,5551030,LYBRA,40323,191,165945,HR
1167,6789997,SALT,21469,83,37468,HR
1168,1246364,T-MOBILE,21212,122,96439,HR
1169,3182158,VERIZON,52470,150,53293,HR
1170,975177,SALT,49284,135,64274,HR
1171,3898979,AT&T,32284,78,138056,HR
1172,6604499,Sunrise,21315,151,15185,HR
1173,4715886,VERIZON,51561,178,170539,HR
1174,5242137,AT&T,52207,140,167063,HR
1175,1488905,T-MOBILE,22323,123,154222,HR
1176,5769994,LYBRA,51552,130,41424,HR
1177,4036059,AT&T,23205,97,13374,HR
1178,2705160,SALT,52207,59,193982,HR
1179,1642925,Vodafone,22202,89,127284,HR
1180,3703533,AT&T,53202,148,82122,HR
1181,6378823,T-MOBILE,51415,194,139643,HR
1182,3912071,Vodafone,10362,146,119188,HR
1183,1621405,LYBRA,52207,90,176743,HR
1184,4744571,Vodafone,23271,172,154646,HR
1185,5131414,ORANGE,10255,129,128644,HR
1186,4370423,Sunrise,52466,68,167360,HR
1187,6690215,Vodafone,22235,45,197373,HR
1188,5260984,AT&T,22202,144,12475,HR
1189,3602743,Vodafone,22202,189,111802,HR
1190,5306654,Vodafone,52341,148,9556,HR
1191,6304215,ORANGE,51215,157,73645,HR
1192,5730121,Vodafone,21222,81,136300,HR
1193,3118480,ORANGE,21311,145,32649,HR
1194,727185,Vodafone,10257,91,93922,HR
1195,1836700,VERIZON,51561,172,121055,HR
1196,1202760,Sunrise,4545,87,20802,HU
1197,3849935,SALT,4086,177,87035,HU
1198,2731220,T-MOBILE,7095,54,189965,HU
1199,4625791,Sunrise,7476,70,192004,HU
1200,3189560,SALT,7724,91,49877,HU
1201,2785181,LYBRA,8436,95,172228,HU
1202,2982808,Sunrise,9094,75,27357,HU
1203,3420520,VERIZON,9742,72,77439,HU
1204,4623486,LYBRA,9513,54,186905,HU
1205,5191957,VERIZON,9152,115,11363,HU
1206,2425438,T-MOBILE,5836,120,120696,HU
1207,6059278,SWISSCOM,4027,180,140154,HU
1208,6655384,VERIZON,5836,112,62536,HU
1209,5608896,Sunrise,9732,56,112911,HU
1210,5420152,LYBRA,9731,58,159123,HU
1211,2596225,T-MOBILE,8348,66,63255,HU
1212,1137285,AT&T,3548,162,57502,HU
1213,6084687,T-MOBILE,8709,104,44010,HU
1214,5799964,LYBRA,8821,100,153866,HU
1215,4504722,VERIZON,4033,154,163033,HU
1216,4951622,AT&T,8392,109,114878,HU
1217,5933197,VERIZON,4024,45,78741,HU
1218,4384806,Sunrise,3394,97,142111,HU
1219,4724711,LYBRA,7475,116,96044,HU
1220,3978511,AT&T,2461,152,44448,HU
1221,3275573,AT&T,9152,63,23768,HU
1222,2042932,SALT,7476,179,91211,HU
1223,5965555,LYBRA,9511,109,19024,HU
1224,3284273,T-MOBILE,4028,115,161671,HU
1225,2098522,ORANGE,7099,100,91593,HU
1226,4477950,Vodafone,7717,197,13683,HU
1227,4285384,VERIZON,1087,56,153953,HU
1228,6087737,LYBRA,3399,151,10963,HU
1229,2580298,VERIZON,7098,135,78673,HU
1230,6594940,LYBRA,7094,82,197213,HU
1231,5129646,VERIZON,7701,74,139944,HU
1232,6283554,VERIZON,7192,167,179305,HU
1233,3153526,SWISSCOM,9743,166,28097,HU
1234,5457324,SWISSCOM,9756,107,64338,HU
1235,1129376,SALT,8346,155,129134,HU
1236,4624505,SALT,9707,55,166597,HU
1237,6547337,SALT,5664,152,171027,HU
1238,4140946,LYBRA,9098,171,144887,HU
1239,5172443,SALT,8776,121,6943,HU
1240,6243874,SALT,7353,169,164471,HU
1241,2550866,VERIZON,5526,168,10109,HU
1242,6489519,ORANGE,9743,188,84656,HU
1243,4610943,VERIZON,7479,183,68996,HU
1244,5720985,LYBRA,8258,91,41075,HU
1245,2992727,T-MOBILE,8019,148,64569,HU
1246,1452459,LYBRA,8648,156,181467,HU
1247,5457238,ORANGE,7475,46,33585,HU
1248,6092015,LYBRA,D04,175,24489,IE
1249,3052216,LYBRA,D12,171,125734,IE
1250,3618757,Sunrise,P85,142,78136,IE
1251,1314313,Sunrise,P67,71,149096,IE
1252,5774367,AT&T,R51,43,157796,IE
1253,1066955,VERIZON,A98,42,6249,IE
1254,3281742,Sunrise,D09,103,158259,IE
1255,6806519,LYBRA,F52,87,142151,IE
1256,6939829,LYBRA,F45,188,106682,IE
1257,4287776,Vodafone,T12,143,119762,IE
1258,5830725,SALT,E41,111,59123,IE
1259,1734830,T-MOBILE,A96,140,21501,IE
1260,5233113,LYBRA,K32,180,68376,IE
1261,6443604,SWISSCOM,A91,61,22286,IE
1262,6299432,Vodafone,H12,196,144174,IE
1263,4433075,T-MOBILE,A94,50,89325,IE
1264,6758876,VERIZON,A85,172,91139,IE
1265,3282449,ORANGE,P61,73,49435,IE
1266,5349191,LYBRA,A75,177,191012,IE
1267,6256534,Vodafone,A96,167,171959,IE
1268,4003744,LYBRA,P81,50,28590,IE
1269,5266929,SALT,P43,155,106444,IE
1270,3994054,AT&T,E53,138,152535,IE
1271,2982225,SWISSCOM,P12,56,109700,IE
1272,3117417,Vodafone,F93,192,133269,IE
1273,6251511,Sunrise,X42,62,62053,IE
1274,4922518,Sunrise,A83,169,65935,IE
1275,5125182,SALT,W34,127,40949,IE
1276,3524894,AT&T,A42,126,123401,IE
1277,2201230,VERIZON,N41,167,185645,IE
1278,5671328,T-MOBILE,D13,182,134464,IE
1279,3664967,T-MOBILE,F31,183,45365,IE
1280,3609686,LYBRA,R45,89,112190,IE
1281,6932426,Sunrise,K34,126,178858,IE
1282,5837434,VERIZON,D14,133,109689,IE
1283,5871402,Sunrise,H18,51,13599,IE
1284,1868499,LYBRA,F12,137,89553,IE
1285,1128886,SWISSCOM,D17,97,24276,IE
1286,5332627,VERIZON,H53,189,162944,IE
1287,1589039,SALT,D09,107,21776,IE
1288,5185774,T-MOBILE,F56,162,43249,IE
1289,5052118,Vodafone,V35,184,53661,IE
1290,6436805,AT&T,P85,185,18770,IE
1291,3498909,Vodafone,A94,119,14272,IE
1292,5212451,T-MOBILE,F28,65,49349,IE
1293,5133069,SALT,P51,58,34162,IE
1294,1995324,AT&T,A75,156,5601,IE
1295,3861028,SWISSCOM,R14,46,109117,IE
1296,720156,ORANGE,H62,199,193539,IE
1297,3292515,SWISSCOM,D06,130,109711,IE
1298,2585360,T-MOBILE,W91,79,150467,IE
1299,4718079,T-MOBILE,F94,198,123106,IE
1300,2262791,VERIZON,824111,190,29954,IN
1301,5803599,SALT,607402,168,112404,IN
1302,2952257,T-MOBILE,679582,101,163866,IN
1303,2030007,Vodafone,813212,199,164628,IN
1304,5270701,SWISSCOM,680619,161,170948,IN
1305,1763902,LYBRA,721629,64,171523,IN
1306,5735625,ORANGE,843124,180,66570,IN
1307,732288,T-MOBILE,609704,94,166298,IN
1308,2584791,ORANGE,143519,191,38762,IN
1309,4649412,SALT,686522,164,112475,IN
1310,2141215,Vodafone,785107,143,145389,IN
1311,1425764,LYBRA,110050,98,171400,IN
1312,5265900,SALT,785682,179,124719,IN
1313,6431361,Sunrise,721232,144,195534,IN
1314,2862574,LYBRA,584170,113,172685,IN
1315,5351667,AT&T,123101,67,143703,IN
1316,5551877,VERIZON,685602,182,110088,IN
1317,1310039,LYBRA,175016,195,114638,IN
1318,4046674,LYBRA,824220,122,178715,IN
1319,860643,LYBRA,754135,63,186553,IN
1320,6073283,Vodafone,176213,163,154734,IN
1321,1590557,LYBRA,761119,95,180539,IN
1322,3763479,T-MOBILE,325001,51,190225,IN
1323,3813512,T-MOBILE,741138,192,29871,IN
1324,1718565,Sunrise,142026,192,161002,IN
1325,768174,Sunrise,403515,194,190380,IN
1326,3533873,SWISSCOM,614805,170,25504,IN
1327,1964097,LYBRA,581187,160,44212,IN
1328,846253,SWISSCOM,202138,180,47084,IN
1329,4526179,SWISSCOM,475115,122,185074,IN
1330,5496405,Sunrise,402403,101,9979,IN
1331,1176168,Vodafone,480107,88,98618,IN
1332,5627322,SWISSCOM,628401,171,17707,IN
1333,4830883,T-MOBILE,458558,180,29387,IN
1334,1310486,LYBRA,582211,158,168559,IN
1335,2497645,T-MOBILE,423110,147,166442,IN
1336,2774388,Vodafone,302042,101,34564,IN
1337,1202125,SALT,573164,152,191390,IN
1338,3761316,T-MOBILE,683102,141,17155,IN
1339,3953969,Sunrise,534250,172,180401,IN
1340,5050529,Sunrise,743318,161,76004,IN
1341,6510758,LYBRA,695103,91,23862,IN
1342,946146,Vodafone,425107,138,176898,IN
1343,5188546,T-MOBILE,580031,194,70066,IN
1344,6816320,ORANGE,311603,189,157079,IN
1345,2799315,LYBRA,713337,182,167319,IN
1346,1014608,Sunrise,586208,90,25941,IN
1347,1767679,LYBRA,695571,160,134024,IN
1348,3788902,Vodafone,682035,139,55932,IN
1349,4927478,T-MOBILE,626134,131,142748,IN
1350,739849,LYBRA,144011,115,101418,IN
1351,5345254,Sunrise,332304,114,148131,IN
1352,2995017,Sunrise,104,105,58261,IS
1353,2547483,ORANGE,840,176,191277,IS
1354,2668536,Sunrise,641,164,134337,IS
1355,5391703,ORANGE,603,163,30451,IS
1356,4145668,T-MOBILE,155,85,116877,IS
1357,2556146,VERIZON,902,85,105967,IS
1358,6194150,Vodafone,541,97,139046,IS
1359,962194,LYBRA,116,125,179823,IS
1360,1061857,SALT,541,167,40527,IS
1361,4194510,ORANGE,170,151,70920,IS
1362,4149114,SALT,320,81,117570,IS
1363,5055185,ORANGE,603,138,163240,IS
1364,2157364,T-MOBILE,540,133,90988,IS
1365,3777778,T-MOBILE,105,108,148274,IS
1366,5888952,AT&T,103,82,157295,IS
1367,795745,Sunrise,101,61,172878,IS
1368,733517,LYBRA,128,99,14777,IS
1369,2738113,ORANGE,190,173,135476,IS
1370,6209820,SALT,720,197,186282,IS
1371,6393783,AT&T,602,105,181564,IS
1372,4781197,Vodafone,111,190,105583,IS
1373,2573136,SALT,541,164,35974,IS
1374,2151776,T-MOBILE,150,166,28223,IS
1375,4278228,ORANGE,601,159,29103,IS
1376,4208575,ORANGE,871,83,58006,IS
1377,787766,LYBRA,471,155,125923,IS
1378,4521512,AT&T,130,168,60269,IS
1379,5094606,T-MOBILE,545,127,4013,IS
1380,5308206,Vodafone,801,85,144792,IS
1381,2208938,LYBRA,602,175,9719,IS
1382,6919392,VERIZON,212,47,161355,IS
1383,2562898,SALT,621,93,95523,IS
1384,2363996,ORANGE,630,103,172448,IS
1385,2099426,SALT,601,139,17454,IS
1386,5818160,LYBRA,212,127,18579,IS
1387,1115761,VERIZON,302,133,123653,IS
1388,5134151,VERIZON,401,83,76128,IS
1389,6415602,Sunrise,101,172,128483,IS
1390,6650308,AT&T,851,95,165473,IS
1391,2918467,T-MOBILE,861,188,68607,IS
1392,4759375,T-MOBILE,560,64,29106,IS
1393,6294261,LYBRA,550,119,99805,IS
1394,6337680,ORANGE,172,60,143256,IS
1395,6589535,ORANGE,603,150,106412,IS
1396,4180088,LYBRA,103,78,24801,IS
1397,4062762,Vodafone,170,77,116508,IS
1398,5404262,SALT,541,165,51011,IS
1399,6844840,LYBRA,123,186,27211,IS
1400,6168300,LYBRA,580,150,78051,IS
1401,3002772,LYBRA,310,140,15775,IS
1402,5452176,SWISSCOM,715,144,145774,IS
1403,4271780,ORANGE,820,56,113818,IS
1404,2320597,SALT,63821,147,36167,IT
1405,6308086,T-MOBILE,37067,94,174227,IT
1406,2300859,VERIZON,00135,177,116655,IT
1407,4921139,Sunrise,98073,145,105161,IT
1408,2335288,T-MOBILE,86082,149,107811,IT
1409,6215130,LYBRA,20821,148,72684,IT
1410,3701468,SWISSCOM,25082,199,173914,IT
1411,5650068,SALT,70033,55,69382,IT
1412,2783749,AT&T,25056,148,77932,IT
1413,4660511,ORANGE,95049,138,88443,IT
1414,3778636,SWISSCOM,90043,199,14394,IT
1415,5929398,Sunrise,33099,90,11554,IT
1416,4910115,SWISSCOM,00197,191,199384,IT
1417,2352419,AT&T,53049,101,134286,IT
1418,6265092,T-MOBILE,13833,115,113468,IT
1419,6794777,VERIZON,34135,117,40350,IT
1420,4130685,AT&T,50145,97,22380,IT
1421,6612039,Vodafone,20825,187,151146,IT
1422,4722757,Sunrise,51036,109,165658,IT
1423,1505468,Vodafone,37066,106,56481,IT
1424,3856402,ORANGE,86026,58,165972,IT
1425,3282404,AT&T,33057,69,61398,IT
1426,4935291,ORANGE,94014,104,111758,IT
1427,2625140,LYBRA,90016,199,65396,IT
1428,990456,Vodafone,89029,80,75588,IT
1429,3505943,SALT,32044,164,107781,IT
1430,3617301,Sunrise,19137,120,9008,IT
1431,718254,AT&T,72016,91,29240,IT
1432,5336109,LYBRA,86085,128,138037,IT
1433,2857617,ORANGE,63087,189,179331,IT
1434,5987638,ORANGE,16135,151,101053,IT
1435,3472505,AT&T,56046,168,109477,IT
1436,1866139,LYBRA,84067,104,125467,IT
1437,6525631,ORANGE,16129,172,121112,IT
1438,3265411,Vodafone,00069,118,163605,IT
1439,2003797,Sunrise,71037,113,132217,IT
1440,3894557,Sunrise,35127,97,13958,IT
1441,3940289,Sunrise,52026,63,147127,IT
1442,5860281,T-MOBILE,27057,136,131879,IT
1443,2786648,Vodafone,50054,147,92582,IT
1444,2612408,VERIZON,00151,184,161525,IT
1445,1360552,AT&T,33076,153,124751,IT
1446,6385930,SWISSCOM,84132,156,20433,IT
1447,3499351,Vodafone,84087,110,12320,IT
1448,6925211,ORANGE,71042,60,52476,IT
1449,5297446,Sunrise,00195,69,135306,IT
1450,4705163,Vodafone,86029,45,183990,IT
1451,4396937,ORANGE,35125,171,99760,IT
1452,6562493,SWISSCOM,87022,59,27033,IT
1453,4175989,Vodafone,88054,149,160075,IT
1454,6375562,ORANGE,34148,160,51377,IT
1455,5106829,VERIZON,98162,134,23954,IT
1456,5767630,SWISSCOM,015-0826,173,17549,JP
1457,5037296,LYBRA,788-0263,101,23881,JP
1458,1703120,ORANGE,471-0005,176,44227,JP
1459,2287968,AT&T,834-0067,79,19358,JP
1460,753708,SALT,951-8105,46,170475,JP
1461,1126934,Vodafone,949-6682,191,193138,JP
1462,5583738,AT&T,933-0054,117,15774,JP
1463,2373843,T-MOBILE,049-4516,45,122962,JP
1464,2342134,Vodafone,959-1743,143,81364,JP
1465,3733768,Vodafone,854-0021,173,179093,JP
1466,5137908,LYBRA,399-0011,125,128931,JP
1467,3747238,SWISSCOM,712-8027,123,52043,JP
1468,5348228,SWISSCOM,243-0011,80,82556,JP
1469,6191323,LYBRA,689-4431,143,190522,JP
1470,2253860,LYBRA,319-0115,63,8516,JP
1471,5844212,ORANGE,952-0715,134,112702,JP
1472,5851024,LYBRA,952-3112,83,169263,JP
1473,1156561,LYBRA,444-1154,62,39097,JP
1474,6433751,AT&T,529-1236,127,120454,JP
1475,4099278,Sunrise,939-1551,190,25708,JP
1476,4410414,T-MOBILE,788-0052,182,161192,JP
1477,3233585,SALT,041-1211,147,68545,JP
1478,4703561,AT&T,037-0071,144,122867,JP
1479,4609373,Vodafone,561-0845,137,66033,JP
1480,3548376,Vodafone,501-6112,174,43895,JP
1481,4823087,LYBRA,328-0074,114,151440,JP
1482,1525229,LYBRA,989-6145,109,117581,JP
1483,856424,LYBRA,390-0313,42,129865,JP
1484,3654306,ORANGE,409-2731,166,152105,JP
1485,4866268,T-MOBILE,750-0421,150,189387,JP
1486,3089766,SALT,016-0164,113,33723,JP
1487,5711373,LYBRA,044-0082,112,132744,JP
1488,4168731,Sunrise,960-8101,48,69544,JP
1489,4956741,SALT,979-2121,166,29252,JP
1490,2484596,SWISSCOM,787-0030,170,24586,JP
1491,5566687,SWISSCOM,100-6316,45,181225,JP
1492,4433660,SALT,689-0356,177,149180,JP
1493,5107108,SALT,509-8232,162,18221,JP
1494,1507594,Vodafone,649-1112,53,84912,JP
1495,1557855,T-MOBILE,811-5121,183,68146,JP
1496,1906593,LYBRA,634-0834,167,181155,JP
1497,5715006,ORANGE,700-0961,102,81906,JP
1498,4728585,Sunrise,626-0221,93,121634,JP
1499,3995147,SWISSCOM,728-0202,196,126524,JP
1500,4433702,Sunrise,796-0064,51,182772,JP
1501,1239008,T-MOBILE,880-0821,99,156726,JP
1502,5788793,SWISSCOM,270-0151,110,142316,JP
1503,1108574,AT&T,321-4534,156,171837,JP
1504,3662497,T-MOBILE,614-8306,83,10566,JP
1505,1023039,VERIZON,950-3313,128,110861,JP
1506,3674739,ORANGE,901-0142,156,153723,JP
1507,5883694,ORANGE,319-1557,136,44931,JP
1508,2820366,SALT,17525,190,66192,KR
1509,2991014,SALT,38098,163,12718,KR
1510,4840628,VERIZON,12924,59,61335,KR
1511,5957401,AT&T,16821,116,183351,KR
1512,4510161,T-MOBILE,03432,51,57812,KR
1513,4569889,Vodafone,11941,99,82841,KR
1514,5069518,ORANGE,02442,118,150777,KR
1515,3677517,T-MOBILE,36605,75,176429,KR
1516,6251788,SALT,41475,181,187114,KR
1517,2918811,LYBRA,57346,141,21573,KR
1518,5324563,T-MOBILE,31934,129,171472,KR
1519,4511596,LYBRA,47563,40,6074,KR
1520,1069731,T-MOBILE,03936,178,104813,KR
1521,2998195,LYBRA,05701,155,143163,KR
1522,6795286,LYBRA,52962,133,53905,KR
1523,3571012,LYBRA,04335,81,182502,KR
1524,710086,VERIZON,39109,90,101584,KR
1525,3217872,Sunrise,18402,42,67132,KR
1526,6830378,Sunrise,06368,116,128785,KR
1527,6883304,VERIZON,17986,186,144466,KR
1528,1960590,LYBRA,55447,176,6284,KR
1529,1131448,LYBRA,29146,143,185601,KR
1530,6805540,SWISSCOM,37352,132,103733,KR
1531,3240628,SWISSCOM,13506,41,86138,KR
1532,931055,VERIZON,55903,128,58868,KR
1533,5377211,SWISSCOM,57626,118,155018,KR
1534,2585446,LYBRA,04731,157,121396,KR
1535,3404779,LYBRA,49239,100,176843,KR
1536,4211227,T-MOBILE,55138,97,181145,KR
1537,1465872,T-MOBILE,28114,194,154638,KR
1538,6262141,LYBRA,11364,109,175230,KR
1539,5234952,Vodafone,04611,188,106225,KR
1540,3625181,ORANGE,50868,41,78098,KR
1541,6930361,SALT,32594,192,130918,KR
1542,1814597,LYBRA,61732,169,71762,KR
1543,951710,VERIZON,32989,76,107814,KR
1544,2349400,SALT,36094,117,166197,KR
1545,880605,LYBRA,04925,130,179662,KR
1546,1831169,T-MOBILE,48570,124,181580,KR
1547,3718528,LYBRA,58686,150,143646,KR
1548,2238239,T-MOBILE,48404,44,38444,KR
1549,5260923,AT&T,13806,61,90280,KR
1550,5075618,ORANGE,61634,190,168589,KR
1551,6271517,SWISSCOM,25324,156,99639,KR
1552,2160155,Sunrise,18436,184,82678,KR
1553,1680064,Sunrise,36501,79,49077,KR
1554,2131396,Sunrise,51234,146,129867,KR
1555,1014710,VERIZON,13261,131,160838,KR
1556,6445611,T-MOBILE,31158,83,140508,KR
1557,4129348,SWISSCOM,50116,187,90267,KR
1558,6316233,SALT,36971,150,87956,KR
1559,5988504,LYBRA,35354,110,82653,KR
1560,6039274,AT&T,89094,74,12710,LT
1561,2498485,T-MOBILE,09106,176,186730,LT
1562,6002327,Sunrise,97041,168,179476,LT
1563,1339676,LYBRA,08127,199,186713,LT
1564,3385060,SALT,69037,159,89205,LT
1565,2048463,LYBRA,70009,176,90284,LT
1566,1009067,AT&T,60046,198,45374,LT
1567,4676159,Vodafone,09308,112,199569,LT
1568,5078004,SALT,75041,163,78780,LT
1569,5488530,T-MOBILE,69091,87,99295,LT
1570,6235789,AT&T,82058,70,198607,LT
1571,1873100,Sunrise,20039,178,161144,LT
1572,6761327,VERIZON,58047,193,4751,LT
1573,6811115,LYBRA,11221,113,139463,LT
1574,1471461,Vodafone,84001,90,178101,LT
1575,1552180,VERIZON,07165,103,149780,LT
1576,4025847,LYBRA,60055,148,123212,LT
1577,5832932,T-MOBILE,08437,89,164947,LT
1578,6172262,LYBRA,03216,71,110594,LT
1579,6518257,Vodafone,04226,157,38004,LT
1580,3309362,VERIZON,08414,105,62938,LT
1581,2367947,AT&T,88028,44,147001,LT
1582,3397527,SWISSCOM,08452,193,93565,LT
1583,5215801,LYBRA,05206,152,62160,LT
1584,6579741,LYBRA,07124,55,147084,LT
1585,2021224,Sunrise,66001,70,24398,LT
1586,3872598,T-MOBILE,11233,73,158347,LT
1587,715796,T-MOBILE,70053,176,19884,LT
1588,5816116,LYBRA,71061,83,167487,LT
1589,2007640,AT&T,09231,51,98029,LT
1590,4783866,AT&T,96026,89,12178,LT
1591,5625143,SALT,03217,195,46208,LT
1592,3356318,AT&T,07138,81,177339,LT
1593,3596618,Sunrise,09202,186,95845,LT
1594,1919966,Sunrise,60070,155,116043,LT
1595,6689029,Vodafone,96001,92,191156,LT
1596,3129595,VERIZON,81001,133,65936,LT
1597,1726414,SALT,08431,64,157141,LT
1598,2952055,Sunrise,75047,182,70992,LT
1599,2692303,LYBRA,89051,86,190279,LT
1600,3373290,AT&T,86065,69,191569,LT
1601,4672428,LYBRA,09304,149,8299,LT
1602,5118247,AT&T,96041,197,10559,LT
1603,4290374,SWISSCOM,11235,69,137952,LT
1604,3936413,SALT,75041,78,135792,LT
1605,5673686,T-MOBILE,08424,70,26803,LT
1606,2909670,Vodafone,82001,69,176320,LT
1607,3917533,T-MOBILE,04217,74,65807,LT
1608,1732121,AT&T,04228,69,48837,LT
1609,5712747,Vodafone,08437,194,154805,LT
1610,4384060,Vodafone,07118,199,106688,LT
1611,5997510,T-MOBILE,02309,140,60950,LT
1612,5159880,LYBRA,L-3754,109,112325,LU
1613,3296215,AT&T,L-9026,184,8929,LU
1614,4449934,Vodafone,L-6686,94,105262,LU
1615,1456889,LYBRA,L-8303,131,120879,LU
1616,3430285,VERIZON,L-1717,95,51766,LU
1617,976486,AT&T,L-4970,145,168116,LU
1618,6831154,SALT,L-8324,89,85277,LU
1619,6601465,LYBRA,L-9678,51,28714,LU
1620,5952169,VERIZON,L-2454,88,126061,LU
1621,2460595,VERIZON,L-6559,47,98923,LU
1622,4297464,VERIZON,L-7562,158,33127,LU
1623,1595441,Vodafone,L-8085,127,186467,LU
1624,4662144,VERIZON,L-5943,199,75899,LU
1625,4859734,LYBRA,L-4690,83,88543,LU
1626,908574,SALT,L-4552,95,89651,LU
1627,3026623,ORANGE,L-5605,47,164241,LU
1628,2157926,Sunrise,L-4373,55,186990,LU
1629,2380823,ORANGE,L-9044,84,19546,LU
1630,1417601,LYBRA,L-6739,147,54709,LU
1631,1697170,Sunrise,L-2764,113,170454,LU
1632,6460383,LYBRA,L-4536,50,133748,LU
1633,2848659,T-MOBILE,L-5964,150,99256,LU
1634,3170439,Vodafone,L-9123,84,170648,LU
1635,2896213,Sunrise,L-4677,140,83071,LU
1636,2375704,SWISSCOM,L-1449,40,188123,LU
1637,6934564,AT&T,L-8353,89,178935,LU
1638,6688915,Sunrise,L-7739,137,167745,LU
1639,1700307,Sunrise,L-3475,40,99208,LU
1640,2323357,ORANGE,L-7382,112,82760,LU
1641,5358106,T-MOBILE,L-6418,181,100815,LU
1642,3364019,T-MOBILE,L-7453,75,33491,LU
1643,5781595,LYBRA,L-2628,176,182015,LU
1644,1419785,Sunrise,L-1923,176,44481,LU
1645,3947477,VERIZON,L-8143,46,35953,LU
1646,6491394,SWISSCOM,L-8189,129,113243,LU
1647,1576339,LYBRA,L-5711,55,76886,LU
1648,2063667,Sunrise,L-4556,113,184260,LU
1649,4769422,LYBRA,L-2331,71,27693,LU
1650,4589000,T-MOBILE,L-4324,92,116171,LU
1651,4094173,VERIZON,L-4808,163,148126,LU
1652,1734554,Vodafone,L-9378,178,128257,LU
1653,1635663,AT&T,L-8089,80,156513,LU
1654,2055324,LYBRA,L-9523,62,181331,LU
1655,1542557,T-MOBILE,L-4006,146,199245,LU
1656,1254724,SALT,L-4595,114,183502,LU
1657,3454445,VERIZON,L-3917,111,116456,LU
1658,4775781,LYBRA,L-9126,68,76342,LU
1659,1457337,LYBRA,L-4021,169,122893,LU
1660,2568407,LYBRA,L-1520,180,120461,LU
1661,1441015,SALT,L-9901,71,188220,LU
1662,5193899,LYBRA,L-9350,99,166652,LU
1663,1209736,Vodafone,L-9665,128,178917,LU
1664,3050591,LYBRA,MD-3915,166,130929,MD
1665,5515701,LYBRA,MD-4820,162,185673,MD
1666,5591381,AT&T,MD-6327,145,124421,MD
1667,2632287,AT&T,MD-6716,84,95711,MD
1668,3114413,Sunrise,MD-3539,72,10770,MD
1669,3111587,SALT,MD-4014,49,186701,MD
1670,3391686,Sunrise,MD-6222,189,144493,MD
1671,1878500,LYBRA,MD-6635,55,180960,MD
1672,4383362,SALT,MD-4021,168,33582,MD
1673,6579985,SWISSCOM,MD-3535,61,109906,MD
1674,4748400,Vodafone,MD-3034,96,123493,MD
1675,5407350,VERIZON,MD-5526,196,32105,MD
1676,3549376,T-MOBILE,MD-5637,56,186223,MD
1677,1581331,VERIZON,MD-7417,163,9117,MD
1678,2554786,ORANGE,MD-7106,172,166038,MD
1679,4064968,Sunrise,MD-5728,43,193775,MD
1680,4841442,T-MOBILE,MD-4712,92,22687,MD
1681,3131130,ORANGE,MD-5322,43,195529,MD
1682,3624103,SALT,MD-6418,196,77103,MD
1683,6660282,Sunrise,MD-4115,149,132818,MD
1684,6766927,LYBRA,MD-6532,121,157471,MD
1685,3610944,ORANGE,MD-4116,101,156952,MD
1686,2170567,Vodafone,MD-4321,151,29785,MD
1687,1526909,LYBRA,MD-5628,141,108224,MD
1688,6310237,LYBRA,MD-4601,78,24224,MD
1689,6406021,SWISSCOM,MD-7701,108,55825,MD
1690,2415664,LYBRA,MD-4628,155,132614,MD
1691,1377696,LYBRA,MD-5401,167,153468,MD
1692,2951510,SALT,MD-5928,111,190762,MD
1693,4529005,AT&T,MD-7713,165,36306,MD
1694,3470293,LYBRA,MD-4916,87,184738,MD
1695,2036908,SWISSCOM,MD-4914,158,144061,MD
1696,3067505,SWISSCOM,MD-5128,92,61824,MD
1697,5937060,Vodafone,MD-4518,46,28603,MD
1698,4504800,VERIZON,MD-3620,102,160330,MD
1699,1951535,VERIZON,MD-6211,95,100995,MD
1700,993774,SWISSCOM,MD-5944,97,99318,MD
1701,1196310,LYBRA,MD-6653,77,71757,MD
1702,6820462,Sunrise,MD-4514,144,141228,MD
1703,1141078,SWISSCOM,MD-6714,78,189846,MD
1704,5062814,LYBRA,MD-3604,91,62448,MD
1705,2880698,VERIZON,MD-6435,86,127447,MD
1706,4134256,LYBRA,MD-4816,186,23213,MD
1707,1957175,Sunrise,MD-3616,193,183968,MD
1708,3378782,Sunrise,MD-4421,168,115486,MD
1709,2776645,LYBRA,MD-6626,48,199414,MD
1710,5984535,LYBRA,MD-4006,90,89346,MD
1711,2672215,Sunrise,MD-6202,133,62161,MD
1712,1161581,SWISSCOM,MD-5950,62,148087,MD
1713,4217133,ORANGE,MD-6217,76,56128,MD
1714,1002901,Vodafone,MD-7112,85,28150,MD
1715,2944429,Vodafone,MD-3727,173,143038,MD
1716,1592697,Vodafone,LJA,159,24500,MT
1717,2253671,SWISSCOM,KKP,123,87499,MT
1718,721822,Vodafone,MRS,196,8888,MT
1719,1484415,LYBRA,QRM,62,76732,MT
1720,1953932,ORANGE,XBX,93,126858,MT
1721,6789901,Sunrise,FGR,103,74983,MT
1722,4332985,SWISSCOM,KCM,59,189275,MT
1723,5766317,Sunrise,XLN,137,60074,MT
1724,4074590,LYBRA,KKR,88,64821,MT
1725,929795,Vodafone,MXK,46,23901,MT
1726,2281475,AT&T,SPB,172,40628,MT
